# lat,lng,id,name,building_type,type,url,page_type
# slden -- Tutti
46.959119,11.008586,ov_medalp_sportclinic_s_lden___gruppenpraxi_46.9591_11.0086,medalp Sportclinic Sölden - Gruppenpraxis f Unfallchirurgie,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/medalp_sportclinic_slden_-_gruppenpraxis_46.9591_11.0086.json,custom
46.969005,11.009885,ov_onkel_tom_46.9690_11.0099,Onkel Tom,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/onkel_tom_46.9690_11.0099.json,custom
46.969504,11.009331,ov_t_rggele_stub_n_46.9695_11.0093,Törggele Stub'n,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/trggele_stubn_46.9695_11.0093.json,custom
46.969470,11.009493,ov_die_3_guatn_in_s_lden_46.9695_11.0095,die 3 guatn in Sölden,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/die_3_guatn_in_slden_46.9695_11.0095.json,custom
46.970364,11.008639,ov_liebelei_s_lden_46.9704_11.0086,Liebelei Sölden,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/liebelei_slden_46.9704_11.0086.json,custom
46.970204,11.008836,ov_jati_restaurant_und_craft_beer_46.9702_11.0088,Jati Restaurant und Craft Beer,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/jati_restaurant_und_craft_beer_46.9702_11.0088.json,custom
46.970662,11.008856,ov_skylights_46.9707_11.0089,Skylights,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/skylights_46.9707_11.0089.json,custom
46.971080,11.009755,ov_corso_restaurant_pizzeria_bar_46.9711_11.0098,Corso Restaurant Pizzeria Bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/corso_restaurant_pizzeria_bar_46.9711_11.0098.json,custom
46.969607,11.009656,ov_sahne_st_berl_46.9696_11.0097,Sahne Stüberl,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/sahne_stberl_46.9696_11.0097.json,custom
46.969607,11.009656,ov_schwarzkogl_s_lden_46.9696_11.0097,Schwarzkogl Sölden,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/schwarzkogl_slden_46.9696_11.0097.json,custom
46.969375,11.009829,ov_werkstatt_s_lden_46.9694_11.0098,Werkstatt Sölden,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/werkstatt_slden_46.9694_11.0098.json,custom
46.969657,11.010186,ov_japanisches_restaurant_miyako_46.9697_11.0102,Japanisches Restaurant Miyako,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/japanisches_restaurant_miyako_46.9697_11.0102.json,custom
46.966896,11.008743,ov_restaurant__tztaler_stube_46.9669_11.0087,Restaurant Ötztaler Stube,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/restaurant_tztaler_stube_46.9669_11.0087.json,custom
46.966975,11.007562,ov_restaurant_gusto_46.9670_11.0076,Restaurant GUSTO,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/restaurant_gusto_46.9670_11.0076.json,custom
46.965006,11.007418,ov_wine_and_dine_46.9650_11.0074,Wine and Dine,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/wine_and_dine_46.9650_11.0074.json,custom
46.964725,11.007521,ov_pizzeria_milano_46.9647_11.0075,Pizzeria Milano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/pizzeria_milano_46.9647_11.0075.json,custom
46.963621,11.007750,ov_atiks_grill_46.9636_11.0078,Atiks Grill,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/atiks_grill_46.9636_11.0078.json,custom
46.960443,11.008481,ov_pizzeria_nudeltopf_46.9604_11.0085,Pizzeria Nudeltopf,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/pizzeria_nudeltopf_46.9604_11.0085.json,custom
46.959998,11.009405,ov_bergrestaurant_ice_q___bergstation_gaisl_46.9600_11.0094,Bergrestaurant ICE Q - Bergstation Gaislachkoglbahn,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/bergrestaurant_ice_q_-_bergstation_gaisl_46.9600_11.0094.json,custom
46.959438,11.011836,ov_marco_polo_46.9594_11.0118,Marco Polo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/marco_polo_46.9594_11.0118.json,custom
46.959642,11.012022,ov_la_liv_restaurant_46.9596_11.0120,La Liv Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/la_liv_restaurant_46.9596_11.0120.json,custom
46.953938,11.010747,ov_la_cucina_46.9539_11.0107,La Cucina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/la_cucina_46.9539_11.0107.json,custom
46.966684,11.027228,ov_kleble_alm_46.9667_11.0272,Kleble alm,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/kleble_alm_46.9667_11.0272.json,custom
46.954076,11.029324,ov_brunnenbergalm_46.9541_11.0293,Brunnenbergalm,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/brunnenbergalm_46.9541_11.0293.json,custom
46.937996,11.027058,ov_gasthof_br_ckenwirt_46.9380_11.0271,Gasthof Brückenwirt,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gasthof_brckenwirt_46.9380_11.0271.json,custom
46.947796,11.016517,ov_rotkogelh_tte_s_lden_gstrein_fender_gmbh_46.9478_11.0165,Rotkogelhütte Sölden Gstrein Fender GmbH,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/rotkogelhtte_slden_gstrein_fender_gmbh_46.9478_11.0165.json,custom
46.944417,11.000111,ov_goldegg_alm_46.9444_11.0001,Goldegg Alm,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/goldegg_alm_46.9444_11.0001.json,custom
46.937847,10.994749,ov_heidealm_46.9378_10.9947,Heidealm,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/heidealm_46.9378_10.9947.json,custom
46.939969,11.001818,ov_bubis_schi____almh_tte_46.9400_11.0018,Bubis Schi- & Almhütte,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/bubis_schi-_almhtte_46.9400_11.0018.json,custom
46.950590,10.987931,ov_falcon_46.9506_10.9879,FALCON,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/falcon_46.9506_10.9879.json,custom
46.963993,10.979072,ov_rettenbachhof_46.9640_10.9791,Rettenbachhof,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/rettenbachhof_46.9640_10.9791.json,custom
46.964065,10.979178,ov_annemaries_h_hnersteign_46.9641_10.9792,Annemaries Hühnersteign,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/annemaries_hhnersteign_46.9641_10.9792.json,custom
46.963630,10.983430,ov_stabele_alm_46.9636_10.9834,Stabele Alm,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/stabele_alm_46.9636_10.9834.json,custom
46.965286,11.002621,ov_gampe_alm_inh_roland_gr_ner_46.9653_11.0026,Gampe Alm Inh Roland Grüner,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gampe_alm_inh_roland_grner_46.9653_11.0026.json,custom
46.965219,11.001740,ov_s_pfandl_46.9652_11.0017,S'Pfandl,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/spfandl_46.9652_11.0017.json,custom
46.968978,11.003958,ov_a_casa_da_mamma_46.9690_11.0040,A Casa da Mamma,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/a_casa_da_mamma_46.9690_11.0040.json,custom
46.968971,11.003953,ov_pizzeria_da_paolo_46.9690_11.0040,Pizzeria da paolo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/pizzeria_da_paolo_46.9690_11.0040.json,custom
46.973495,11.002339,ov_panorama_alm_solden_46.9735_11.0023,Panorama Alm Solden,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/panorama_alm_solden_46.9735_11.0023.json,custom
46.982206,10.999183,ov_maria_s____alm_46.9822_10.9992,Maria's ❤️ Alm,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/marias_alm_46.9822_10.9992.json,custom
46.975391,10.988836,ov_eugens_obstlerh_tte_46.9754_10.9888,Eugens Obstlerhütte,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/eugens_obstlerhtte_46.9754_10.9888.json,custom
46.968671,10.985177,ov_almwirtschaft_gampe_thaya_46.9687_10.9852,Almwirtschaft Gampe Thaya,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/almwirtschaft_gampe_thaya_46.9687_10.9852.json,custom
46.976934,10.975414,ov_wirtshaus_am_giggijoch_46.9769_10.9754,Wirtshaus am Giggijoch,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/wirtshaus_am_giggijoch_46.9769_10.9754.json,custom
46.977113,10.975294,ov_enzian_hochsolden_46.9771_10.9753,Enzian hochsolden,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/enzian_hochsolden_46.9771_10.9753.json,custom
46.976015,10.982267,ov_sonnblick_46.9760_10.9823,Sonnblick,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/sonnblick_46.9760_10.9823.json,custom
46.960117,10.967733,ov_rettenbachalm_46.9601_10.9677,Rettenbachalm,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/rettenbachalm_46.9601_10.9677.json,custom
46.956410,10.946706,ov_s_lden_schwarzkogl_h_tte_46.9564_10.9467,Sölden Schwarzkogl-Hütte,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/slden_schwarzkogl-htte_46.9564_10.9467.json,custom
46.941637,10.932732,ov_gletschertisch_46.9416_10.9327,Gletschertisch,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gletschertisch_46.9416_10.9327.json,custom
46.941835,10.932323,ov_schwarzkogl_restaurant_46.9418_10.9323,Schwarzkogl Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/schwarzkogl_restaurant_46.9418_10.9323.json,custom
46.923293,10.944619,ov_restaurant_tiefenbach_46.9233_10.9446,Restaurant Tiefenbach,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/restaurant_tiefenbach_46.9233_10.9446.json,custom
46.942245,10.967757,ov_restaurant_ice_q_46.9422_10.9678,Restaurant ice Q,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/restaurant_ice_q_46.9422_10.9678.json,custom
46.872111,11.028606,ov_see_you_obergurgl_46.8721_11.0286,See You Obergurgl,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/see_you_obergurgl_46.8721_11.0286.json,custom
46.874241,11.030462,ov_trattoria_brunello_46.8742_11.0305,Trattoria Brunello,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/trattoria_brunello_46.8742_11.0305.json,custom
46.861832,11.018173,ov_zirben_alm_46.8618_11.0182,Zirben Alm,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/zirben_alm_46.8618_11.0182.json,custom
46.859481,11.044556,ov_festkogl_h_tte_46.8595_11.0446,Festkogl Hütte,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/festkogl_htte_46.8595_11.0446.json,custom
46.885962,11.078984,ov_wurmkoglh_tte___2807_meter_46.8860_11.0790,Wurmkoglhütte - 2807 Meter,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/wurmkoglhtte_-_2807_meter_46.8860_11.0790.json,custom
46.909178,11.053091,ov_top_mountain_crosspoint_46.9092_11.0531,Top Mountain Crosspoint,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/top_mountain_crosspoint_46.9092_11.0531.json,custom
46.898001,11.040857,ov_downhill_grill_46.8980_11.0409,Downhill Grill,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/downhill_grill_46.8980_11.0409.json,custom
46.916783,11.044156,ov_sahnest_berl_46.9168_11.0442,Sahnestüberl,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/sahnestberl_46.9168_11.0442.json,custom
46.922244,11.039785,ov_lenzenalm_46.9222_11.0398,Lenzenalm,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/lenzenalm_46.9222_11.0398.json,custom
46.975423,11.108848,ov_jochdohle_46.9754_11.1088,Jochdohle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/jochdohle_46.9754_11.1088.json,custom
46.848606,11.028613,ov_hohe_mut_alm_46.8486_11.0286,Hohe Mut Alm,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/hohe_mut_alm_46.8486_11.0286.json,custom
46.992416,11.008137,osm_gasthof_granstein_46.9924_11.0081,Gasthof Granstein,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gasthof_granstein_46.9924_11.0081.json,custom
46.975371,11.010908,osm_pizzeria_salino_46.9754_11.0109,Pizzeria Salino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/pizzeria_salino_46.9754_11.0109.json,custom
46.963673,11.004298,osm_philipp_s_skih_tte_46.9637_11.0043,Philipp's Skihütte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/philipps_skihtte_46.9637_11.0043.json,custom
46.967029,11.007632,osm_gusto_46.9670_11.0076,Gusto,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gusto_46.9670_11.0076.json,custom
46.972492,11.009688,osm_heiners_46.9725_11.0097,Heiners,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/heiners_46.9725_11.0097.json,custom
46.961193,11.001783,osm_bergzauber_46.9612_11.0018,Bergzauber,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/bergzauber_46.9612_11.0018.json,custom
46.958665,11.009711,osm_g_s_cafe_46.9587_11.0097,G's cafe,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gs_cafe_46.9587_11.0097.json,custom
46.960444,11.008606,osm_nudeltopf_46.9604_11.0086,Nudeltopf,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/nudeltopf_46.9604_11.0086.json,custom
46.964692,11.007389,osm_milano_46.9647_11.0074,Milano,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/milano_46.9647_11.0074.json,custom
46.969632,11.010268,osm_miyako_46.9696_11.0103,Miyako,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/miyako_46.9696_11.0103.json,custom
46.971279,11.008786,osm_schnalser_stub_n_46.9713_11.0088,Schnalser Stub‘n,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/schnalser_stubn_46.9713_11.0088.json,custom
46.971073,11.009804,osm_corso_46.9711_11.0098,Corso,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/corso_46.9711_11.0098.json,custom
46.965331,10.983383,osm_stabele_alm_46.9653_10.9834,Stabele Alm,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/stabele_alm_46.9653_10.9834.json,custom
46.968986,11.003942,osm_acasa_da_mamma_46.9690_11.0039,Acasa Da Mamma,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/acasa_da_mamma_46.9690_11.0039.json,custom
46.957662,11.009963,osm_grauer_b_r_46.9577_11.0100,Grauer Bär,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/grauer_br_46.9577_11.0100.json,custom
46.969171,10.985684,osm_gampe_46.9692_10.9857,Gampe,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gampe_46.9692_10.9857.json,custom
46.968629,10.985209,osm_gampe_thaya_46.9686_10.9852,Gampe Thaya,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gampe_thaya_46.9686_10.9852.json,custom
46.855869,10.891644,osm_gasthaus_rofenhof_46.8559_10.8916,Gasthaus Rofenhof,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gasthaus_rofenhof_46.8559_10.8916.json,custom
46.941033,11.028560,osm_gasthof_zwieselstein_46.9410_11.0286,Gasthof Zwieselstein,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/gasthof_zwieselstein_46.9410_11.0286.json,custom
46.859628,11.044677,osm_festkoglh_tte_46.8596_11.0447,Festkoglhütte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/festkoglhtte_46.8596_11.0447.json,custom
46.859267,11.023988,osm_nederh_tte__nur_winterbetrieb__46.8593_11.0240,Nederhütte (nur Winterbetrieb),ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/nederhtte_nur_winterbetrieb_46.8593_11.0240.json,custom
46.885962,11.078992,osm_wurmkogelh_tte_46.8860_11.0790,Wurmkogelhütte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/wurmkogelhtte_46.8860_11.0790.json,custom
46.869300,11.024791,osm_wiesental_46.8693_11.0248,Wiesental,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/wiesental_46.8693_11.0248.json,custom
46.848619,11.028487,osm_hohe_mut_46.8486_11.0285,Hohe Mut,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/hohe_mut_46.8486_11.0285.json,custom
46.903852,11.068466,osm_kirchenkarh_tte_46.9039_11.0685,Kirchenkarhütte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/kirchenkarhtte_46.9039_11.0685.json,custom
46.935899,11.003350,osm_alpengasthof_sonneck_46.9359_11.0034,Alpengasthof Sonneck,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/alpengasthof_sonneck_46.9359_11.0034.json,custom
46.965294,11.001484,osm__s_pfandl_46.9653_11.0015,'s Pfandl,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/s_pfandl_46.9653_11.0015.json,custom
46.941145,10.999574,osm_l_ple_alm_46.9411_10.9996,Löple Alm,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/lple_alm_46.9411_10.9996.json,custom
46.847520,11.016742,osm_sch_nwiesh_tte_46.8475_11.0167,Schönwieshütte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/schnwieshtte_46.8475_11.0167.json,custom
46.880243,11.083053,osm_top_mountain_star_46.8802_11.0831,Top Mountain Star,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/top_mountain_star_46.8802_11.0831.json,custom
46.966086,10.957757,osm_rotkogelh_tte_46.9661_10.9578,Rotkogelhütte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/slden/pages/rotkogelhtte_46.9661_10.9578.json,custom
