# lat,lng,id,name,building_type,type,url,page_type
# Cesano Maderno -- Tutti
45.626584,9.138597,ov_mecesano___studi_professionali_45.6266_9.1386,MeCesano - Studi Professionali,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/mecesano_-_studi_professionali_45.6266_9.1386.json,custom
45.630915,9.147719,ov_host___un_bel_posto_45.6309_9.1477,Host - Un bel posto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/host_-_un_bel_posto_45.6309_9.1477.json,custom
45.631996,9.144396,ov_pizzeria_fuori_orario_45.6320_9.1444,Pizzeria Fuori Orario,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/pizzeria_fuori_orario_45.6320_9.1444.json,custom
45.631896,9.157941,ov_nostop_giropizza_45.6319_9.1579,NoStop Giropizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/nostop_giropizza_45.6319_9.1579.json,custom
45.631754,9.157929,ov_sugoi_45.6318_9.1579,Sugoi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/sugoi_45.6318_9.1579.json,custom
45.629769,9.154841,ov_trattoria_pizzeria_sciuscia_45.6298_9.1548,Trattoria Pizzeria Sciuscia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/trattoria_pizzeria_sciuscia_45.6298_9.1548.json,custom
45.628219,9.149162,ov_sciapo_pizzeria_45.6282_9.1492,Sciapo Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/sciapo_pizzeria_45.6282_9.1492.json,custom
45.629105,9.146892,ov_abello_45.6291_9.1469,Abello,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/abello_45.6291_9.1469.json,custom
45.628498,9.146484,ov_pizzeria_da_adriano_45.6285_9.1465,Pizzeria da Adriano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/pizzeria_da_adriano_45.6285_9.1465.json,custom
45.628210,9.144321,ov_pizzeria_la_premiata_45.6282_9.1443,Pizzeria La Premiata,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/pizzeria_la_premiata_45.6282_9.1443.json,custom
45.628113,9.145441,ov_ristorante_corte_santo_stefano_45.6281_9.1454,Ristorante Corte Santo Stefano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/ristorante_corte_santo_stefano_45.6281_9.1454.json,custom
45.628031,9.145056,ov_madre_terra___il_ristorante_di_pesce_a_c_45.6280_9.1451,Madre Terra - Il Ristorante di Pesce a Cesano Maderno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/madre_terra_-_il_ristorante_di_pesce_a_c_45.6280_9.1451.json,custom
45.627414,9.142685,ov_pizz_rizz_45.6274_9.1427,Pizz Rizz,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/pizz_rizz_45.6274_9.1427.json,custom
45.627460,9.144249,ov_turkish_deniz_45.6275_9.1442,Turkish Deniz,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/turkish_deniz_45.6275_9.1442.json,custom
45.627525,9.146976,ov_locanda_del_transito_45.6275_9.1470,Locanda del Transito,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/locanda_del_transito_45.6275_9.1470.json,custom
45.625349,9.144529,ov_elisir_brasserie_45.6253_9.1445,Elisir Brasserie,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/elisir_brasserie_45.6253_9.1445.json,custom
45.625900,9.136940,ov_daydream_caf__bar_ristorante_pizzeria_45.6259_9.1369,Daydream Cafè bar ristorante pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/daydream_caf_bar_ristorante_pizzeria_45.6259_9.1369.json,custom
45.623872,9.150390,ov_f_lli_greco_snc_45.6239_9.1504,F.lli Greco snc,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/flli_greco_snc_45.6239_9.1504.json,custom
45.619713,9.150916,ov_speedy_pizza_45.6197_9.1509,Speedy pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/speedy_pizza_45.6197_9.1509.json,custom
45.621124,9.150351,ov_ristorante_nesis_45.6211_9.1504,Ristorante Nesis,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/ristorante_nesis_45.6211_9.1504.json,custom
45.620747,9.150767,ov_pizzeria_da_zio_mario_45.6207_9.1508,Pizzeria da Zio Mario,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/pizzeria_da_zio_mario_45.6207_9.1508.json,custom
45.620071,9.138535,ov_alabama_45.6201_9.1385,Alabama,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/alabama_45.6201_9.1385.json,custom
45.623650,9.144155,ov_marcello_ricci_45.6237_9.1442,Marcello Ricci,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/marcello_ricci_45.6237_9.1442.json,custom
45.623650,9.144155,ov_pizzeria_amun_45.6236_9.1442,Pizzeria Amun,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/pizzeria_amun_45.6236_9.1442.json,custom
45.622481,9.135927,ov_sushi_lin_3_45.6225_9.1359,Sushi Lin 3,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/sushi_lin_3_45.6225_9.1359.json,custom
45.622710,9.128966,ov_cascina_montina_45.6227_9.1290,Cascina Montina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/cascina_montina_45.6227_9.1290.json,custom
45.621973,9.175101,ov_antichi_sapori_45.6220_9.1751,Antichi Sapori,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/antichi_sapori_45.6220_9.1751.json,custom
45.622216,9.166037,ov_ristorante_mediterraneo_45.6222_9.1660,Ristorante Mediterraneo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/ristorante_mediterraneo_45.6222_9.1660.json,custom
45.621890,9.163810,ov_don_antonio_45.6219_9.1638,Don Antonio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/don_antonio_45.6219_9.1638.json,custom
45.625640,9.167260,ov_la_cascina_45.6256_9.1673,La Cascina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/la_cascina_45.6256_9.1673.json,custom
45.631068,9.172066,ov_ristorante_pizzeria_chen_dandan_45.6311_9.1721,Ristorante Pizzeria Chen Dandan,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/ristorante_pizzeria_chen_dandan_45.6311_9.1721.json,custom
45.632802,9.172257,ov_maril__pizzeria_45.6328_9.1723,Marilù pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/maril_pizzeria_45.6328_9.1723.json,custom
45.631057,9.169256,ov_officina_della_pizza_45.6311_9.1693,Officina della Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/officina_della_pizza_45.6311_9.1693.json,custom
45.632468,9.166637,ov_dolce_frutta_di_siracusa_aldo_45.6325_9.1666,DOLCE FRUTTA di Siracusa Aldo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/dolce_frutta_di_siracusa_aldo_45.6325_9.1666.json,custom
45.632853,9.166480,ov_pizza_pazza_45.6329_9.1665,Pizza Pazza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/pizza_pazza_45.6329_9.1665.json,custom
45.630815,9.166758,ov_punto_pizza_45.6308_9.1668,Punto Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/punto_pizza_45.6308_9.1668.json,custom
45.629115,9.164925,ov_eat_happy_cesano_maderno_45.6291_9.1649,Eat Happy Cesano Maderno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/eat_happy_cesano_maderno_45.6291_9.1649.json,custom
45.630218,9.163665,ov_birra_e_brace_45.6302_9.1637,Birra e Brace,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/birra_e_brace_45.6302_9.1637.json,custom
45.635800,9.179568,ov_punto_giusto_45.6358_9.1796,Punto Giusto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/punto_giusto_45.6358_9.1796.json,custom
45.639662,9.181171,ov_gusto_tondo_45.6397_9.1812,Gusto Tondo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/gusto_tondo_45.6397_9.1812.json,custom
45.639844,9.181373,ov_pizzeria_il_belpaese_45.6398_9.1814,Pizzeria Il Belpaese,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/pizzeria_il_belpaese_45.6398_9.1814.json,custom
45.639961,9.185300,ov_sushi_club_2_45.6400_9.1853,Sushi Club 2,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/sushi_club_2_45.6400_9.1853.json,custom
45.640196,9.184863,ov_pizzium_45.6402_9.1849,Pizzium,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/pizzium_45.6402_9.1849.json,custom
45.640459,9.189596,ov_harmony_restaurant_45.6405_9.1896,Harmony Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/harmony_restaurant_45.6405_9.1896.json,custom
45.640408,9.189595,ov_anji_sushi_45.6404_9.1896,Anji Sushi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/anji_sushi_45.6404_9.1896.json,custom
45.628526,9.146495,osm_pizzeria_da_adriano_45.6285_9.1465,Pizzeria da Adriano,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/pizzeria_da_adriano_45.6285_9.1465.json,custom
45.630976,9.146657,osm_ru_yi_rosticceria_45.6310_9.1467,Ru Yi Rosticceria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/ru_yi_rosticceria_45.6310_9.1467.json,custom
45.621910,9.163777,osm_il_gabbiano_45.6219_9.1638,Il Gabbiano,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/il_gabbiano_45.6219_9.1638.json,custom
45.639930,9.185461,osm_sushi_club_45.6399_9.1855,Sushi Club,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/sushi_club_45.6399_9.1855.json,custom
45.627973,9.144852,osm_madre_terra_45.6280_9.1449,Madre Terra,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/madre_terra_45.6280_9.1449.json,custom
45.630004,9.146016,osm_maw_poke_45.6300_9.1460,Maw poke,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/maw_poke_45.6300_9.1460.json,custom
45.627394,9.142702,osm_pizzi_rizzi_45.6274_9.1427,Pizzi Rizzi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/pizzi_rizzi_45.6274_9.1427.json,custom
45.630394,9.145784,osm_lion_turkish_kebab_45.6304_9.1458,Lion Turkish Kebab,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/lion_turkish_kebab_45.6304_9.1458.json,custom
45.626802,9.140938,osm_l_angolo_orientale_45.6268_9.1409,L'angolo orientale,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/langolo_orientale_45.6268_9.1409.json,custom
45.628362,9.145390,osm_corte_di_santo_stefano_45.6284_9.1454,Corte di Santo Stefano,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/corte_di_santo_stefano_45.6284_9.1454.json,custom
45.629598,9.147782,osm_ristorante_il_fauno_45.6296_9.1478,Ristorante Il Fauno,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/ristorante_il_fauno_45.6296_9.1478.json,custom
45.631619,9.110896,osm_vitale_ristorante_trattoria_45.6316_9.1109,Vitale ristorante trattoria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/vitale_ristorante_trattoria_45.6316_9.1109.json,custom
45.639844,9.181373,osm_il_belpaese_45.6398_9.1814,Il Belpaese,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/il_belpaese_45.6398_9.1814.json,custom
45.631342,9.150692,osm_da_benjamin_45.6313_9.1507,Da Benjamin,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/da_benjamin_45.6313_9.1507.json,custom
45.633680,9.125194,osm_lahori_grill_45.6337_9.1252,Lahori grill,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/lahori_grill_45.6337_9.1252.json,custom
45.628508,9.164873,osm_a_modo_mio_45.6285_9.1649,A modo mio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/a_modo_mio_45.6285_9.1649.json,custom
45.630209,9.142557,osm_bu_bi_45.6302_9.1426,Bu-bi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bu-bi_45.6302_9.1426.json,custom
45.628352,9.149366,osm_sciap__pizzeria_45.6284_9.1494,Sciapò pizzeria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/sciap_pizzeria_45.6284_9.1494.json,custom
45.629577,9.138495,osm_isabella_trattoria_45.6296_9.1385,Isabella trattoria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/isabella_trattoria_45.6296_9.1385.json,custom
45.623509,9.135738,osm_sushi_lin_3_45.6235_9.1357,Sushi Lin 3,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/sushi_lin_3_45.6235_9.1357.json,custom
45.636020,9.122990,ov_el_paraiso_sn_45.6360_9.1230,El paraiso sn,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/el_paraiso_sn_45.6360_9.1230.json,custom
45.636020,9.122990,ov_red_door_birreria_paninoteca_45.6360_9.1230,Red Door birreria paninoteca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/red_door_birreria_paninoteca_45.6360_9.1230.json,custom
45.624059,9.136426,ov_bocchia_caffe_45.6241_9.1364,Bocchia Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bocchia_caffe_45.6241_9.1364.json,custom
45.633798,9.123079,ov_oasi_bar_45.6338_9.1231,Oasi bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/oasi_bar_45.6338_9.1231.json,custom
45.630143,9.136230,ov_always_cafe_45.6301_9.1362,Always Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/always_cafe_45.6301_9.1362.json,custom
45.632180,9.144060,ov_copisteria_fronte_retro_45.6322_9.1441,Copisteria fronte retro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/copisteria_fronte_retro_45.6322_9.1441.json,custom
45.631998,9.151356,ov_mlv___musicandolavita_45.6320_9.1514,MLV - Musicandolavita,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/mlv_-_musicandolavita_45.6320_9.1514.json,custom
45.631600,9.155010,ov_bar_san_carlo___cesano_maderno_45.6316_9.1550,Bar San Carlo - Cesano Maderno,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_san_carlo_-_cesano_maderno_45.6316_9.1550.json,custom
45.631350,9.152890,ov_bar_gelateria_il_torrazzo_45.6313_9.1529,Bar Gelateria Il Torrazzo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_gelateria_il_torrazzo_45.6313_9.1529.json,custom
45.630296,9.155246,ov_quartier_del_piave_45.6303_9.1552,Quartier del Piave,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/quartier_del_piave_45.6303_9.1552.json,custom
45.627975,9.146388,ov_ces_n_restaurant___lounge_bar_45.6280_9.1464,Cesàn Restaurant & Lounge Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/cesn_restaurant_lounge_bar_45.6280_9.1464.json,custom
45.628381,9.146468,ov_teatro_cafe_45.6284_9.1465,Teatro Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/teatro_cafe_45.6284_9.1465.json,custom
45.628693,9.143709,ov_decanter_bistrot_45.6287_9.1437,Decanter Bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/decanter_bistrot_45.6287_9.1437.json,custom
45.626787,9.144043,ov_0362_zerotreseidue_45.6268_9.1440,0362 Zerotreseidue,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/0362_zerotreseidue_45.6268_9.1440.json,custom
45.626290,9.137342,ov_al_frate_birraiolo_45.6263_9.1373,Al Frate Birraiolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/al_frate_birraiolo_45.6263_9.1373.json,custom
45.624803,9.145702,ov_bar_la_giara_45.6248_9.1457,Bar La Giara,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_la_giara_45.6248_9.1457.json,custom
45.625973,9.153564,ov_bar_napoleone_45.6260_9.1536,Bar Napoleone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_napoleone_45.6260_9.1536.json,custom
45.619317,9.157898,ov_db_caf__45.6193_9.1579,DB Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/db_caf_45.6193_9.1579.json,custom
45.619610,9.146520,ov_bar_miami_45.6196_9.1465,Bar Miami,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_miami_45.6196_9.1465.json,custom
45.623125,9.135837,ov_buongiorno_caffe_45.6231_9.1358,Buongiorno Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/buongiorno_caffe_45.6231_9.1358.json,custom
45.620488,9.136192,ov_snack_bar_l_incontro_45.6205_9.1362,Snack Bar L'Incontro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/snack_bar_lincontro_45.6205_9.1362.json,custom
45.617825,9.151577,ov_bar_benini_45.6178_9.1516,Bar Benini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/bar_benini_45.6178_9.1516.json,custom
45.621838,9.162803,ov_dapippo_45.6218_9.1628,DaPippo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/cesano_maderno/pages/dapippo_45.6218_9.1628.json,custom
