# lat,lng,id,name,building_type,type,url,page_type
# Terlizzi -- Tutti
41.131207,16.535057,osm_ospedale_michele_sarcone_41.1312_16.5351,Ospedale Michele Sarcone,hospital,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/ospedale_michele_sarcone_41.1312_16.5351.json,custom
41.128556,16.541477,ov_braceria_fidelfo___carne_e_fuoco_41.1286_16.5415,Braceria Fidelfo - Carne e Fuoco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/braceria_fidelfo_-_carne_e_fuoco_41.1286_16.5415.json,custom
41.128560,16.541555,ov_il_tumm__41.1286_16.5416,Il Tummà,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/il_tumm_41.1286_16.5416.json,custom
41.128764,16.534653,ov_caravanserraglio_41.1288_16.5347,Caravanserraglio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/caravanserraglio_41.1288_16.5347.json,custom
41.128878,16.537157,ov_pizzeria_la_fornarina_41.1289_16.5372,Pizzeria La Fornarina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/pizzeria_la_fornarina_41.1289_16.5372.json,custom
41.126985,16.544530,ov_tamu___al_carradore_pizzeria_41.1270_16.5445,Tamu - Al Carradore Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/tamu_-_al_carradore_pizzeria_41.1270_16.5445.json,custom
41.123344,16.515996,ov_davs_fidelfo___bar_risto_pizza_41.1233_16.5160,DAVS Fidelfo - Bar Risto Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/davs_fidelfo_-_bar_risto_pizza_41.1233_16.5160.json,custom
41.122951,16.527294,ov_villa_eranthe_41.1230_16.5273,Villa Eranthe,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/villa_eranthe_41.1230_16.5273.json,custom
41.136678,16.545781,ov_pizzeria_terra_mia_41.1367_16.5458,Pizzeria Terra Mia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/pizzeria_terra_mia_41.1367_16.5458.json,custom
41.133887,16.545586,ov_the_barr_41.1339_16.5456,The Barr,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/the_barr_41.1339_16.5456.json,custom
41.133191,16.541301,ov_n_1_la_vita_e_bella_41.1332_16.5413,N.1 La Vita E Bella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/n1_la_vita_e_bella_41.1332_16.5413.json,custom
41.133130,16.538960,ov_evviva___food___beer_fest_41.1331_16.5390,Evviva - Food & Beer Fest,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/evviva_-_food_beer_fest_41.1331_16.5390.json,custom
41.132582,16.539133,ov_mama_pizza_amore_cucina_41.1326_16.5391,Mama Pizza Amore Cucina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/mama_pizza_amore_cucina_41.1326_16.5391.json,custom
41.080863,16.560482,ov_ristorante_villa_de_napoli_41.0809_16.5605,Ristorante Villa De Napoli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/ristorante_villa_de_napoli_41.0809_16.5605.json,custom
41.112727,16.548691,ov_il_gallo_41.1127_16.5487,Il gallo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/il_gallo_41.1127_16.5487.json,custom
41.125102,16.551505,ov_il_fiore_41.1251_16.5515,Il Fiore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/il_fiore_41.1251_16.5515.json,custom
41.124371,16.549819,ov_red_brick_22_41.1244_16.5498,Red Brick 22,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/red_brick_22_41.1244_16.5498.json,custom
41.126472,16.551580,ov_roberika_srl_41.1265_16.5516,Roberika SRL,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/roberika_srl_41.1265_16.5516.json,custom
41.128648,16.548733,ov_pescheria_e_friggitoria_41.1286_16.5487,Pescheria e friggitoria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/pescheria_e_friggitoria_41.1286_16.5487.json,custom
41.128809,16.547853,ov_macelleria_di_mimmo_de_chirico_41.1288_16.5479,Macelleria di Mimmo De Chirico,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/macelleria_di_mimmo_de_chirico_41.1288_16.5479.json,custom
41.128500,16.550815,ov_casa_del_tortellino_41.1285_16.5508,Casa Del Tortellino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/casa_del_tortellino_41.1285_16.5508.json,custom
41.128505,16.550916,ov_de_nicolo_pastai_41.1285_16.5509,De Nicolo Pastai,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/de_nicolo_pastai_41.1285_16.5509.json,custom
41.128332,16.549148,ov_pizzeria_da_marchino_41.1283_16.5491,Pizzeria da Marchino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/pizzeria_da_marchino_41.1283_16.5491.json,custom
41.128133,16.557376,ov_il_gioco_dei_sensi_pizzeria_41.1281_16.5574,Il Gioco dei Sensi Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/il_gioco_dei_sensi_pizzeria_41.1281_16.5574.json,custom
41.128190,16.557730,ov_trattoria_pizzeria_da_marchino_41.1282_16.5577,Trattoria-Pizzeria da Marchino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/trattoria-pizzeria_da_marchino_41.1282_16.5577.json,custom
41.130603,16.551424,ov_i_tre_maialini_41.1306_16.5514,I tre maialini,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/i_tre_maialini_41.1306_16.5514.json,custom
41.130448,16.547373,ov_pizzeria_la_ginestra_41.1304_16.5474,Pizzeria La Ginestra,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/pizzeria_la_ginestra_41.1304_16.5474.json,custom
41.130363,16.548874,ov_braci_piacenti_41.1304_16.5489,Braci Piacenti,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/braci_piacenti_41.1304_16.5489.json,custom
41.130560,16.547295,ov_kin_sushi_41.1306_16.5473,Kin sushi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/kin_sushi_41.1306_16.5473.json,custom
41.131543,16.547526,ov_macelleria_braceria_d_aniello_41.1315_16.5475,Macelleria Braceria D'Aniello,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/macelleria_braceria_daniello_41.1315_16.5475.json,custom
41.131293,16.545909,ov_il_cubo_41.1313_16.5459,Il Cubo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/il_cubo_41.1313_16.5459.json,custom
41.132955,16.546156,ov_mare_e_padella_41.1330_16.5462,Mare e Padella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/mare_e_padella_41.1330_16.5462.json,custom
41.133195,16.546501,ov_pastificio_terlizzese_41.1332_16.5465,Pastificio Terlizzese,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/pastificio_terlizzese_41.1332_16.5465.json,custom
41.129567,16.542512,osm_l_angolo_della_bont__41.1296_16.5425,L'angolo della bontà,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/langolo_della_bont_41.1296_16.5425.json,custom
41.130493,16.547379,osm_ristor_la_ginestra_41.1305_16.5474,Ristor La Ginestra,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/ristor_la_ginestra_41.1305_16.5474.json,custom
41.130657,16.547305,osm_kin_41.1307_16.5473,Kin,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/kin_41.1307_16.5473.json,custom
41.130438,16.546607,osm_matilda_41.1304_16.5466,Matilda,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/matilda_41.1304_16.5466.json,custom
41.129965,16.542506,osm_eden_cucina_del_sud_41.1300_16.5425,Eden cucina del sud,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/eden_cucina_del_sud_41.1300_16.5425.json,custom
41.128909,16.542482,osm_nino_dei_tigli_41.1289_16.5425,Nino dei Tigli,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/nino_dei_tigli_41.1289_16.5425.json,custom
41.128956,16.542579,osm_alighieri_eventi_41.1290_16.5426,Alighieri Eventi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/alighieri_eventi_41.1290_16.5426.json,custom
41.128378,16.549118,osm_da_marchino_41.1284_16.5491,Da Marchino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/da_marchino_41.1284_16.5491.json,custom
41.131679,16.536184,osm_pizzeria_il_ritrovo_41.1317_16.5362,Pizzeria il Ritrovo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/pizzeria_il_ritrovo_41.1317_16.5362.json,custom
41.129004,16.547695,osm_macelleria_braceria_41.1290_16.5477,Macelleria Braceria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/macelleria_braceria_41.1290_16.5477.json,custom
41.128792,16.537175,osm_la_fornarina_41.1288_16.5372,La Fornarina,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/la_fornarina_41.1288_16.5372.json,custom
41.130088,16.549882,osm_me_doner_41.1301_16.5499,Me Doner,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/me_doner_41.1301_16.5499.json,custom
41.131319,16.543245,osm_macelleria_braceria_da_gianni_41.1313_16.5432,Macelleria Braceria Da Gianni,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/macelleria_braceria_da_gianni_41.1313_16.5432.json,custom
41.132858,16.543606,osm_rosticceria_41.1329_16.5436,Rosticceria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/rosticceria_41.1329_16.5436.json,custom
41.128614,16.543637,osm_gi__mazzini_41.1286_16.5436,Già mazzini,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/gi_mazzini_41.1286_16.5436.json,custom
41.128729,16.534704,osm_caravan_serraglio_41.1287_16.5347,Caravan serraglio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/caravan_serraglio_41.1287_16.5347.json,custom
41.129959,16.549688,osm_ghiottoneria_41.1300_16.5497,Ghiottoneria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/ghiottoneria_41.1300_16.5497.json,custom
41.129078,16.542829,osm_sviniamo_41.1291_16.5428,Sviniamo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/sviniamo_41.1291_16.5428.json,custom
41.130839,16.549040,osm_primi_di_tutto_41.1308_16.5490,Primi Di Tutto,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/primi_di_tutto_41.1308_16.5490.json,custom
41.128026,16.557213,osm_il_gioco_dei_sensi_41.1280_16.5572,Il gioco dei sensi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/il_gioco_dei_sensi_41.1280_16.5572.json,custom
41.128667,16.540781,osm_chapeau_41.1287_16.5408,Chapeau,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/chapeau_41.1287_16.5408.json,custom
41.129982,16.543206,osm_mingo_tauro_41.1300_16.5432,Mingo Tauro,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/mingo_tauro_41.1300_16.5432.json,custom
41.132857,16.544431,osm_ristor_dinner_41.1329_16.5444,Ristor Dinner,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/ristor_dinner_41.1329_16.5444.json,custom
41.130768,16.551234,osm_braceria_quercia_41.1308_16.5512,Braceria Quercia,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/braceria_quercia_41.1308_16.5512.json,custom
41.128826,16.541434,osm_fidelfo_41.1288_16.5414,Fidelfo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/fidelfo_41.1288_16.5414.json,custom
41.136728,16.545786,osm_terra_mia_41.1367_16.5458,Terra Mia,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/terra_mia_41.1367_16.5458.json,custom
41.133586,16.539638,osm_dinapoli_41.1336_16.5396,Dinapoli,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/dinapoli_41.1336_16.5396.json,custom
41.133150,16.541319,osm_n__1_la_vita___bella_41.1332_16.5413,N. 1 la vita è bella,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/n_1_la_vita_bella_41.1332_16.5413.json,custom
41.128302,16.541419,osm_frank_sushi_club_41.1283_16.5414,FRANK Sushi Club,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/frank_sushi_club_41.1283_16.5414.json,custom
41.128303,16.541475,osm_braceria_fidelfo_41.1283_16.5415,Braceria Fidelfo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/braceria_fidelfo_41.1283_16.5415.json,custom
41.130925,16.544568,osm_33_giri_41.1309_16.5446,33 giri,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/33_giri_41.1309_16.5446.json,custom
41.133252,16.542980,osm_o__vesuvio_41.1333_16.5430,O' Vesuvio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/o_vesuvio_41.1333_16.5430.json,custom
41.131530,16.536761,ov_mistertoto_bet_and_bar_41.1315_16.5368,Mistertoto Bet and Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/mistertoto_bet_and_bar_41.1315_16.5368.json,custom
41.132075,16.538258,ov_cafe_maxim_41.1321_16.5383,Cafe Maxim,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/cafe_maxim_41.1321_16.5383.json,custom
41.132368,16.538756,ov_sottocoperta_bar_41.1324_16.5388,sottocoperta bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/sottocoperta_bar_41.1324_16.5388.json,custom
41.131990,16.544110,ov_ferramenta_gisondo_m_c_41.1320_16.5441,Ferramenta gisondo M C,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/ferramenta_gisondo_m_c_41.1320_16.5441.json,custom
41.131379,16.538691,ov_art_coffee_41.1314_16.5387,Art Coffee,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/art_coffee_41.1314_16.5387.json,custom
41.131273,16.540657,ov_prosit_cafe_41.1313_16.5407,Prosit Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/prosit_cafe_41.1313_16.5407.json,custom
41.130570,16.542431,ov_gc_italia_41.1306_16.5424,GC Italia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/gc_italia_41.1306_16.5424.json,custom
41.130360,16.544140,ov_piccolo_bar_41.1304_16.5441,Piccolo Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/piccolo_bar_41.1304_16.5441.json,custom
41.130419,16.545318,ov_histoire_41.1304_16.5453,Histoire,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/histoire_41.1304_16.5453.json,custom
41.130302,16.544961,ov_carpe_diem_41.1303_16.5450,Carpe Diem,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/carpe_diem_41.1303_16.5450.json,custom
41.130322,16.544311,ov_soleluna_cafe_41.1303_16.5443,Soleluna Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/soleluna_cafe_41.1303_16.5443.json,custom
41.130237,16.542918,ov_caffe_savoia_41.1302_16.5429,Caffe Savoia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/caffe_savoia_41.1302_16.5429.json,custom
41.130496,16.542729,ov_karma___lounge_bar___41.1305_16.5427,Karma - Lounge Bar -,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/karma_-_lounge_bar_-_41.1305_16.5427.json,custom
41.130384,16.541197,ov_botanico___arco_arboreo_41.1304_16.5412,Botanico - Arco Arboreo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/botanico_-_arco_arboreo_41.1304_16.5412.json,custom
41.130369,16.538649,ov_l_ancora_cafe_41.1304_16.5386,L'Ancora Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/lancora_cafe_41.1304_16.5386.json,custom
41.129619,16.537208,ov_zona75_2_0_41.1296_16.5372,Zona75 2.0,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/zona75_20_41.1296_16.5372.json,custom
41.129478,16.540259,ov_bibap_coffee_break_terlizzi_41.1295_16.5403,Bibap coffee break Terlizzi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/bibap_coffee_break_terlizzi_41.1295_16.5403.json,custom
41.129674,16.541582,ov_vintage_cafe_41.1297_16.5416,Vintage Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/vintage_cafe_41.1297_16.5416.json,custom
41.130129,16.540389,ov_fuori_posto_41.1301_16.5404,Fuori Posto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/fuori_posto_41.1301_16.5404.json,custom
41.129978,16.542702,ov_borgo_35_41.1300_16.5427,Borgo 35,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/borgo_35_41.1300_16.5427.json,custom
41.129110,16.542934,ov_sviniamo_41.1291_16.5429,Sviniamo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/sviniamo_41.1291_16.5429.json,custom
41.128935,16.540991,ov_banana_41.1289_16.5410,Banana,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/banana_41.1289_16.5410.json,custom
41.128829,16.541422,ov_marinelli_privilege_bar_41.1288_16.5414,Marinelli Privilege Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/basilicata/terlizzi/pages/marinelli_privilege_bar_41.1288_16.5414.json,custom
