# lat,lng,id,name,building_type,type,url,page_type
# Bagnacavallo -- Tutti
44.418539,11.975971,ov_chiesa_e_ex_convento_di_san_girolamo_44.4185_11.9760,Chiesa e Ex Convento di San Girolamo,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/chiesa_e_ex_convento_di_san_girolamo_44.4185_11.9760.json,custom
44.448284,12.054935,ov_osteria_da_dumand__44.4483_12.0549,Osteria Da Dumandò,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/osteria_da_dumand_44.4483_12.0549.json,custom
44.420032,11.991644,ov_agriturismo_sant_uberto_44.4200_11.9916,Agriturismo Sant'Uberto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/agriturismo_santuberto_44.4200_11.9916.json,custom
44.411313,11.999710,ov_ristorante_le_favole_44.4113_11.9997,Ristorante le Favole,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/ristorante_le_favole_44.4113_11.9997.json,custom
44.415161,11.985145,ov_la_slurperia_44.4152_11.9851,La SLurperia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/la_slurperia_44.4152_11.9851.json,custom
44.418307,11.974511,ov_palazzo_tesorieri_44.4183_11.9745,Palazzo Tesorieri,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/palazzo_tesorieri_44.4183_11.9745.json,custom
44.417391,11.976859,ov_raggio_di_sole_44.4174_11.9769,Raggio di Sole,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/raggio_di_sole_44.4174_11.9769.json,custom
44.416578,11.973347,ov_focacceria_jolly_44.4166_11.9733,Focacceria Jolly,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/focacceria_jolly_44.4166_11.9733.json,custom
44.415659,11.976904,ov_locanda_dell_arcangelo_44.4157_11.9769,Locanda dell'Arcangelo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/locanda_dellarcangelo_44.4157_11.9769.json,custom
44.415849,11.978121,ov_punto_pizza_express_44.4158_11.9781,Punto Pizza Express,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/punto_pizza_express_44.4158_11.9781.json,custom
44.414767,11.978037,ov_piazzanova_osteria_44.4148_11.9780,PiazzaNova Osteria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/piazzanova_osteria_44.4148_11.9780.json,custom
44.416710,11.979892,ov_osteria_malabocca_44.4167_11.9799,Osteria Malabocca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/osteria_malabocca_44.4167_11.9799.json,custom
44.416672,11.979946,ov_il_giardino_dei_semplici_44.4167_11.9799,Il Giardino dei Semplici,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/il_giardino_dei_semplici_44.4167_11.9799.json,custom
44.415970,11.980230,ov_ristorante_tiffany_kitchen_44.4160_11.9802,Ristorante Tiffany Kitchen,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/ristorante_tiffany_kitchen_44.4160_11.9802.json,custom
44.413581,11.982119,ov_ristorante_all_infinito_44.4136_11.9821,Ristorante all'Infinito,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/ristorante_allinfinito_44.4136_11.9821.json,custom
44.413802,11.984002,ov_nella_drive_44.4138_11.9840,Nella Drive,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/nella_drive_44.4138_11.9840.json,custom
44.414584,11.978248,ov_la_cantina_di_piazza_nuova_44.4146_11.9782,La Cantina Di Piazza Nuova,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/la_cantina_di_piazza_nuova_44.4146_11.9782.json,custom
44.414603,11.977669,ov_osteria_di_piazza_nuova_44.4146_11.9777,Osteria di Piazza Nuova,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/osteria_di_piazza_nuova_44.4146_11.9777.json,custom
44.414341,11.977361,ov_art_pizza_44.4143_11.9774,Art Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/art_pizza_44.4143_11.9774.json,custom
44.414184,11.975078,ov_la_coccinella_44.4142_11.9751,La Coccinella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/la_coccinella_44.4142_11.9751.json,custom
44.412530,11.986178,ov_effetto_piada_44.4125_11.9862,Effetto Piada,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/effetto_piada_44.4125_11.9862.json,custom
44.405500,11.994540,ov_alla_baita_del_lago____coven_lake_44.4055_11.9945,Alla Baita Del Lago  / Coven Lake,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/alla_baita_del_lago_coven_lake_44.4055_11.9945.json,custom
44.407522,11.977431,ov_casa_conti_guidi_44.4075_11.9774,Casa Conti Guidi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/casa_conti_guidi_44.4075_11.9774.json,custom
44.409725,11.995838,ov_maison_barcelona_l_aperitivo_44.4097_11.9958,Maison Barcelona L'aperitivo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/maison_barcelona_laperitivo_44.4097_11.9958.json,custom
44.380242,11.989526,ov_circolo_unione_boncellino_44.3802_11.9895,Circolo Unione Boncellino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/circolo_unione_boncellino_44.3802_11.9895.json,custom
44.387000,11.988618,ov_agriturismo_la_rondine_44.3870_11.9886,Agriturismo La Rondine,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/agriturismo_la_rondine_44.3870_11.9886.json,custom
44.388782,11.988652,ov_agriturismo_palazzo_baldini_44.3888_11.9887,Agriturismo Palazzo Baldini,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/agriturismo_palazzo_baldini_44.3888_11.9887.json,custom
44.492189,12.043687,ov_filippi_conserve_srl_44.4922_12.0437,Filippi Conserve SRL,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/filippi_conserve_srl_44.4922_12.0437.json,custom
44.405291,12.006894,osm_i_matti_anni_30_44.4053_12.0069,I Matti Anni 30,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/i_matti_anni_30_44.4053_12.0069.json,custom
44.412621,11.913864,ov_bar_nella_44.4126_11.9139,Bar Nella,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/bar_nella_44.4126_11.9139.json,custom
44.411722,11.971766,ov_am__caf__44.4117_11.9718,Amà Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/am_caf_44.4117_11.9718.json,custom
44.416529,11.967251,ov_bar_la_voglia_matta_44.4165_11.9673,Bar La Voglia MATTA,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/bar_la_voglia_matta_44.4165_11.9673.json,custom
44.420388,11.972118,ov_bar_pieve_44.4204_11.9721,Bar Pieve,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/bar_pieve_44.4204_11.9721.json,custom
44.421500,11.971170,ov_circolo_polisportiva_maiano_monti_44.4215_11.9712,Circolo Polisportiva Maiano Monti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/circolo_polisportiva_maiano_monti_44.4215_11.9712.json,custom
44.463029,11.970209,ov_cafe_layla_44.4630_11.9702,Cafe Layla,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/cafe_layla_44.4630_11.9702.json,custom
44.454712,12.015323,ov_bar_al_ponte_44.4547_12.0153,Bar Al Ponte,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/bar_al_ponte_44.4547_12.0153.json,custom
44.470264,12.002331,ov_beerserk___microbirrificio_agricolo_44.4703_12.0023,Beerserk - Microbirrificio Agricolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/beerserk_-_microbirrificio_agricolo_44.4703_12.0023.json,custom
44.448943,12.054067,ov_bar_casa_del_popolo_44.4489_12.0541,Bar Casa del Popolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/bar_casa_del_popolo_44.4489_12.0541.json,custom
44.448755,12.055494,ov_bbzo_caf__44.4488_12.0555,BBZO Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/bbzo_caf_44.4488_12.0555.json,custom
44.417820,11.975590,ov_alcortilebagnacavallo_44.4178_11.9756,Alcortilebagnacavallo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/alcortilebagnacavallo_44.4178_11.9756.json,custom
44.417360,11.976940,ov_circolo_endas_bagnacavallo_44.4174_11.9769,Circolo Endas Bagnacavallo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/circolo_endas_bagnacavallo_44.4174_11.9769.json,custom
44.416315,11.977695,ov_caff__del_teatro_44.4163_11.9777,Caffè Del Teatro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/caff_del_teatro_44.4163_11.9777.json,custom
44.414994,11.974635,ov_caff__della_galleria_bagnacavallo_44.4150_11.9746,Caffè della Galleria Bagnacavallo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/caff_della_galleria_bagnacavallo_44.4150_11.9746.json,custom
44.415441,11.976258,ov_bar_il_grillo_44.4154_11.9763,Bar Il Grillo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/bar_il_grillo_44.4154_11.9763.json,custom
44.415909,11.977245,ov_chiribilli_44.4159_11.9772,Chiribilli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/chiribilli_44.4159_11.9772.json,custom
44.415430,11.979704,ov_la_bomboniera_bagnacavallo_44.4154_11.9797,La Bomboniera Bagnacavallo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/la_bomboniera_bagnacavallo_44.4154_11.9797.json,custom
44.414118,11.973394,ov_roxy_bar_bagnacavallo_44.4141_11.9734,Roxy Bar Bagnacavallo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/roxy_bar_bagnacavallo_44.4141_11.9734.json,custom
44.412403,11.986296,ov_bar_nella_e_luis_44.4124_11.9863,Bar Nella e Luis,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/bar_nella_e_luis_44.4124_11.9863.json,custom
44.480591,11.948332,ov_tikitaka_bar_sport_caffe_44.4806_11.9483,TikiTaka Bar Sport Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/tikitaka_bar_sport_caffe_44.4806_11.9483.json,custom
44.484131,12.024867,ov_mataluna_44.4841_12.0249,Mataluna,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/mataluna_44.4841_12.0249.json,custom
44.457859,12.069359,ov_cantina_montanari_44.4579_12.0694,cantina.Montanari,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/cantinamontanari_44.4579_12.0694.json,custom
44.471757,12.079607,ov_bar_reale_44.4718_12.0796,Bar Reale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/bar_reale_44.4718_12.0796.json,custom
44.463033,11.970283,ov_bikers_del_senio_44.4630_11.9703,Bikers del Senio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/bikers_del_senio_44.4630_11.9703.json,custom
44.466340,11.996510,ov_arya_yoga_ravenna_44.4663_11.9965,Arya Yoga Ravenna,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/arya_yoga_ravenna_44.4663_11.9965.json,custom
44.448820,12.050345,ov_tennis_club_villanova_spartaco_belletti_44.4488_12.0503,Tennis Club Villanova Spartaco Belletti,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/tennis_club_villanova_spartaco_belletti_44.4488_12.0503.json,custom
44.411952,12.000757,ov_teatro_del_biliardo_ca_del_vento_44.4120_12.0008,Teatro del Biliardo Ca Del Vento,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/teatro_del_biliardo_ca_del_vento_44.4120_12.0008.json,custom
44.410180,11.998860,ov_beat_ballet_a_s_d__44.4102_11.9989,Beat Ballet a.s.d.,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/beat_ballet_asd_44.4102_11.9989.json,custom
44.410169,11.998893,ov_golden_gym_bagnacavallo_44.4102_11.9989,Golden Gym Bagnacavallo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/golden_gym_bagnacavallo_44.4102_11.9989.json,custom
44.449490,12.049431,ov_ecomuseum_palustri_herbs_44.4495_12.0494,Ecomuseum Palustri Herbs,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/ecomuseum_palustri_herbs_44.4495_12.0494.json,custom
44.418764,11.975299,ov_museo_civico_delle_cappuccine_44.4188_11.9753,Museo Civico delle Cappuccine,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/museo_civico_delle_cappuccine_44.4188_11.9753.json,custom
44.473149,12.077149,ov_villa_savoia_glorie_di_bagnocavallo_ra_44.4731_12.0771,"Villa Savoia,Glorie Di Bagnocavallo,Ra",MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/villa_savoiaglorie_di_bagnocavallora_44.4731_12.0771.json,custom
44.418644,11.975424,ov_biblioteca_comunale_g__taroni_44.4186_11.9754,Biblioteca Comunale G. Taroni,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/biblioteca_comunale_g_taroni_44.4186_11.9754.json,custom
44.418390,11.975273,osm_biblioteca_comunale_giuseppe_taroni_44.4184_11.9753,Biblioteca comunale Giuseppe Taroni,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/bagnacavallo/pages/biblioteca_comunale_giuseppe_taroni_44.4184_11.9753.json,custom
