# lat,lng,id,name,building_type,type,url,page_type
# Massarosa -- Tutti
43.899182,10.317702,ov_la_gora_stiava_43.8992_10.3177,La Gora Stiava,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/la_gora_stiava_43.8992_10.3177.json,custom
43.869605,10.342328,ov_pizzeria_cenami_43.8696_10.3423,Pizzeria Cenami,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/pizzeria_cenami_43.8696_10.3423.json,custom
43.870495,10.362387,ov_calafuria_livorno_43.8705_10.3624,Calafuria Livorno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/calafuria_livorno_43.8705_10.3624.json,custom
43.868310,10.341604,ov_ali_baba_doner_kebab_43.8683_10.3416,Ali baba doner kebab,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/ali_baba_doner_kebab_43.8683_10.3416.json,custom
43.867572,10.340350,ov_quinto_vizio_capitale_43.8676_10.3403,Quinto Vizio Capitale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/quinto_vizio_capitale_43.8676_10.3403.json,custom
43.867712,10.341039,ov_pizza_in_piazza_43.8677_10.3410,Pizza in Piazza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/pizza_in_piazza_43.8677_10.3410.json,custom
43.875244,10.284623,ov_kambusa_43.8752_10.2846,Kambusa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/kambusa_43.8752_10.2846.json,custom
43.873910,10.283170,ov_sakai_sushi_restaurant_43.8739_10.2832,Sakai Sushi Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/sakai_sushi_restaurant_43.8739_10.2832.json,custom
43.877118,10.288004,ov_frigo_viareggio_43.8771_10.2880,Frigo Viareggio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/frigo_viareggio_43.8771_10.2880.json,custom
43.877198,10.288867,ov_sushigo_43.8772_10.2889,Sushigo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/sushigo_43.8772_10.2889.json,custom
43.883332,10.314207,ov_la_tavernetta_del_piano_43.8833_10.3142,La Tavernetta Del Piano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/la_tavernetta_del_piano_43.8833_10.3142.json,custom
43.884065,10.298672,ov_il_borgo_antica_locanda_43.8841_10.2987,Il Borgo Antica Locanda,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/il_borgo_antica_locanda_43.8841_10.2987.json,custom
43.883010,10.297720,ov_ponte_della_regina_2_0_43.8830_10.2977,Ponte Della Regina 2.0,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/ponte_della_regina_20_43.8830_10.2977.json,custom
43.881692,10.317233,ov_ristorante_la_corteccia_43.8817_10.3172,Ristorante La Corteccia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/ristorante_la_corteccia_43.8817_10.3172.json,custom
43.881561,10.318310,ov_la_bilancia_43.8816_10.3183,La Bilancia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/la_bilancia_43.8816_10.3183.json,custom
43.880865,10.287036,ov_villa_tarabuso_43.8809_10.2870,Villa Tarabuso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/villa_tarabuso_43.8809_10.2870.json,custom
43.881819,10.328889,ov_agristorante_la_ficaia_43.8818_10.3289,Agristorante La Ficaia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/agristorante_la_ficaia_43.8818_10.3289.json,custom
43.894401,10.305645,ov_giusto_di_sale___piano_di_conca_43.8944_10.3056,Giusto Di Sale - Piano di Conca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/giusto_di_sale_-_piano_di_conca_43.8944_10.3056.json,custom
43.892419,10.291888,ov_ristorante_da_ferro_43.8924_10.2919,Ristorante Da Ferro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/ristorante_da_ferro_43.8924_10.2919.json,custom
43.891413,10.297820,ov_c___pizza_per_te_2_0_43.8914_10.2978,C'è pizza per te 2.0,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/c_pizza_per_te_20_43.8914_10.2978.json,custom
43.891270,10.308690,ov_bar_da_macedo_43.8913_10.3087,Bar da Macedo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_da_macedo_43.8913_10.3087.json,custom
43.897162,10.318884,ov_pizzeria_da_macedo_43.8972_10.3189,Pizzeria da Macedo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/pizzeria_da_macedo_43.8972_10.3189.json,custom
43.897560,10.319444,ov_pizzeria_scacco_matto_43.8976_10.3194,Pizzeria Scacco Matto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/pizzeria_scacco_matto_43.8976_10.3194.json,custom
43.907625,10.275651,ov_ristorante_pizzeria_da_renzo_43.9076_10.2757,Ristorante Pizzeria Da Renzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/ristorante_pizzeria_da_renzo_43.9076_10.2757.json,custom
43.910780,10.273078,ov_pescheria_la_paranza_43.9108_10.2731,Pescheria la Paranza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/pescheria_la_paranza_43.9108_10.2731.json,custom
43.910855,10.272833,ov_bar_ristorante_coluccini_43.9109_10.2728,Bar Ristorante Coluccini,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_ristorante_coluccini_43.9109_10.2728.json,custom
43.910133,10.302784,ov_ristorante_rina_43.9101_10.3028,Ristorante Rina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/ristorante_rina_43.9101_10.3028.json,custom
43.897999,10.359048,ov_la_piazzetta_43.8980_10.3590,La Piazzetta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/la_piazzetta_43.8980_10.3590.json,custom
43.894815,10.339498,ov_il_pitoro_43.8948_10.3395,Il Pitoro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/il_pitoro_43.8948_10.3395.json,custom
43.913657,10.272279,ov_piccolo_viell_43.9137_10.2723,Piccolo Viell,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/piccolo_viell_43.9137_10.2723.json,custom
43.830879,10.361386,ov_asd_calcetto_massaciuccoli_43.8309_10.3614,Asd Calcetto Massaciuccoli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/asd_calcetto_massaciuccoli_43.8309_10.3614.json,custom
43.853489,10.363185,ov_bar_centrale_quiesa_43.8535_10.3632,Bar Centrale Quiesa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_centrale_quiesa_43.8535_10.3632.json,custom
43.858642,10.347717,ov_moon_river_pub_43.8586_10.3477,Moon River Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/moon_river_pub_43.8586_10.3477.json,custom
43.859222,10.347140,ov_bar_tabacchi_bianchi_loris_43.8592_10.3471,Bar Tabacchi Bianchi Loris,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_tabacchi_bianchi_loris_43.8592_10.3471.json,custom
43.873912,10.330135,ov_caff__argentona_43.8739_10.3301,Caffè Argentona,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/caff_argentona_43.8739_10.3301.json,custom
43.872828,10.336636,ov_bar_app_al_ponte_di_baino_43.8728_10.3366,Bar App Al Ponte di Baino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_app_al_ponte_di_baino_43.8728_10.3366.json,custom
43.872987,10.336526,ov_pausa_caffe_massarosa_43.8730_10.3365,Pausa Caffe Massarosa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/pausa_caffe_massarosa_43.8730_10.3365.json,custom
43.872018,10.341257,ov_antico_caffe_di_massarosa_43.8720_10.3413,Antico Caffe di Massarosa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/antico_caffe_di_massarosa_43.8720_10.3413.json,custom
43.864042,10.359111,ov_la_pennichella_43.8640_10.3591,La Pennichella,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/la_pennichella_43.8640_10.3591.json,custom
43.868437,10.341602,ov_tiffany_caffe_43.8684_10.3416,Tiffany Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/tiffany_caffe_43.8684_10.3416.json,custom
43.867762,10.339656,ov_ginger_s_bar_43.8678_10.3397,Ginger's Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/gingers_bar_43.8678_10.3397.json,custom
43.875356,10.284735,ov_bar_pasticceria_puccinelli_43.8754_10.2847,Bar Pasticceria Puccinelli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_pasticceria_puccinelli_43.8754_10.2847.json,custom
43.884009,10.298008,ov_bar_la_gulfa_43.8840_10.2980,Bar La Gulfa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_la_gulfa_43.8840_10.2980.json,custom
43.883207,10.297506,ov_bar_montramito_43.8832_10.2975,Bar Montramito,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_montramito_43.8832_10.2975.json,custom
43.878056,10.326899,ov_chiara_43.8781_10.3269,Chiara,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/chiara_43.8781_10.3269.json,custom
43.883780,10.336270,ov_bar_giusti_by_chanel_b_43.8838_10.3363,Bar Giusti by Chanel.B,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_giusti_by_chanelb_43.8838_10.3363.json,custom
43.894524,10.339188,ov_bar_giusti_by_chanel_b__43.8945_10.3392,Bar Giusti By Chanel B.,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_giusti_by_chanel_b_43.8945_10.3392.json,custom
43.893206,10.294769,ov_bar_centro_43.8932_10.2948,Bar Centro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_centro_43.8932_10.2948.json,custom
43.890161,10.297106,ov_bar_zoe_43.8902_10.2971,Bar Zoe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_zoe_43.8902_10.2971.json,custom
43.888155,10.295739,ov_bar_ferro_43.8882_10.2957,Bar Ferro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_ferro_43.8882_10.2957.json,custom
43.895101,10.317697,ov_cremeria_grelia_43.8951_10.3177,Cremeria Grelia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/cremeria_grelia_43.8951_10.3177.json,custom
43.907702,10.275664,ov_bar_da_renzo_43.9077_10.2757,Bar Da Renzo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_da_renzo_43.9077_10.2757.json,custom
43.910111,10.304853,ov_circolo_il_baretto_43.9101_10.3049,Circolo il Baretto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/circolo_il_baretto_43.9101_10.3049.json,custom
43.908825,10.295405,ov_bar_da_prato_43.9088_10.2954,Bar Da Prato,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/bar_da_prato_43.9088_10.2954.json,custom
43.875293,10.284774,osm_pasticceria_puccinelli_43.8753_10.2848,Pasticceria Puccinelli,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/pasticceria_puccinelli_43.8753_10.2848.json,custom
43.821758,10.370263,ov_asd_lancelot_43.8218_10.3703,asd Lancelot,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/asd_lancelot_43.8218_10.3703.json,custom
43.851997,10.260627,ov_centro_ippico_val_di_vara_43.8520_10.2606,Centro Ippico Val Di Vara,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/centro_ippico_val_di_vara_43.8520_10.2606.json,custom
43.858216,10.349043,ov_futuristica_wellness_planet_43.8582_10.3490,Futuristica Wellness Planet,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/futuristica_wellness_planet_43.8582_10.3490.json,custom
43.870230,10.339659,ov_crossodromo_il_pioppogatto_43.8702_10.3397,Crossodromo il Pioppogatto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/crossodromo_il_pioppogatto_43.8702_10.3397.json,custom
43.865175,10.357909,ov_asd_studio_danza_bozzano_43.8652_10.3579,Asd Studio Danza Bozzano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/asd_studio_danza_bozzano_43.8652_10.3579.json,custom
43.867461,10.339573,ov_vegasub_asd_43.8675_10.3396,Vegasub Asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/vegasub_asd_43.8675_10.3396.json,custom
43.882373,10.285133,ov_wake_park_versilia_43.8824_10.2851,Wake Park Versilia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/wake_park_versilia_43.8824_10.2851.json,custom
43.885236,10.274638,ov_centro_ippico_versilia_43.8852_10.2746,Centro Ippico Versilia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/centro_ippico_versilia_43.8852_10.2746.json,custom
43.881017,10.313280,ov_soy_guajiro_asd_43.8810_10.3133,Soy Guajiro Asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/soy_guajiro_asd_43.8810_10.3133.json,custom
43.877969,10.290505,ov_fitness_health_and_fitness_43.8780_10.2905,Fitness Health and Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/fitness_health_and_fitness_43.8780_10.2905.json,custom
43.879180,10.312730,ov_butterfly_asd_43.8792_10.3127,Butterfly ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/butterfly_asd_43.8792_10.3127.json,custom
43.895728,10.262432,ov_debha_team_43.8957_10.2624,DEBHA team,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/debha_team_43.8957_10.2624.json,custom
43.896419,10.316353,ov_palestra_gym_planet_43.8964_10.3164,Palestra Gym Planet,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/palestra_gym_planet_43.8964_10.3164.json,custom
43.836334,10.360335,ov_museo_massaciuccoli_43.8363_10.3603,Museo Massaciuccoli,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/museo_massaciuccoli_43.8363_10.3603.json,custom
43.853704,10.365602,osm_biblioteca_della_fondazione_silvestro_ma_43.8537_10.3656,Biblioteca della Fondazione Silvestro Marcucci,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/massarosa/pages/biblioteca_della_fondazione_silvestro_ma_43.8537_10.3656.json,custom
