# lat,lng,id,name,building_type,type,url,page_type
# Tropea -- Tutti
38.676120,15.896728,ov_ecografia_vallone_38.6761_15.8967,Ecografia Vallone,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ecografia_vallone_38.6761_15.8967.json,custom
38.677776,15.895796,ov_salutami_a_sorita_38.6778_15.8958,Salutami a Sorita,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/salutami_a_sorita_38.6778_15.8958.json,custom
38.677704,15.895861,ov_trattoria_fontana_antico_borgo_38.6777_15.8959,Trattoria Fontana Antico Borgo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/trattoria_fontana_antico_borgo_38.6777_15.8959.json,custom
38.677017,15.893899,ov_terrazza_48_38.6770_15.8939,Terrazza 48,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/terrazza_48_38.6770_15.8939.json,custom
38.677338,15.896076,ov_trattoria_moderna_borgo_marino_38.6773_15.8961,Trattoria moderna Borgo Marino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/trattoria_moderna_borgo_marino_38.6773_15.8961.json,custom
38.677304,15.896199,ov_la_forgia_38.6773_15.8962,La Forgia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/la_forgia_38.6773_15.8962.json,custom
38.677310,15.896467,ov_la_tavernetta_del_borgo_38.6773_15.8965,La Tavernetta del Borgo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/la_tavernetta_del_borgo_38.6773_15.8965.json,custom
38.677223,15.896778,ov_go_duja___il_piacere_di_gustare_la__nduj_38.6772_15.8968,Go'duja - Il piacere di gustare la 'nduja,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/goduja_-_il_piacere_di_gustare_la_nduja_38.6772_15.8968.json,custom
38.677083,15.896609,ov_ristorante_scacco_matto_38.6771_15.8966,Ristorante Scacco Matto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_scacco_matto_38.6771_15.8966.json,custom
38.677212,15.897874,ov_le_mura_38.6772_15.8979,Le Mura,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/le_mura_38.6772_15.8979.json,custom
38.677413,15.897375,ov_hot_spicy_tropea_38.6774_15.8974,Hot&Spicy Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/hotspicy_tropea_38.6774_15.8974.json,custom
38.677236,15.897202,ov_ristorante_pizzeria_porta_nova_38.6772_15.8972,Ristorante Pizzeria Porta Nova,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_pizzeria_porta_nova_38.6772_15.8972.json,custom
38.677489,15.897597,ov_ristorante_elios_tropea_38.6775_15.8976,Ristorante Elios Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_elios_tropea_38.6775_15.8976.json,custom
38.677919,15.897904,ov_ristorante_la_lamia_38.6779_15.8979,Ristorante La Lamia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_la_lamia_38.6779_15.8979.json,custom
38.677807,15.897716,ov_albin_s_38.6778_15.8977,Albin's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/albins_38.6778_15.8977.json,custom
38.677793,15.896831,ov_taverna_antica_grotta_38.6778_15.8968,Taverna Antica Grotta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/taverna_antica_grotta_38.6778_15.8968.json,custom
38.677870,15.896400,ov_crazy_mood_38.6779_15.8964,Crazy Mood,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/crazy_mood_38.6779_15.8964.json,custom
38.677949,15.896291,ov_ristorante_porta_vaticana_38.6779_15.8963,Ristorante Porta Vaticana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_porta_vaticana_38.6779_15.8963.json,custom
38.678032,15.896962,ov_trattoria_pizzeria_l_arca_38.6780_15.8970,Trattoria Pizzeria L'Arca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/trattoria_pizzeria_larca_38.6780_15.8970.json,custom
38.678264,15.896501,ov_vecchio_forno_38.6783_15.8965,Vecchio Forno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/vecchio_forno_38.6783_15.8965.json,custom
38.678230,15.896502,ov_la_dispensa_by_boca_38.6782_15.8965,La dispensa by boca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/la_dispensa_by_boca_38.6782_15.8965.json,custom
38.678358,15.896895,ov_il_marchese_38.6784_15.8969,Il Marchese,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/il_marchese_38.6784_15.8969.json,custom
38.678253,15.896240,ov_il_ritrovo_dei_marinai_38.6783_15.8962,Il Ritrovo Dei Marinai,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/il_ritrovo_dei_marinai_38.6783_15.8962.json,custom
38.678520,15.896410,ov_ristorante_la_villetta_tropea_38.6785_15.8964,Ristorante La Villetta Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_la_villetta_tropea_38.6785_15.8964.json,custom
38.678591,15.896069,ov_vicolo_34_restaurant_38.6786_15.8961,Vicolo 34 Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/vicolo_34_restaurant_38.6786_15.8961.json,custom
38.678649,15.896649,ov_vecchio_granaio_tropea_38.6786_15.8966,Vecchio Granaio Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/vecchio_granaio_tropea_38.6786_15.8966.json,custom
38.678412,15.896508,ov_pizza_roma_38.6784_15.8965,Pizza Roma,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/pizza_roma_38.6784_15.8965.json,custom
38.678812,15.897028,ov_perla_nera_38.6788_15.8970,Perla nera,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/perla_nera_38.6788_15.8970.json,custom
38.678872,15.897492,ov_that_s_amore_38.6789_15.8975,That's Amore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/thats_amore_38.6789_15.8975.json,custom
38.678749,15.897438,ov_pizzeria_la_napoli_38.6787_15.8974,Pizzeria La Napoli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/pizzeria_la_napoli_38.6787_15.8974.json,custom
38.678592,15.897676,ov_ristorante_tropea_vecchia_38.6786_15.8977,Ristorante Tropea Vecchia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_tropea_vecchia_38.6786_15.8977.json,custom
38.678506,15.897733,ov_pizzeria_da_titino_38.6785_15.8977,Pizzeria Da Titino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/pizzeria_da_titino_38.6785_15.8977.json,custom
38.678388,15.898015,ov_rem_tropea_vecchia_38.6784_15.8980,REM Tropea Vecchia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/rem_tropea_vecchia_38.6784_15.8980.json,custom
38.678363,15.896975,ov_ristorante_anticapescheria_38.6784_15.8970,Ristorante AnticaPescheria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_anticapescheria_38.6784_15.8970.json,custom
38.678208,15.897427,ov_dal_barone_food__drink_tropea_38.6782_15.8974,Dal Barone Food& Drink Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/dal_barone_food_drink_tropea_38.6782_15.8974.json,custom
38.678064,15.897046,ov_cinque_sensi_ristorante_gourmet_38.6781_15.8970,Cinque Sensi Ristorante Gourmet,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/cinque_sensi_ristorante_gourmet_38.6781_15.8970.json,custom
38.677972,15.897379,ov_tre_fontane_ristorante_38.6780_15.8974,Tre Fontane Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/tre_fontane_ristorante_38.6780_15.8974.json,custom
38.678109,15.898957,ov_don_rocco_38.6781_15.8990,Don Rocco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/don_rocco_38.6781_15.8990.json,custom
38.678099,15.898805,ov_agor__ristorante_pizzeria_38.6781_15.8988,Agorà Ristorante Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/agor_ristorante_pizzeria_38.6781_15.8988.json,custom
38.678214,15.899087,ov_osteria_antico_androne_38.6782_15.8991,Osteria Antico Androne,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/osteria_antico_androne_38.6782_15.8991.json,custom
38.678187,15.898469,ov_bottega_calabra___bo_ca__38.6782_15.8985,Bottega Calabra - BO.CA.,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/bottega_calabra_-_boca_38.6782_15.8985.json,custom
38.678247,15.898383,ov_trattoria_tropeana_38.6782_15.8984,Trattoria Tropeana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/trattoria_tropeana_38.6782_15.8984.json,custom
38.678281,15.898251,ov_osteria_del_pescatore_38.6783_15.8983,Osteria Del Pescatore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/osteria_del_pescatore_38.6783_15.8983.json,custom
38.678265,15.898276,ov_la_boheme_38.6783_15.8983,La Boheme,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/la_boheme_38.6783_15.8983.json,custom
38.678598,15.898458,ov_ristorante_l_antica_rimessa_38.6786_15.8985,Ristorante L'Antica Rimessa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_lantica_rimessa_38.6786_15.8985.json,custom
38.678543,15.898703,ov_pinturicchio_38.6785_15.8987,Pinturicchio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/pinturicchio_38.6785_15.8987.json,custom
38.678452,15.898690,ov_antico_borgo_38.6785_15.8987,Antico Borgo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/antico_borgo_38.6785_15.8987.json,custom
38.678434,15.899120,ov_il_convivio_38.6784_15.8991,Il Convivio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/il_convivio_38.6784_15.8991.json,custom
38.678639,15.899380,ov_incipit_38.6786_15.8994,Incipit,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/incipit_38.6786_15.8994.json,custom
38.678639,15.899295,ov_alice_restaurant_38.6786_15.8993,Alice Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/alice_restaurant_38.6786_15.8993.json,custom
38.678717,15.899600,ov_sublime_38.6787_15.8996,Sublime,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/sublime_38.6787_15.8996.json,custom
38.678035,15.899257,ov_il_normanno_38.6780_15.8993,Il Normanno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/il_normanno_38.6780_15.8993.json,custom
38.676514,15.898352,ov_ristorante_da_nico_e_lilly_38.6765_15.8984,Ristorante da Nico e Lilly,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_da_nico_e_lilly_38.6765_15.8984.json,custom
38.676709,15.897252,ov_al_papero_d_oro_38.6767_15.8973,Al Papero d'Oro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/al_papero_doro_38.6767_15.8973.json,custom
38.676552,15.897355,ov_ristorante_made_in_sud_tropea_38.6766_15.8974,Ristorante Made in Sud Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_made_in_sud_tropea_38.6766_15.8974.json,custom
38.676484,15.897029,ov_tomate_38.6765_15.8970,Tomate,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/tomate_38.6765_15.8970.json,custom
38.676874,15.897295,ov_rusti___co_38.6769_15.8973,Rusti & Co,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/rusti_co_38.6769_15.8973.json,custom
38.676945,15.897298,ov_hostaria_italiana_38.6769_15.8973,Hostaria italiana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/hostaria_italiana_38.6769_15.8973.json,custom
38.676930,15.897022,ov_central_restaurant_pizzeria_38.6769_15.8970,Central Restaurant Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/central_restaurant_pizzeria_38.6769_15.8970.json,custom
38.676890,15.896777,ov_casa_romano_tropea_38.6769_15.8968,Casa Romano Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/casa_romano_tropea_38.6769_15.8968.json,custom
38.676828,15.896683,ov_modus_italico_38.6768_15.8967,Modus Italico,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/modus_italico_38.6768_15.8967.json,custom
38.676441,15.896876,ov_doa_38.6764_15.8969,DOA,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/doa_38.6764_15.8969.json,custom
38.676324,15.896752,ov_little_italy_38.6763_15.8968,Little Italy,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/little_italy_38.6763_15.8968.json,custom
38.676250,15.896125,ov_quei_bravi_ragazzi_38.6762_15.8961,Quei Bravi Ragazzi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/quei_bravi_ragazzi_38.6762_15.8961.json,custom
38.676434,15.897249,ov_paninoteca_lomale_38.6764_15.8972,Paninoteca Lomale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/paninoteca_lomale_38.6764_15.8972.json,custom
38.675220,15.897984,ov_ristopescheria_gastronomia_del_pesce_ang_38.6752_15.8980,Ristopescheria Gastronomia del Pesce Angelo Del Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristopescheria_gastronomia_del_pesce_ang_38.6752_15.8980.json,custom
38.675304,15.898554,ov_postale_tropea_38.6753_15.8986,PostAle Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/postale_tropea_38.6753_15.8986.json,custom
38.674989,15.896368,ov_tutto_tropea_di_francesco_russo_38.6750_15.8964,TUTTO tropea di Francesco RUSSO,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/tutto_tropea_di_francesco_russo_38.6750_15.8964.json,custom
38.674610,15.894320,ov_pane_amore_e_fantasia_a_tropea_38.6746_15.8943,Pane amore e fantasia a Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/pane_amore_e_fantasia_a_tropea_38.6746_15.8943.json,custom
38.674787,15.892382,ov_waku_waku_omakase_38.6748_15.8924,Waku Waku Omakase,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/waku_waku_omakase_38.6748_15.8924.json,custom
38.675565,15.903263,ov_ristorante_giardino_d_inverno_38.6756_15.9033,Ristorante Giardino D'Inverno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_giardino_dinverno_38.6756_15.9033.json,custom
38.677096,15.906443,ov_de_minimi_restaurant_38.6771_15.9064,De Minimi Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/de_minimi_restaurant_38.6771_15.9064.json,custom
38.679517,15.894693,ov_lido_azzurro_38.6795_15.8947,Lido azzurro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/lido_azzurro_38.6795_15.8947.json,custom
38.679037,15.895147,ov_mare_grande_38.6790_15.8951,Mare Grande,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/mare_grande_38.6790_15.8951.json,custom
38.679699,15.895136,ov_lido_isola_bella_tropea_38.6797_15.8951,Lido Isola Bella Tropea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/lido_isola_bella_tropea_38.6797_15.8951.json,custom
38.679250,15.897204,ov_nino_e_marcella_ristorantino_38.6792_15.8972,Nino e Marcella Ristorantino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/nino_e_marcella_ristorantino_38.6792_15.8972.json,custom
38.679293,15.897266,ov_alkarem_tropea___pizzeria_e_lounge_bar_38.6793_15.8973,Alkarem Tropea - Pizzeria e Lounge bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/alkarem_tropea_-_pizzeria_e_lounge_bar_38.6793_15.8973.json,custom
38.679469,15.897229,ov_pimm_s_38.6795_15.8972,Pimm's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/pimms_38.6795_15.8972.json,custom
38.679510,15.897484,ov_deodato_lounge_bistrot_38.6795_15.8975,Deodato Lounge Bistrot,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/deodato_lounge_bistrot_38.6795_15.8975.json,custom
38.679317,15.897448,ov_ristorante_pizzeria_al_cantro_storico_38.6793_15.8974,Ristorante Pizzeria Al Cantro Storico,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ristorante_pizzeria_al_cantro_storico_38.6793_15.8974.json,custom
38.679163,15.897676,ov_la_pentola_d_oro_38.6792_15.8977,La Pentola d'Oro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/la_pentola_doro_38.6792_15.8977.json,custom
38.678950,15.898082,ov_la_conchiglia_da_patea_38.6789_15.8981,La Conchiglia da Patea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/la_conchiglia_da_patea_38.6789_15.8981.json,custom
38.679269,15.898363,ov_carpe_diem_38.6793_15.8984,Carpe Diem,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/carpe_diem_38.6793_15.8984.json,custom
38.678890,15.898247,ov_marasusa_bistrot_di_mare_38.6789_15.8982,Marasusa Bistrot di mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/marasusa_bistrot_di_mare_38.6789_15.8982.json,custom
38.678971,15.898735,ov_ambrosia_38.6790_15.8987,Ambrosia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/ambrosia_38.6790_15.8987.json,custom
38.679896,15.899960,ov_lido_blanca_beach_38.6799_15.9000,Lido Blanca Beach,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/calabria/tropea/pages/lido_blanca_beach_38.6799_15.9000.json,custom
