# lat,lng,id,name,building_type,type,url,page_type
# Quinto di Treviso -- Tutti
45.638211,12.166118,ov_poliambulatorio_minerva_medica_45.6382_12.1661,Poliambulatorio Minerva Medica,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/poliambulatorio_minerva_medica_45.6382_12.1661.json,custom
45.638330,12.163446,ov_pizzeria_da_luca_quinto_di_treviso_45.6383_12.1634,Pizzeria da Luca Quinto di Treviso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/pizzeria_da_luca_quinto_di_treviso_45.6383_12.1634.json,custom
45.638706,12.135957,ov_agriturismo_al_sile_45.6387_12.1360,Agriturismo Al Sile,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/agriturismo_al_sile_45.6387_12.1360.json,custom
45.638511,12.134974,ov_pizzeria_da_michele_45.6385_12.1350,Pizzeria da Michele,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/pizzeria_da_michele_45.6385_12.1350.json,custom
45.642806,12.134975,ov_pizzeria_santa_cristina_45.6428_12.1350,Pizzeria Santa Cristina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/pizzeria_santa_cristina_45.6428_12.1350.json,custom
45.643940,12.152610,ov_fregoe_esperienze_genuine_45.6439_12.1526,Fregoe esperienze genuine,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/fregoe_esperienze_genuine_45.6439_12.1526.json,custom
45.645655,12.165555,ov_antica_osteria_righetto_45.6457_12.1656,Antica Osteria Righetto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/antica_osteria_righetto_45.6457_12.1656.json,custom
45.645202,12.168131,ov_pizzalonga_away_quinto_di_treviso_45.6452_12.1681,Pizzalonga Away Quinto di Treviso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/pizzalonga_away_quinto_di_treviso_45.6452_12.1681.json,custom
45.645623,12.164474,ov_pizzeria_la_bufala_45.6456_12.1645,Pizzeria La Bufala,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/pizzeria_la_bufala_45.6456_12.1645.json,custom
45.644295,12.161919,ov_la_rosta_45.6443_12.1619,La Rosta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/la_rosta_45.6443_12.1619.json,custom
45.643701,12.164705,ov_cucina_la_isa_45.6437_12.1647,Cucina La Isa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/cucina_la_isa_45.6437_12.1647.json,custom
45.643511,12.153061,ov_syle_osteria_in_riva_45.6435_12.1531,SYLE osteria in riva,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/syle_osteria_in_riva_45.6435_12.1531.json,custom
45.639646,12.167689,ov_trattoria_al_cavallino_45.6396_12.1677,Trattoria al Cavallino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/trattoria_al_cavallino_45.6396_12.1677.json,custom
45.646687,12.171649,ov_il_gambero_45.6467_12.1716,Il Gambero,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/il_gambero_45.6467_12.1716.json,custom
45.638330,12.163519,osm_pizzeria_da_luca_45.6383_12.1635,Pizzeria da Luca,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/pizzeria_da_luca_45.6383_12.1635.json,custom
45.636607,12.163396,osm_trattoria_ristorante_al_gallo_45.6366_12.1634,Trattoria Ristorante al Gallo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/trattoria_ristorante_al_gallo_45.6366_12.1634.json,custom
45.629476,12.164670,ov_hera_s_cocktail_club_45.6295_12.1647,Hera's Cocktail Club,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/heras_cocktail_club_45.6295_12.1647.json,custom
45.667759,12.190255,ov_bar_alla_castellana_45.6678_12.1903,Bar Alla Castellana,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/bar_alla_castellana_45.6678_12.1903.json,custom
45.667794,12.190440,ov_bar_osteria_cea_45.6678_12.1904,Bar Osteria Cea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/bar_osteria_cea_45.6678_12.1904.json,custom
45.668255,12.186637,ov_sacrograal_quinto_45.6683_12.1866,SacroGraal-Quinto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/sacrograal-quinto_45.6683_12.1866.json,custom
45.649713,12.181556,ov_i_drink_bar_45.6497_12.1816,I Drink Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/i_drink_bar_45.6497_12.1816.json,custom
45.658386,12.161844,ov_outsider_pub_45.6584_12.1618,OutSider Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/outsider_pub_45.6584_12.1618.json,custom
45.643118,12.137741,ov_oasis_45.6431_12.1377,Oasis,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/oasis_45.6431_12.1377.json,custom
45.645990,12.161406,ov_bar_all_incontro_45.6460_12.1614,Bar All'Incontro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/bar_allincontro_45.6460_12.1614.json,custom
45.645160,12.166475,ov_enoteca_sfusi_ma_buoni_45.6452_12.1665,Enoteca Sfusi ma Buoni,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/enoteca_sfusi_ma_buoni_45.6452_12.1665.json,custom
45.645049,12.166425,ov_cortina_bar_45.6450_12.1664,Cortina Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/cortina_bar_45.6450_12.1664.json,custom
45.639626,12.162791,ov_luci_ombre_45.6396_12.1628,Luci&Ombre,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/luciombre_45.6396_12.1628.json,custom
45.640116,12.162729,ov_quinto_vizio_caf__45.6401_12.1627,Quinto Vizio cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/quinto_vizio_caf_45.6401_12.1627.json,custom
45.639429,12.166559,ov_superstar_bar_45.6394_12.1666,Superstar Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/superstar_bar_45.6394_12.1666.json,custom
45.645807,12.168726,ov_girasole_snack_bar_45.6458_12.1687,Girasole snack bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/girasole_snack_bar_45.6458_12.1687.json,custom
45.629558,12.164983,ov_quintosenso___allena_la_tua_salute_45.6296_12.1650,Quintosenso - Allena la tua Salute,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/quintosenso_-_allena_la_tua_salute_45.6296_12.1650.json,custom
45.628844,12.165074,ov_scuola_di_ballo_step_by_step_45.6288_12.1651,Scuola di Ballo Step By Step,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/scuola_di_ballo_step_by_step_45.6288_12.1651.json,custom
45.649454,12.181069,ov_fly_dance_veneto_45.6495_12.1811,Fly Dance Veneto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/fly_dance_veneto_45.6495_12.1811.json,custom
45.653105,12.159805,ov_energym_45.6531_12.1598,Energym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/energym_45.6531_12.1598.json,custom
45.639230,12.157120,ov_sile_sup_treviso_45.6392_12.1571,Sile Sup Treviso,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/sile_sup_treviso_45.6392_12.1571.json,custom
45.647293,12.166136,ov_biblioteca_comunale_di_quinto_di_treviso_45.6473_12.1661,Biblioteca Comunale di Quinto di Treviso,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/trentino-aa/quinto_di_treviso/pages/biblioteca_comunale_di_quinto_di_treviso_45.6473_12.1661.json,custom
