# lat,lng,id,name,building_type,type,url,page_type
# bad_kleinkirchheim -- Tutti
46.813188,13.779782,ov_nockmed_gesundheitszentrum_st__kathrein_46.8132_13.7798,NOCKMED-Gesundheitszentrum St. Kathrein,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/nockmed-gesundheitszentrum_st_kathrein_46.8132_13.7798.json,custom
46.817851,13.804939,ov_hotel_restaurant_raunig_46.8179_13.8049,Hotel Restaurant Raunig,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/hotel_restaurant_raunig_46.8179_13.8049.json,custom
46.813618,13.798880,ov_restaurant_gellius_46.8136_13.7989,Restaurant gellius,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/restaurant_gellius_46.8136_13.7989.json,custom
46.814013,13.798201,ov_g_stehaus_restaurant_dorfwirt_46.8140_13.7982,Gästehaus Restaurant Dorfwirt,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/gstehaus_restaurant_dorfwirt_46.8140_13.7982.json,custom
46.812350,13.798744,ov_ski____bikerestaurant_zum_sepp_46.8124_13.7987,Ski- & Bikerestaurant Zum Sepp,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/ski-_bikerestaurant_zum_sepp_46.8124_13.7987.json,custom
46.812840,13.798280,ov_almstube_46.8128_13.7983,Almstube,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/almstube_46.8128_13.7983.json,custom
46.813241,13.793105,ov_restaurant_adriana_46.8132_13.7931,Restaurant Adriana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/restaurant_adriana_46.8132_13.7931.json,custom
46.813448,13.791866,ov_cantina_istriana_46.8134_13.7919,Cantina Istriana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/cantina_istriana_46.8134_13.7919.json,custom
46.813447,13.791849,ov_carlo_good_food_46.8134_13.7918,Carlo Good Food,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/carlo_good_food_46.8134_13.7918.json,custom
46.813160,13.791460,ov_osteria_montanara_bkk_austria_46.8132_13.7915,Osteria Montanara bkk Austria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/osteria_montanara_bkk_austria_46.8132_13.7915.json,custom
46.813236,13.791401,ov_piazza_vecchia_ristorante_pizzeria_46.8132_13.7914,Piazza Vecchia Ristorante Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/piazza_vecchia_ristorante_pizzeria_46.8132_13.7914.json,custom
46.813236,13.791401,ov_piazzaria_mediteranea_46.8132_13.7914,Piazzaria Mediteranea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/piazzaria_mediteranea_46.8132_13.7914.json,custom
46.810309,13.763623,ov_buschenschank_h_belbauer_46.8103_13.7636,Buschenschank Hübelbauer,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/buschenschank_hbelbauer_46.8103_13.7636.json,custom
46.810921,13.780755,ov_trattlers_einkehr_46.8109_13.7808,Trattlers Einkehr,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/trattlers_einkehr_46.8109_13.7808.json,custom
46.813035,13.778898,ov_die_brentlerh_tte_46.8130_13.7789,Die Brentlerhütte,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/die_brentlerhtte_46.8130_13.7789.json,custom
46.813209,13.778956,ov_badewandl_46.8132_13.7790,Badewandl,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/badewandl_46.8132_13.7790.json,custom
46.812661,13.777872,ov_margherita_pizzeria_46.8127_13.7779,Margherita Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/margherita_pizzeria_46.8127_13.7779.json,custom
46.813329,13.784643,ov_landhaus_st_berl_46.8133_13.7846,Landhaus-Stüberl,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/landhaus-stberl_46.8133_13.7846.json,custom
46.812919,13.781857,ov_ciketto_46.8129_13.7819,Ciketto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/ciketto_46.8129_13.7819.json,custom
46.801860,13.788670,ov_beverly_hills___eat___drink_46.8019_13.7887,Beverly Hills - Eat & Drink,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/beverly_hills_-_eat_drink_46.8019_13.7887.json,custom
46.789478,13.794115,ov_maibrunnh_tte_46.7895_13.7941,Maibrunnhütte,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/maibrunnhtte_46.7895_13.7941.json,custom
46.799651,13.806878,ov_bergrestaurant_waldtratte_gmbh_46.7997_13.8069,Bergrestaurant Waldtratte GmbH,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/bergrestaurant_waldtratte_gmbh_46.7997_13.8069.json,custom
46.800736,13.807192,ov_die_strohsackh_tte___direkt_in_der_talst_46.8007_13.8072,Die Strohsackhütte | direkt in der Talstation Strohsackbahn,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/die_strohsackhtte_direkt_in_der_talstati_46.8007_13.8072.json,custom
46.815835,13.795241,osm_pension___appartements_urbanhof_46.8158_13.7952,Pension & Appartements Urbanhof,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/pension_appartements_urbanhof_46.8158_13.7952.json,custom
46.812207,13.799037,osm_zum_sepp_46.8122_13.7990,Zum Sepp,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/zum_sepp_46.8122_13.7990.json,custom
46.826548,13.742346,osm_nockalmh_tte_46.8265_13.7423,Nockalmhütte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/nockalmhtte_46.8265_13.7423.json,custom
46.815298,13.797692,osm_kirchenwirt_46.8153_13.7977,Kirchenwirt,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/kirchenwirt_46.8153_13.7977.json,custom
46.864464,13.790720,osm_l_rchenh_tte_46.8645_13.7907,Lärchenhütte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/lrchenhtte_46.8645_13.7907.json,custom
46.851628,13.754020,osm_poldl_weltcup_h_tte_46.8516_13.7540,Poldl Weltcup Hütte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/poldl_weltcup_htte_46.8516_13.7540.json,custom
46.812849,13.798194,osm_almstubn_46.8128_13.7982,Almstubn,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/almstubn_46.8128_13.7982.json,custom
46.800190,13.788635,osm_unterwirth_ttn_46.8002_13.7886,Unterwirthüttn,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/unterwirthttn_46.8002_13.7886.json,custom
46.844679,13.763947,ov_schneemandl____berghof_46.8447_13.7639,Schneemandl. - Berghof,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/schneemandl_-_berghof_46.8447_13.7639.json,custom
46.813636,13.797319,ov_greisslerei_illy_cafe_46.8136_13.7973,Greisslerei illy Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/greisslerei_illy_cafe_46.8136_13.7973.json,custom
46.813456,13.792161,ov_die_tranke_46.8135_13.7922,Die Tranke,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/die_tranke_46.8135_13.7922.json,custom
46.813080,13.777810,ov_sportbar_bad_kleinkirchheim_46.8131_13.7778,Sportbar Bad Kleinkirchheim,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/sportbar_bad_kleinkirchheim_46.8131_13.7778.json,custom
46.813015,13.777836,ov_wein___mehr_46.8130_13.7778,Wein & mehr,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/wein_mehr_46.8130_13.7778.json,custom
46.812485,13.777217,ov_lackys_46.8125_13.7772,Lackys,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/lackys_46.8125_13.7772.json,custom
46.813967,13.787045,ov_zur_quelle_46.8140_13.7870,Zur Quelle,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/zur_quelle_46.8140_13.7870.json,custom
46.812691,13.782762,ov_brechlstube_bad_kleinkircheim_46.8127_13.7828,Brechlstube Bad Kleinkircheim,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/brechlstube_bad_kleinkircheim_46.8127_13.7828.json,custom
46.786879,13.816601,ov_rossalmh_tte_46.7869_13.8166,Rossalmhütte,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/rossalmhtte_46.7869_13.8166.json,custom
46.813362,13.799174,osm_thermal_r_merbad_46.8134_13.7992,Thermal-Römerbad,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/thermal-rmerbad_46.8134_13.7992.json,custom
46.844114,13.764760,ov_ski__und_sportschule_wulschnig_46.8441_13.7648,Ski- und Sportschule Wulschnig,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/ski-_und_sportschule_wulschnig_46.8441_13.7648.json,custom
46.895081,13.774386,ov_snowpark_bad_kleinkirchheim_46.8951_13.7744,Snowpark Bad Kleinkirchheim,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/snowpark_bad_kleinkirchheim_46.8951_13.7744.json,custom
46.814821,13.801313,ov_belvilla____at_9546_36__wundersch_ne_woh_46.8148_13.8013,"BELVILLA - (AT-9546-36) Wunderschöne Wohnung mit Garten, Bal",GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/belvilla_-_at-9546-36_wunderschne_wohnun_46.8148_13.8013.json,custom
46.813429,13.798079,ov_qualit_tsskischule_brunner_46.8134_13.7981,Qualitätsskischule Brunner,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/qualittsskischule_brunner_46.8134_13.7981.json,custom
46.820406,13.771703,ov_belvilla____at_9546_18__faszinierende_wo_46.8204_13.7717,BELVILLA - (AT-9546-18) Faszinierende Wohnung in schlechter ,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/belvilla_-_at-9546-18_faszinierende_wohn_46.8204_13.7717.json,custom
46.810779,13.769845,ov_hotel_trattlerhof_46.8108_13.7698,Hotel Trattlerhof,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/hotel_trattlerhof_46.8108_13.7698.json,custom
46.813990,13.787010,ov_apartm_n_bkk_na_slunn__stran__alp_46.8140_13.7870,Apartmán BKK na slunné straně Alp,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/apartmn_bkk_na_slunn_stran_alp_46.8140_13.7870.json,custom
46.812760,13.787140,ov_belvilla_____at_9546_16___gem_tliche_woh_46.8128_13.7871,BELVILLA - ( AT-9546-16 ) Gemütliche Wohnung in der Nähe des,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/belvilla_-_at-9546-16_gemtliche_wohnung__46.8128_13.7871.json,custom
46.812789,13.782565,ov_ski____sportschule_krainer_gmbh_46.8128_13.7826,Ski- & Sportschule Krainer GmbH,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/bad_kleinkirchheim/pages/ski-_sportschule_krainer_gmbh_46.8128_13.7826.json,custom
