# lat,lng,id,name,building_type,type,url,page_type
# Borgo Valbelluna -- Tutti
46.072626,12.137882,ov_manlio_cortina_allineatore_vertebrale_46.0726_12.1379,Manlio Cortina Allineatore Vertebrale,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/manlio_cortina_allineatore_vertebrale_46.0726_12.1379.json,custom
46.045312,12.028407,ov_hotel_ristorante_pizzeria_al_cavallino_r_46.0453_12.0284,Hotel Ristorante Pizzeria Al Cavallino Rosso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/hotel_ristorante_pizzeria_al_cavallino_r_46.0453_12.0284.json,custom
46.039934,12.004349,ov_pizzeria_ristorante_al_piacere_46.0399_12.0043,Pizzeria Ristorante Al Piacere,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/pizzeria_ristorante_al_piacere_46.0399_12.0043.json,custom
46.032894,12.003675,ov_locanda_monte_garda_46.0329_12.0037,Locanda Monte Garda,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/locanda_monte_garda_46.0329_12.0037.json,custom
46.011947,11.994459,ov_ristorante_miravalle_46.0119_11.9945,Ristorante Miravalle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/ristorante_miravalle_46.0119_11.9945.json,custom
46.030244,12.095535,ov_casera_maio_46.0302_12.0955,Casera Maio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/casera_maio_46.0302_12.0955.json,custom
46.072010,12.152400,ov_ristorante_ca_de_lart_46.0720_12.1524,ristorante_ca_de_lart,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/ristorantecadelart_46.0720_12.1524.json,custom
46.078580,12.137460,ov_master_chef_barbecue_46.0786_12.1375,Master Chef Barbecue,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/master_chef_barbecue_46.0786_12.1375.json,custom
46.074041,12.132926,ov_all_ancora_46.0740_12.1329,All'Ancora,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/allancora_46.0740_12.1329.json,custom
46.073195,12.130503,ov_pizzeria_lo_sfizio_46.0732_12.1305,Pizzeria Lo Sfizio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/pizzeria_lo_sfizio_46.0732_12.1305.json,custom
46.070860,12.129480,ov_canton_gianni_46.0709_12.1295,Canton Gianni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/canton_gianni_46.0709_12.1295.json,custom
46.073255,12.133773,ov_ristorante_pizzeria_tea___bar_46.0733_12.1338,Ristorante Pizzeria Tea...Bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/ristorante_pizzeria_teabar_46.0733_12.1338.json,custom
46.090066,12.128511,ov_pizzeria__trattoria__bar___san_felice__46.0901_12.1285,"Pizzeria, Trattoria, Bar “ San Felice”",RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/pizzeria_trattoria_bar_san_felice_46.0901_12.1285.json,custom
46.069356,12.164290,ov_ristorante_nova_busa_del_tor_46.0694_12.1643,Ristorante Nova Busa Del Tor,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/ristorante_nova_busa_del_tor_46.0694_12.1643.json,custom
45.993381,12.103609,osm_agriturismo_malga_canidi_45.9934_12.1036,Agriturismo Malga Canidi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/agriturismo_malga_canidi_45.9934_12.1036.json,custom
46.040044,12.197893,osm_rifugio_pranolz_46.0400_12.1979,Rifugio Pranolz,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/rifugio_pranolz_46.0400_12.1979.json,custom
46.063783,12.087334,ov_bar_stella_46.0638_12.0873,Bar Stella,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_stella_46.0638_12.0873.json,custom
46.061965,12.079848,ov_bar_la_stretta_46.0620_12.0798,Bar La stretta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_la_stretta_46.0620_12.0798.json,custom
46.061807,12.080692,ov_hosteria_alpino_46.0618_12.0807,Hosteria Alpino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/hosteria_alpino_46.0618_12.0807.json,custom
46.054980,12.073790,ov_bar_bagigio_46.0550_12.0738,BAR Bagigio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_bagigio_46.0550_12.0738.json,custom
46.047741,12.060819,ov_chiara_bistro_46.0477_12.0608,Chiara Bistro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/chiara_bistro_46.0477_12.0608.json,custom
46.042647,12.063911,ov_bar_tre_rose_di_cinzia_46.0426_12.0639,Bar Tre Rose Di Cinzia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_tre_rose_di_cinzia_46.0426_12.0639.json,custom
46.042971,12.063299,ov_willy_s_bar_46.0430_12.0633,Willy's Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/willys_bar_46.0430_12.0633.json,custom
46.050791,12.069884,ov_da_geppo_46.0508_12.0699,Da Geppo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/da_geppo_46.0508_12.0699.json,custom
46.048222,12.053940,ov_bar_da_nino_46.0482_12.0539,Bar Da Nino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_da_nino_46.0482_12.0539.json,custom
46.045344,12.029841,ov_perbacco_vini_sfusi_46.0453_12.0298,Perbacco Vini Sfusi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/perbacco_vini_sfusi_46.0453_12.0298.json,custom
46.044211,12.021723,ov_caffe_verdi_46.0442_12.0217,Caffe Verdi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/caffe_verdi_46.0442_12.0217.json,custom
46.045334,12.021283,ov_bar_canton_46.0453_12.0213,Bar Canton,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_canton_46.0453_12.0213.json,custom
46.045259,12.020844,ov_snack_bar__85_46.0453_12.0208,Snack Bar '85,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/snack_bar_85_46.0453_12.0208.json,custom
46.043020,12.020269,ov_col_d_artent_46.0430_12.0203,Col D'artent,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/col_dartent_46.0430_12.0203.json,custom
46.045400,12.014790,ov_chalet_ai_narcisi_46.0454_12.0148,Chalet ai Narcisi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/chalet_ai_narcisi_46.0454_12.0148.json,custom
46.043290,12.011447,ov_bar_la_pesa_46.0433_12.0114,Bar La Pesa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_la_pesa_46.0433_12.0114.json,custom
46.038056,11.999321,ov_bar_pezzin_46.0381_11.9993,Bar Pezzin,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_pezzin_46.0381_11.9993.json,custom
46.065175,12.093384,ov_trattoria_il_brigante_di_del_gaudio_vinc_46.0652_12.0934,Trattoria Il Brigante di del Gaudio Vincenzo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/trattoria_il_brigante_di_del_gaudio_vinc_46.0652_12.0934.json,custom
46.077384,12.114023,ov_bar_tucano_46.0774_12.1140,Bar Tucano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_tucano_46.0774_12.1140.json,custom
46.072010,12.152400,ov_bar_sul_pezzo_46.0720_12.1524,Bar Sul Pezzo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_sul_pezzo_46.0720_12.1524.json,custom
46.081071,12.147322,ov_bar_monica_46.0811_12.1473,Bar Monica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_monica_46.0811_12.1473.json,custom
46.081423,12.146025,ov_bar_girasole_46.0814_12.1460,Bar Girasole,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_girasole_46.0814_12.1460.json,custom
46.073959,12.133074,ov_bar_caffe_al_monumento_46.0740_12.1331,Bar Caffe al Monumento,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_caffe_al_monumento_46.0740_12.1331.json,custom
46.073610,12.131740,ov_bar_il_piccolo_46.0736_12.1317,Bar il piccolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_il_piccolo_46.0736_12.1317.json,custom
46.072994,12.132284,ov_la_dolce_vita_46.0730_12.1323,La Dolce Vita,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/la_dolce_vita_46.0730_12.1323.json,custom
46.073441,12.132371,ov_franklin_bar_46.0734_12.1324,Franklin Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/franklin_bar_46.0734_12.1324.json,custom
46.072783,12.128207,ov_bar_86_46.0728_12.1282,BAR 86,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/bar_86_46.0728_12.1282.json,custom
46.055200,12.074010,ov_asd_gusbiketeam_46.0552_12.0740,ASD GusBikeTeam,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/asd_gusbiketeam_46.0552_12.0740.json,custom
46.048566,12.023333,ov_mycandy_arena_46.0486_12.0233,Mycandy Arena,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/mycandy_arena_46.0486_12.0233.json,custom
46.040090,12.012520,ov_asd_emotion_46.0401_12.0125,ASD Emotion,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/asd_emotion_46.0401_12.0125.json,custom
46.037574,11.989332,ov_cesana_beach_chiosco_46.0376_11.9893,Cesana Beach Chiosco,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/cesana_beach_chiosco_46.0376_11.9893.json,custom
46.038636,12.106756,ov_fattoria_keke_e_glo_46.0386_12.1068,Fattoria Keke e Glo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/fattoria_keke_e_glo_46.0386_12.1068.json,custom
46.081528,12.146327,ov_open_bowling_trichiana_46.0815_12.1463,Open Bowling Trichiana,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/open_bowling_trichiana_46.0815_12.1463.json,custom
46.081637,12.146153,ov_all_fit_trichiana_46.0816_12.1462,All Fit Trichiana,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/all_fit_trichiana_46.0816_12.1462.json,custom
46.072783,12.132413,ov_spazio_namaskar_centro_olistico_46.0728_12.1324,Spazio Namaskar Centro Olistico,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/spazio_namaskar_centro_olistico_46.0728_12.1324.json,custom
46.073617,12.136501,ov_parco_lotto_trichiana_46.0736_12.1365,Parco Lotto Trichiana,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/parco_lotto_trichiana_46.0736_12.1365.json,custom
46.062297,12.078972,ov_museo_civico_archeologico_46.0623_12.0790,Museo Civico Archeologico,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/museo_civico_archeologico_46.0623_12.0790.json,custom
46.045601,12.019019,ov_biblioteca_comunale_di_lentiai_46.0456_12.0190,Biblioteca comunale di Lentiai,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/biblioteca_comunale_di_lentiai_46.0456_12.0190.json,custom
46.074404,12.130195,ov_biblioteca_di_trichiana_46.0744_12.1302,Biblioteca di Trichiana,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/borgo_valbelluna/pages/biblioteca_di_trichiana_46.0744_12.1302.json,custom
