# lat,lng,id,name,building_type,type,url,page_type
# Sabbioneta -- Tutti
44.999015,10.489376,ov_centro_medico_sabbioneta_44.9990_10.4894,Centro Medico Sabbioneta,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/centro_medico_sabbioneta_44.9990_10.4894.json,custom
45.019766,10.508895,ov_ristorante_corte_bondeno_45.0198_10.5089,Ristorante Corte Bondeno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/ristorante_corte_bondeno_45.0198_10.5089.json,custom
45.012323,10.507504,ov_il_becco_giallo_45.0123_10.5075,Il Becco Giallo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/il_becco_giallo_45.0123_10.5075.json,custom
45.012230,10.507504,ov_il_rifugio_dei_briganti_45.0122_10.5075,Il Rifugio Dei Briganti,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/il_rifugio_dei_briganti_45.0122_10.5075.json,custom
45.031849,10.545963,osm_ristorante_birreria_antica_corte_45.0318_10.5460,Ristorante Birreria Antica Corte,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/ristorante_birreria_antica_corte_45.0318_10.5460.json,custom
44.998027,10.490475,osm_ristorante_ducale_44.9980_10.4905,Ristorante Ducale,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/ristorante_ducale_44.9980_10.4905.json,custom
44.997775,10.490200,osm_la_dispensa_44.9978_10.4902,La Dispensa,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/la_dispensa_44.9978_10.4902.json,custom
44.990260,10.477940,ov_malibu_bar_pizzeria_eventi_44.9903_10.4779,Malibu Bar Pizzeria Eventi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/malibu_bar_pizzeria_eventi_44.9903_10.4779.json,custom
44.994203,10.462356,ov_bar_chantal_44.9942_10.4624,Bar Chantal,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/bar_chantal_44.9942_10.4624.json,custom
44.996098,10.493840,ov_snack_bar_stazione_44.9961_10.4938,Snack Bar Stazione,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/snack_bar_stazione_44.9961_10.4938.json,custom
45.008765,10.529977,ov_circolo_acli_45.0088_10.5300,Circolo ACLI,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/circolo_acli_45.0088_10.5300.json,custom
45.036066,10.540462,ov_bar_la_terrazza_45.0361_10.5405,Bar La Terrazza,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/bar_la_terrazza_45.0361_10.5405.json,custom
44.998757,10.489178,osm_vandeville_caf__44.9988_10.4892,Vandeville cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/vandeville_caf_44.9988_10.4892.json,custom
44.997922,10.488395,ov_castello_di_sabbioneta_44.9979_10.4884,Castello di Sabbioneta,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/castello_di_sabbioneta_44.9979_10.4884.json,custom
44.997760,10.490260,ov_galleria_degli_antichi_44.9978_10.4903,Galleria degli Antichi,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/galleria_degli_antichi_44.9978_10.4903.json,custom
44.999620,10.490390,ov_polo_museale_vespasiano_gonzaga___sabbio_44.9996_10.4904,Polo Museale Vespasiano Gonzaga - Sabbioneta,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/polo_museale_vespasiano_gonzaga_-_sabbio_44.9996_10.4904.json,custom
44.999676,10.490567,ov_museo_del_ducato_44.9997_10.4906,Museo del Ducato,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/museo_del_ducato_44.9997_10.4906.json,custom
45.165420,10.792430,ov_l_officina_della_memoria_antica_45.1654_10.7924,L'officina della Memoria Antica,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/lofficina_della_memoria_antica_45.1654_10.7924.json,custom
44.997753,10.492023,ov_biblioteca_comunale_di_sabbioneta_44.9978_10.4920,Biblioteca Comunale DI Sabbioneta,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/sabbioneta/pages/biblioteca_comunale_di_sabbioneta_44.9978_10.4920.json,custom
