# lat,lng,id,name,building_type,type,url,page_type
# Cattolica -- Tutti
43.952663,12.736017,ov_ospedale_cervesi_43.9527_12.7360,Ospedale Cervesi,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ospedale_cervesi_43.9527_12.7360.json,custom
43.954660,12.723010,ov_ama_rcord_cattolica_43.9547_12.7230,Ama Rcord Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ama_rcord_cattolica_43.9547_12.7230.json,custom
43.958099,12.732039,ov_piadina_doc_43.9581_12.7320,Piadina Doc,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/piadina_doc_43.9581_12.7320.json,custom
43.959140,12.710105,ov_cantina_ottaviani_enzo_43.9591_12.7101,Cantina Ottaviani Enzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/cantina_ottaviani_enzo_43.9591_12.7101.json,custom
43.960941,12.733805,ov_strapizzami_43.9609_12.7338,Strapizzami,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/strapizzami_43.9609_12.7338.json,custom
43.964050,12.725953,ov_albergo_ristorante_protti_43.9640_12.7260,Albergo Ristorante Protti,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/albergo_ristorante_protti_43.9640_12.7260.json,custom
43.963408,12.729798,ov_pizza_pazza_cattolica_43.9634_12.7298,Pizza Pazza Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/pizza_pazza_cattolica_43.9634_12.7298.json,custom
43.963261,12.734864,ov_osteria_le_matte_43.9633_12.7349,Osteria Le Matte,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/osteria_le_matte_43.9633_12.7349.json,custom
43.962710,12.734336,ov_bros_in_buns_43.9627_12.7343,Bros in Buns,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bros_in_buns_43.9627_12.7343.json,custom
43.962637,12.734320,ov_cheers_cattolica_43.9626_12.7343,Cheers cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/cheers_cattolica_43.9626_12.7343.json,custom
43.962254,12.733928,ov_pizza_flash_43.9623_12.7339,Pizza Flash,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/pizza_flash_43.9623_12.7339.json,custom
43.961644,12.714491,ov_planet_pizza_43.9616_12.7145,Planet pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/planet_pizza_43.9616_12.7145.json,custom
43.961387,12.733886,ov_birroteca_88_43.9614_12.7339,Birroteca 88,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/birroteca_88_43.9614_12.7339.json,custom
43.961143,12.737187,ov_bar_piscina_cattolica_43.9611_12.7372,Bar Piscina Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_piscina_cattolica_43.9611_12.7372.json,custom
43.961686,12.746254,ov_pizzeria_luke_43.9617_12.7463,Pizzeria Luke,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/pizzeria_luke_43.9617_12.7463.json,custom
43.961655,12.747252,ov_casa_della_pasta_fresca_43.9617_12.7473,Casa della Pasta Fresca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/casa_della_pasta_fresca_43.9617_12.7473.json,custom
43.963053,12.738578,ov_pizza___pasta_43.9631_12.7386,Pizza & Pasta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/pizza_pasta_43.9631_12.7386.json,custom
43.962959,12.741107,ov_voglia_di_star_bene_43.9630_12.7411,Voglia di Star Bene,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/voglia_di_star_bene_43.9630_12.7411.json,custom
43.962774,12.746035,ov_buongusto_pizzeria_43.9628_12.7460,Buongusto Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/buongusto_pizzeria_43.9628_12.7460.json,custom
43.962213,12.747119,ov_ristorante_pizzeria_la_svolta_43.9622_12.7471,Ristorante Pizzeria La Svolta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_pizzeria_la_svolta_43.9622_12.7471.json,custom
43.963296,12.752933,ov_rosty_bar_magna_e_sta_zet_43.9633_12.7529,Rosty Bar Magna e sta zet,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/rosty_bar_magna_e_sta_zet_43.9633_12.7529.json,custom
43.963233,12.738678,ov_sushi_corner_cattolica_43.9632_12.7387,Sushi Corner Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/sushi_corner_cattolica_43.9632_12.7387.json,custom
43.963240,12.739420,ov_pizzeria_della_regina_43.9632_12.7394,Pizzeria Della Regina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/pizzeria_della_regina_43.9632_12.7394.json,custom
43.963376,12.735891,ov_osteria_da_joni_43.9634_12.7359,Osteria da Joni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/osteria_da_joni_43.9634_12.7359.json,custom
43.963450,12.735850,ov_streetfood1271_43.9634_12.7358,Streetfood1271,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/streetfood1271_43.9634_12.7358.json,custom
43.963388,12.738906,ov_osteria_la_soffitta_43.9634_12.7389,Osteria La Soffitta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/osteria_la_soffitta_43.9634_12.7389.json,custom
43.963502,12.739051,ov_ristorante_la_soffitta_43.9635_12.7391,Ristorante La Soffitta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_la_soffitta_43.9635_12.7391.json,custom
43.963552,12.738491,ov_mangiatoia_89___cattolica_43.9636_12.7385,Mangiatoia 89 - Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/mangiatoia_89_-_cattolica_43.9636_12.7385.json,custom
43.963738,12.740387,ov_ristorante_pizzeria_lo_sfizio_43.9637_12.7404,Ristorante Pizzeria Lo Sfizio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_pizzeria_lo_sfizio_43.9637_12.7404.json,custom
43.963675,12.742578,ov_le_delizie_di_giulia_43.9637_12.7426,Le Delizie di Giulia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/le_delizie_di_giulia_43.9637_12.7426.json,custom
43.963692,12.743631,ov_da_andrea_43.9637_12.7436,Da Andrea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/da_andrea_43.9637_12.7436.json,custom
43.964460,12.743500,ov_eccome_no_43.9645_12.7435,Eccome no,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/eccome_no_43.9645_12.7435.json,custom
43.964822,12.753041,ov_trattoria_da_norina_43.9648_12.7530,Trattoria da Norina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/trattoria_da_norina_43.9648_12.7530.json,custom
43.965041,12.752240,ov_bottega_morri_43.9650_12.7522,Bottega Morri,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bottega_morri_43.9650_12.7522.json,custom
43.964950,12.741600,ov_ristorante_peccato_divino_43.9650_12.7416,Ristorante Peccato Divino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_peccato_divino_43.9650_12.7416.json,custom
43.964740,12.738649,ov_trattoria_i_mangiari_43.9647_12.7386,Trattoria I Mangiari,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/trattoria_i_mangiari_43.9647_12.7386.json,custom
43.964701,12.739330,ov_home_restaurant_da_zio_max_43.9647_12.7393,Home Restaurant da Zio Max,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/home_restaurant_da_zio_max_43.9647_12.7393.json,custom
43.965108,12.738300,ov_pizziamoci_43.9651_12.7383,Pizziamoci,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/pizziamoci_43.9651_12.7383.json,custom
43.965190,12.738534,ov_poke_33_43.9652_12.7385,Poke 33,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/poke_33_43.9652_12.7385.json,custom
43.965323,12.738492,ov_tutto_gusto_piadineria_43.9653_12.7385,Tutto Gusto Piadineria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/tutto_gusto_piadineria_43.9653_12.7385.json,custom
43.965345,12.740136,ov_poke_pickup_cattolica_43.9653_12.7401,Poke Pickup Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/poke_pickup_cattolica_43.9653_12.7401.json,custom
43.965083,12.741552,ov_da_gio_piadabella_43.9651_12.7416,Da Gio Piadabella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/da_gio_piadabella_43.9651_12.7416.json,custom
43.965545,12.746516,ov_paneria_24_43.9655_12.7465,Paneria 24,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/paneria_24_43.9655_12.7465.json,custom
43.965625,12.742653,ov_aguamiel_cocina_mexicana_43.9656_12.7427,Aguamiel Cocina Mexicana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/aguamiel_cocina_mexicana_43.9656_12.7427.json,custom
43.965765,12.742221,ov_ristorante_purpo_43.9658_12.7422,Ristorante Purpo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_purpo_43.9658_12.7422.json,custom
43.965732,12.739223,ov_hotel_sylva_43.9657_12.7392,Hotel Sylva,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/hotel_sylva_43.9657_12.7392.json,custom
43.965824,12.738431,ov_ristorante_cane_del_greco_43.9658_12.7384,Ristorante Cane del Greco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_cane_del_greco_43.9658_12.7384.json,custom
43.965857,12.739138,ov_dove_c_era_laquila_43.9659_12.7391,Dove C'era LAquila,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/dove_cera_laquila_43.9659_12.7391.json,custom
43.965876,12.738565,ov_cane_del_greco_43.9659_12.7386,Cane Del Greco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/cane_del_greco_43.9659_12.7386.json,custom
43.965939,12.738435,ov_gambero_rozzo_43.9659_12.7384,Gambero Rozzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/gambero_rozzo_43.9659_12.7384.json,custom
43.966015,12.738179,ov_taverna_a_pesci_in_faccia_43.9660_12.7382,taverna A Pesci in Faccia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/taverna_a_pesci_in_faccia_43.9660_12.7382.json,custom
43.966219,12.738188,ov_sushi_dome_43.9662_12.7382,Sushi Dome,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/sushi_dome_43.9662_12.7382.json,custom
43.966145,12.738272,ov_alkemiko_43.9661_12.7383,Alkemiko,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/alkemiko_43.9661_12.7383.json,custom
43.966400,12.741477,ov_l_anfora_43.9664_12.7415,L'Anfora,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/lanfora_43.9664_12.7415.json,custom
43.966410,12.740378,ov_tipico_bar_ristorantino_43.9664_12.7404,Tipico Bar Ristorantino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/tipico_bar_ristorantino_43.9664_12.7404.json,custom
43.966335,12.740468,ov_mcdonald_s_43.9663_12.7405,McDonald's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/mcdonalds_43.9663_12.7405.json,custom
43.966364,12.738143,ov_nanninella_a_cattolica_43.9664_12.7381,Nanninella a Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/nanninella_a_cattolica_43.9664_12.7381.json,custom
43.966312,12.736263,ov_gourmarino_43.9663_12.7363,Gourmarino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/gourmarino_43.9663_12.7363.json,custom
43.966848,12.736207,ov_brezza_di_mare_43.9668_12.7362,Brezza di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/brezza_di_mare_43.9668_12.7362.json,custom
43.966893,12.742180,ov_beach_bar_cattolica_ristorante_piadineri_43.9669_12.7422,Beach bar Cattolica Ristorante Piadineria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/beach_bar_cattolica_ristorante_piadineri_43.9669_12.7422.json,custom
43.966990,12.742203,ov_ristorante_zero_43.9670_12.7422,Ristorante Zero,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_zero_43.9670_12.7422.json,custom
43.967003,12.742750,ov_av__qu__cattolica___specialit__abruzzesi_43.9670_12.7428,Avà quò Cattolica - Specialità abruzzesi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/av_qu_cattolica_-_specialit_abruzzesi_43.9670_12.7428.json,custom
43.966560,12.740680,ov_club_44_43.9666_12.7407,CLUB 44,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/club_44_43.9666_12.7407.json,custom
43.966849,12.748542,ov_non_solo_pizza_43.9668_12.7485,Non Solo Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/non_solo_pizza_43.9668_12.7485.json,custom
43.966830,12.751250,ov_portosanto_la_hora_feliz_43.9668_12.7513,Portosanto La HORA FELIZ,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/portosanto_la_hora_feliz_43.9668_12.7513.json,custom
43.966201,12.751173,ov_la_baia_dei_baci_43.9662_12.7512,La Baia dei Baci,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/la_baia_dei_baci_43.9662_12.7512.json,custom
43.967982,12.749944,ov_o_capitano_mio_capitano_43.9680_12.7499,O Capitano Mio Capitano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/o_capitano_mio_capitano_43.9680_12.7499.json,custom
43.967989,12.748903,ov_chalet_del_mar_9_43.9680_12.7489,Chalet del Mar 9,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/chalet_del_mar_9_43.9680_12.7489.json,custom
43.967883,12.747697,ov_ristorante_sopravento_43.9679_12.7477,Ristorante Sopravento,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_sopravento_43.9679_12.7477.json,custom
43.967647,12.750042,ov_trattoria_del_porto_da_eugenio_cattolica_43.9676_12.7500,Trattoria Del Porto da Eugenio Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/trattoria_del_porto_da_eugenio_cattolica_43.9676_12.7500.json,custom
43.967716,12.749445,ov_ristorante_marittimo_dalla_betta_43.9677_12.7494,Ristorante Marittimo Dalla Betta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_marittimo_dalla_betta_43.9677_12.7494.json,custom
43.967333,12.750489,ov_osteria_dei_mure_43.9673_12.7505,Osteria dei Mure,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/osteria_dei_mure_43.9673_12.7505.json,custom
43.967417,12.750824,ov_da_ciribali_43.9674_12.7508,Da Ciribali,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/da_ciribali_43.9674_12.7508.json,custom
43.967265,12.744992,ov_ristorante_cico_s_43.9673_12.7450,Ristorante Cico's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_cicos_43.9673_12.7450.json,custom
43.967388,12.738302,ov_ristorante_martino_43.9674_12.7383,Ristorante Martino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_martino_43.9674_12.7383.json,custom
43.968336,12.748225,ov_piadineria_bailena_43.9683_12.7482,Piadineria Bailena,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/piadineria_bailena_43.9683_12.7482.json,custom
43.968784,12.748085,ov_la_lampara_pizzeria_ristorante_43.9688_12.7481,La Lampara pizzeria Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/la_lampara_pizzeria_ristorante_43.9688_12.7481.json,custom
43.968565,12.732081,ov_giamaica_bar_ristorante_43.9686_12.7321,Giamaica Bar Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/giamaica_bar_ristorante_43.9686_12.7321.json,custom
43.968224,12.730565,ov_ristorante_vicolo_santa_lucia_43.9682_12.7306,Ristorante Vicolo Santa Lucia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_vicolo_santa_lucia_43.9682_12.7306.json,custom
43.968277,12.728791,ov_piccadilly_mare_43.9683_12.7288,Piccadilly Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/piccadilly_mare_43.9683_12.7288.json,custom
43.967989,12.731611,ov_pappagallo_43.9680_12.7316,Pappagallo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/pappagallo_43.9680_12.7316.json,custom
43.967838,12.735427,ov_patry_ristorante_bar_43.9678_12.7354,Patry Ristorante Bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/patry_ristorante_bar_43.9678_12.7354.json,custom
43.967336,12.732745,ov_ristorante_pizzeria_pirata_43.9673_12.7327,Ristorante Pizzeria Pirata,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_pizzeria_pirata_43.9673_12.7327.json,custom
43.966610,12.731060,ov_elvino_s_cattolica_bar___restaurant_43.9666_12.7311,ElVino's Cattolica Bar & Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/elvinos_cattolica_bar_restaurant_43.9666_12.7311.json,custom
43.966952,12.729723,ov_osteria_di_mare_43.9670_12.7297,Osteria di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/osteria_di_mare_43.9670_12.7297.json,custom
43.966405,12.734812,ov_ristorante_pizzeria_lamo_43.9664_12.7348,Ristorante pizzeria Lamo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_pizzeria_lamo_43.9664_12.7348.json,custom
43.965986,12.734764,ov_la_catulghina_43.9660_12.7348,La Catulghina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/la_catulghina_43.9660_12.7348.json,custom
43.965979,12.734690,ov_ristorante_jolly_43.9660_12.7347,Ristorante Jolly,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/ristorante_jolly_43.9660_12.7347.json,custom
43.965485,12.734799,ov_jolly_takeaway_43.9655_12.7348,Jolly Takeaway,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/jolly_takeaway_43.9655_12.7348.json,custom
43.965138,12.724777,ov_pok_pugnett__cattolica_43.9651_12.7248,PokèPugnett* Cattolica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/pokpugnett_cattolica_43.9651_12.7248.json,custom
43.969049,12.727613,ov_non_solo_mare_43.9690_12.7276,Non Solo Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/non_solo_mare_43.9690_12.7276.json,custom
43.969060,12.728071,ov_bar_holiday_pizzeria_43.9691_12.7281,Bar Holiday Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/cattolica/pages/bar_holiday_pizzeria_43.9691_12.7281.json,custom
