# lat,lng,id,name,building_type,type,url,page_type
# Varazze -- Tutti
44.360003,8.578842,ov_omnia_medica_44.3600_8.5788,Omnia Medica,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/omnia_medica_44.3600_8.5788.json,custom
44.357332,8.569317,ov_blackstone_cafe_44.3573_8.5693,Blackstone Cafe,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/blackstone_cafe_44.3573_8.5693.json,custom
44.361995,8.574605,ov_pizzeria_da_gianni_44.3620_8.5746,pizzeria da Gianni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/pizzeria_da_gianni_44.3620_8.5746.json,custom
44.363790,8.578790,ov_tiffany_bar_tavola_calda_pizzeria_44.3638_8.5788,Tiffany Bar tavola calda Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/tiffany_bar_tavola_calda_pizzeria_44.3638_8.5788.json,custom
44.362685,8.595980,ov_ristorante_blu_di_mare_44.3627_8.5960,Ristorante Blu di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_blu_di_mare_44.3627_8.5960.json,custom
44.364134,8.600048,ov_villa_paradiso_44.3641_8.6000,Villa Paradiso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/villa_paradiso_44.3641_8.6000.json,custom
44.363806,8.593408,ov_giusto_diego_e_c_sas_44.3638_8.5934,Giusto Diego e C SAS,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/giusto_diego_e_c_sas_44.3638_8.5934.json,custom
44.366027,8.600365,ov_ei___eccellenze_italiane_44.3660_8.6004,EI - Eccellenze Italiane,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ei_-_eccellenze_italiane_44.3660_8.6004.json,custom
44.372303,8.572751,ov_ristorante_il_mulino_44.3723_8.5728,Ristorante Il Mulino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_il_mulino_44.3723_8.5728.json,custom
44.368413,8.614824,ov_piscina_orizzonte_varazze_44.3684_8.6148,Piscina Orizzonte Varazze,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/piscina_orizzonte_varazze_44.3684_8.6148.json,custom
44.369034,8.610514,ov_autogrill_44.3690_8.6105,Autogrill,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/autogrill_44.3690_8.6105.json,custom
44.372301,8.615134,ov_ristorante_pizzeria_ai_piani_44.3723_8.6151,Ristorante Pizzeria Ai Piani,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_pizzeria_ai_piani_44.3723_8.6151.json,custom
44.371821,8.614628,ov_bar_ristorante_ai_piani_44.3718_8.6146,Bar Ristorante Ai Piani,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_ristorante_ai_piani_44.3718_8.6146.json,custom
44.361044,8.589688,ov_ristorante_pizzeria_bar_nautilus_varazze_44.3610_8.5897,Ristorante Pizzeria Bar Nautilus Varazze,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_pizzeria_bar_nautilus_varazze_44.3610_8.5897.json,custom
44.361118,8.588978,ov_la_mola_44.3611_8.5890,La Mola,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_mola_44.3611_8.5890.json,custom
44.361401,8.585050,ov_il_mandarino_44.3614_8.5851,Il Mandarino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/il_mandarino_44.3614_8.5851.json,custom
44.360340,8.585510,ov_watami_varazze_44.3603_8.5855,Watami Varazze,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/watami_varazze_44.3603_8.5855.json,custom
44.360428,8.584869,ov_santa_caterina_beach_44.3604_8.5849,Santa Caterina Beach,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/santa_caterina_beach_44.3604_8.5849.json,custom
44.360531,8.585746,ov_ad_navalia_44.3605_8.5857,Ad Navalia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ad_navalia_44.3605_8.5857.json,custom
44.360656,8.584371,ov_calamarino_44.3607_8.5844,Calamarino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/calamarino_44.3607_8.5844.json,custom
44.360532,8.582202,ov_il_gambero_44.3605_8.5822,Il Gambero,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/il_gambero_44.3605_8.5822.json,custom
44.360382,8.581209,ov_il_dandano_ristorante_44.3604_8.5812,Il Dandano ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/il_dandano_ristorante_44.3604_8.5812.json,custom
44.360274,8.581149,ov_salsedine_44.3603_8.5811,Salsedine,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/salsedine_44.3603_8.5811.json,custom
44.360276,8.581066,ov_focacceria_al_numero_45_44.3603_8.5811,Focacceria al Numero 45,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/focacceria_al_numero_45_44.3603_8.5811.json,custom
44.360144,8.580581,ov_henry_la_vesuviana_44.3601_8.5806,Henry La Vesuviana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/henry_la_vesuviana_44.3601_8.5806.json,custom
44.361088,8.578512,ov_400_gradi_pizzeria_ristorante_44.3611_8.5785,400 Gradi Pizzeria Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/400_gradi_pizzeria_ristorante_44.3611_8.5785.json,custom
44.360440,8.577132,ov_ristorante_pizzeria_il_rugantino_44.3604_8.5771,Ristorante Pizzeria Il Rugantino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_pizzeria_il_rugantino_44.3604_8.5771.json,custom
44.360427,8.579208,ov_saint_barth_44.3604_8.5792,Saint Barth,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/saint_barth_44.3604_8.5792.json,custom
44.360231,8.579436,ov_ristorante_le_riviere_44.3602_8.5794,Ristorante Le Riviere,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_le_riviere_44.3602_8.5794.json,custom
44.360189,8.579405,ov_pescheria_friggitoria_da_juri_44.3602_8.5794,Pescheria Friggitoria da Juri,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/pescheria_friggitoria_da_juri_44.3602_8.5794.json,custom
44.360010,8.577280,ov_il_rugantino_varazze_44.3600_8.5773,Il Rugantino Varazze,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/il_rugantino_varazze_44.3600_8.5773.json,custom
44.359849,8.578886,ov_terracqua_44.3598_8.5789,Terracqua,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/terracqua_44.3598_8.5789.json,custom
44.359721,8.579386,ov_lo_spuntino_del_bauscia_44.3597_8.5794,Lo Spuntino del Bauscia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/lo_spuntino_del_bauscia_44.3597_8.5794.json,custom
44.359668,8.578528,ov_miss_pizza_44.3597_8.5785,Miss Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/miss_pizza_44.3597_8.5785.json,custom
44.359709,8.579337,ov_il_peperoncino_ristorante___pizzeria_44.3597_8.5793,Il Peperoncino Ristorante & Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/il_peperoncino_ristorante_pizzeria_44.3597_8.5793.json,custom
44.359674,8.578198,ov_la_bufala_44.3597_8.5782,La Bufala,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_bufala_44.3597_8.5782.json,custom
44.360110,8.576991,ov_la_mia_cucina_44.3601_8.5770,La Mia Cucina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_mia_cucina_44.3601_8.5770.json,custom
44.360014,8.575592,ov_bistrot_de_vaze_44.3600_8.5756,Bistrot de Vaze,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bistrot_de_vaze_44.3600_8.5756.json,custom
44.359488,8.574786,ov_al_duomo_44.3595_8.5748,Al Duomo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/al_duomo_44.3595_8.5748.json,custom
44.358988,8.572321,ov_ristorante_pizzeria_vecchie_mura_44.3590_8.5723,Ristorante Pizzeria Vecchie Mura,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_pizzeria_vecchie_mura_44.3590_8.5723.json,custom
44.358969,8.573691,ov_pizzeria_antico_borgo_44.3590_8.5737,Pizzeria Antico Borgo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/pizzeria_antico_borgo_44.3590_8.5737.json,custom
44.358991,8.573786,ov_vino_e_cucina_44.3590_8.5738,Vino e Cucina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/vino_e_cucina_44.3590_8.5738.json,custom
44.359104,8.574511,ov_focacceria_da_ale_e_paolo_44.3591_8.5745,Focacceria da Ale e Paolo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/focacceria_da_ale_e_paolo_44.3591_8.5745.json,custom
44.358868,8.574687,ov_don_carlos_44.3589_8.5747,Don Carlos,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/don_carlos_44.3589_8.5747.json,custom
44.358854,8.574825,ov_garbassu_44.3589_8.5748,Garbassu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/garbassu_44.3589_8.5748.json,custom
44.358905,8.574879,ov_unica_caffe_ristorante_44.3589_8.5749,Unica Caffe Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/unica_caffe_ristorante_44.3589_8.5749.json,custom
44.358928,8.575939,ov_la_perle_ristorante_44.3589_8.5759,La Perle Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_perle_ristorante_44.3589_8.5759.json,custom
44.358842,8.575910,ov_blu_di_mare_44.3588_8.5759,Blu Di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/blu_di_mare_44.3588_8.5759.json,custom
44.358834,8.575493,ov_kursaal_margherita_44.3588_8.5755,Kursaal Margherita,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/kursaal_margherita_44.3588_8.5755.json,custom
44.359088,8.576095,ov_la_superba_44.3591_8.5761,La Superba,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_superba_44.3591_8.5761.json,custom
44.359417,8.575252,ov_in_galleria_44.3594_8.5753,In Galleria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/in_galleria_44.3594_8.5753.json,custom
44.359327,8.576963,ov_la_rotonda_44.3593_8.5770,La Rotonda,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_rotonda_44.3593_8.5770.json,custom
44.359211,8.577019,ov_il_pesce_pazzo_44.3592_8.5770,Il Pesce Pazzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/il_pesce_pazzo_44.3592_8.5770.json,custom
44.359211,8.577019,ov_autogrill_44.3592_8.5770,Autogrill,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/autogrill_44.3592_8.5770.json,custom
44.359256,8.576361,ov_dany_kebab_e_pizzeria_44.3593_8.5764,Dany Kebab e pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/dany_kebab_e_pizzeria_44.3593_8.5764.json,custom
44.359228,8.576140,ov_osteria_dell_amor_cieco_44.3592_8.5761,Osteria dell'Amor Cieco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/osteria_dellamor_cieco_44.3592_8.5761.json,custom
44.359172,8.576259,ov_ristorante_d_k_k_di_giancarlo_balestra_44.3592_8.5763,Ristorante D.K.K di Giancarlo Balestra,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_dkk_di_giancarlo_balestra_44.3592_8.5763.json,custom
44.359696,8.579749,ov_maiali_con_le_ali_44.3597_8.5797,Maiali Con Le Ali,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/maiali_con_le_ali_44.3597_8.5797.json,custom
44.359718,8.579679,ov_ristorante_bri_44.3597_8.5797,Ristorante Bri,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_bri_44.3597_8.5797.json,custom
44.359812,8.580449,ov_sapori_di_mare_44.3598_8.5804,Sapori di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/sapori_di_mare_44.3598_8.5804.json,custom
44.359893,8.581472,ov_la_terrazza_dei_vittoria_44.3599_8.5815,La Terrazza dei Vittoria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_terrazza_dei_vittoria_44.3599_8.5815.json,custom
44.359829,8.580730,ov_ristorante_al_solito_posto_44.3598_8.5807,Ristorante Al Solito Posto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_al_solito_posto_44.3598_8.5807.json,custom
44.358745,8.575456,ov_rbb_kursaal_44.3587_8.5755,RBB Kursaal,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/rbb_kursaal_44.3587_8.5755.json,custom
44.358779,8.574035,ov_ristorante_nettuno_44.3588_8.5740,Ristorante Nettuno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_nettuno_44.3588_8.5740.json,custom
44.358487,8.573147,ov_trattoria_colombo_44.3585_8.5731,Trattoria Colombo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/trattoria_colombo_44.3585_8.5731.json,custom
44.358449,8.573051,ov_ristorante_quattro_a_44.3584_8.5731,Ristorante Quattro A,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_quattro_a_44.3584_8.5731.json,custom
44.358350,8.571590,ov_hotel_villa_elena___varazze_44.3584_8.5716,Hotel Villa Elena - Varazze,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/hotel_villa_elena_-_varazze_44.3584_8.5716.json,custom
44.358104,8.571656,ov_da_gianni_e_franca_44.3581_8.5717,da Gianni e Franca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/da_gianni_e_franca_44.3581_8.5717.json,custom
44.358409,8.572812,ov_yugo_44.3584_8.5728,Yugo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/yugo_44.3584_8.5728.json,custom
44.357897,8.571365,ov___marinero___44.3579_8.5714,• Marinero •,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/_marinero__44.3579_8.5714.json,custom
44.357928,8.571134,ov_pensione_ristorante_la_lanterna_44.3579_8.5711,Pensione ristorante La Lanterna,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/pensione_ristorante_la_lanterna_44.3579_8.5711.json,custom
44.357791,8.571367,ov_ristorante_corali_44.3578_8.5714,Ristorante Corali,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/ristorante_corali_44.3578_8.5714.json,custom
44.368564,8.572813,osm_el___mi___di____44.3686_8.5728,El...Mi...Di...,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/elmidi_44.3686_8.5728.json,custom
44.360366,8.585521,osm_watami_44.3604_8.5855,Watami,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/watami_44.3604_8.5855.json,custom
44.403409,8.534285,ov_bar_dell_alpi_44.4034_8.5343,Bar dell'Alpi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_dellalpi_44.4034_8.5343.json,custom
44.380283,8.631130,ov_rimessaggio_giusto_44.3803_8.6311,Rimessaggio giusto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/rimessaggio_giusto_44.3803_8.6311.json,custom
44.375182,8.627777,ov_cala_loca_44.3752_8.6278,Cala Loca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/cala_loca_44.3752_8.6278.json,custom
44.354678,8.566743,ov_boma_caffe_44.3547_8.5667,Boma Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/boma_caffe_44.3547_8.5667.json,custom
44.356618,8.567957,ov_prie_de_ma_44.3566_8.5680,Prie De Ma,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/prie_de_ma_44.3566_8.5680.json,custom
44.356563,8.567646,ov_mr__drake_varagine_snc_44.3566_8.5676,Mr. Drake Varagine Snc,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/mr_drake_varagine_snc_44.3566_8.5676.json,custom
44.356966,8.569380,ov_la_beffa_44.3570_8.5694,La Beffa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/la_beffa_44.3570_8.5694.json,custom
44.361921,8.576742,ov_bar_pizzeria_tiffany_44.3619_8.5767,Bar Pizzeria Tiffany,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/varazze/pages/bar_pizzeria_tiffany_44.3619_8.5767.json,custom
