# lat,lng,id,name,building_type,type,url,page_type
# Mascalucia -- Tutti
37.573381,15.052451,ov_centro_di_diagnostica_cardiovascolare_de_37.5734_15.0525,Centro di Diagnostica Cardiovascolare del Dott. Fichera Anto,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/centro_di_diagnostica_cardiovascolare_de_37.5734_15.0525.json,custom
37.576708,15.041902,ov_casale_marretti_37.5767_15.0419,Casale Marretti,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/casale_marretti_37.5767_15.0419.json,custom
37.575749,15.048934,ov_pizzeria_grano_mascalucia_37.5757_15.0489,Pizzeria Grano Mascalucia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/pizzeria_grano_mascalucia_37.5757_15.0489.json,custom
37.575335,15.057600,ov_gastronomia_polli_alla_brace_37.5753_15.0576,Gastronomia Polli Alla Brace,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/gastronomia_polli_alla_brace_37.5753_15.0576.json,custom
37.574356,15.057329,ov_new_il_mito_cafe_37.5744_15.0573,New Il Mito Cafe,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/new_il_mito_cafe_37.5744_15.0573.json,custom
37.574341,15.050262,ov_pizzam__37.5743_15.0503,PizzaMì,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/pizzam_37.5743_15.0503.json,custom
37.574390,15.050009,ov_bar_principe_37.5744_15.0500,Bar Principe,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/bar_principe_37.5744_15.0500.json,custom
37.574400,15.050188,ov_ammuccamu_mascalucia_37.5744_15.0502,Ammuccamu Mascalucia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/ammuccamu_mascalucia_37.5744_15.0502.json,custom
37.574776,15.044859,ov_pizzika_37.5748_15.0449,Pizzika,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/pizzika_37.5748_15.0449.json,custom
37.574880,15.044860,ov_pizzeria_etnea_di_aurite_paolo_37.5749_15.0449,Pizzeria Etnea Di Aurite Paolo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/pizzeria_etnea_di_aurite_paolo_37.5749_15.0449.json,custom
37.574901,15.044850,ov_vito_pizza_37.5749_15.0449,Vito Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/vito_pizza_37.5749_15.0449.json,custom
37.572912,15.053386,ov_gastronomia_peppello_37.5729_15.0534,Gastronomia peppello,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/gastronomia_peppello_37.5729_15.0534.json,custom
37.573687,15.052445,ov_bona_pizza_37.5737_15.0524,Bona Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/bona_pizza_37.5737_15.0524.json,custom
37.573728,15.051638,ov_pizzeria_ai_quattro_venti_37.5737_15.0516,Pizzeria Ai Quattro Venti,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/pizzeria_ai_quattro_venti_37.5737_15.0516.json,custom
37.573792,15.054498,ov_la_gastronomia_mascalucia_37.5738_15.0545,La Gastronomia Mascalucia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/la_gastronomia_mascalucia_37.5738_15.0545.json,custom
37.572512,15.053211,ov_osteria_pane_olio_e_sale_37.5725_15.0532,Osteria Pane Olio e Sale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/osteria_pane_olio_e_sale_37.5725_15.0532.json,custom
37.572004,15.045764,ov_pizzeria_michelangelo_37.5720_15.0458,Pizzeria Michelangelo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/pizzeria_michelangelo_37.5720_15.0458.json,custom
37.571067,15.042967,ov_pizzeria_antica_roma_37.5711_15.0430,Pizzeria Antica Roma,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/pizzeria_antica_roma_37.5711_15.0430.json,custom
37.571410,15.044317,ov_pizzeria_la_principessa_37.5714_15.0443,Pizzeria La Principessa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/pizzeria_la_principessa_37.5714_15.0443.json,custom
37.569960,15.058330,ov_c_c_per_eni_caf__37.5700_15.0583,C&C per Eni cafè,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/cc_per_eni_caf_37.5700_15.0583.json,custom
37.614686,15.037468,ov_miada_bar_ricevitoria_37.6147_15.0375,Miada bar Ricevitoria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/miada_bar_ricevitoria_37.6147_15.0375.json,custom
37.613645,15.027584,ov_ducizzi_pasticceria_siciliana_37.6136_15.0276,Ducizzi Pasticceria Siciliana,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/ducizzi_pasticceria_siciliana_37.6136_15.0276.json,custom
37.607422,15.031813,ov_caffeina_bar_and_food_37.6074_15.0318,Caffeina Bar and Food,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/caffeina_bar_and_food_37.6074_15.0318.json,custom
37.596778,15.028401,ov_la_compagnia_del_fermento_37.5968_15.0284,La Compagnia del Fermento,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/la_compagnia_del_fermento_37.5968_15.0284.json,custom
37.586859,15.049024,ov_artino_cafe_37.5869_15.0490,Artino Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/artino_cafe_37.5869_15.0490.json,custom
37.576349,15.049903,ov_stags_head_catania_37.5763_15.0499,Stags head Catania,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/stags_head_catania_37.5763_15.0499.json,custom
37.575550,15.045660,ov_caffetteria_valastro_37.5755_15.0457,Caffetteria Valastro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/caffetteria_valastro_37.5755_15.0457.json,custom
37.574416,15.057459,ov_il_mito_bar_37.5744_15.0575,IL MITO bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/il_mito_bar_37.5744_15.0575.json,custom
37.574187,15.055012,ov_bar_ottagono_37.5742_15.0550,Bar Ottagono,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/bar_ottagono_37.5742_15.0550.json,custom
37.575161,15.059029,ov_chiosco_bar_san_vito_37.5752_15.0590,Chiosco Bar San Vito,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/chiosco_bar_san_vito_37.5752_15.0590.json,custom
37.572789,15.045163,ov_bar_desir_e_37.5728_15.0452,Bar desirèe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/bar_desire_37.5728_15.0452.json,custom
37.572860,15.059973,ov_chewingum_caf__37.5729_15.0600,Chewingum Café,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/chewingum_caf_37.5729_15.0600.json,custom
37.572989,15.053728,ov_garden_drink_37.5730_15.0537,Garden&Drink,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/gardendrink_37.5730_15.0537.json,custom
37.572982,15.052414,ov_chiosco_bar_le_bollicine_37.5730_15.0524,Chiosco Bar Le Bollicine,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/chiosco_bar_le_bollicine_37.5730_15.0524.json,custom
37.573450,15.053468,ov_bar_canadian_37.5734_15.0535,Bar Canadian,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/bar_canadian_37.5734_15.0535.json,custom
37.570924,15.042294,ov_bar_apollo_13_37.5709_15.0423,Bar Apollo 13,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/bar_apollo_13_37.5709_15.0423.json,custom
37.571216,15.044217,ov_pasticceria_privitera_alfio_37.5712_15.0442,Pasticceria Privitera Alfio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/pasticceria_privitera_alfio_37.5712_15.0442.json,custom
37.568427,15.058140,ov_g_m__bar_37.5684_15.0581,G.M. Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/gm_bar_37.5684_15.0581.json,custom
37.607874,15.034024,ov_studio_pilates_di_salvina_salerno_certif_37.6079_15.0340,Studio Pilates di Salvina Salerno certificato Stott Pilates,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/studio_pilates_di_salvina_salerno_certif_37.6079_15.0340.json,custom
37.595731,15.056920,ov_paint_wars_37.5957_15.0569,Paint Wars,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/paint_wars_37.5957_15.0569.json,custom
37.590781,15.039117,ov_strapazzami_di_coccole_37.5908_15.0391,Strapazzami di coccole,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/strapazzami_di_coccole_37.5908_15.0391.json,custom
37.589578,15.038374,ov_lara_stable_37.5896_15.0384,Lara stable,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/lara_stable_37.5896_15.0384.json,custom
37.578732,15.061419,ov_palestra_ascam_37.5787_15.0614,Palestra ASCAM,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/palestra_ascam_37.5787_15.0614.json,custom
37.575766,15.059141,ov_indoor_club_37.5758_15.0591,Indoor Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/indoor_club_37.5758_15.0591.json,custom
37.575457,15.038987,ov_eruption_box_e_37.5755_15.0390,Eruption Box_e,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/eruption_boxe_37.5755_15.0390.json,custom
37.575252,15.060869,ov_live_dance_37.5753_15.0609,Live Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/live_dance_37.5753_15.0609.json,custom
37.573967,15.054740,ov_asd_olympic_club_palestre_37.5740_15.0547,Asd Olympic Club Palestre,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/asd_olympic_club_palestre_37.5740_15.0547.json,custom
37.573610,15.049610,ov_fit_extreme_camporotondo_37.5736_15.0496,Fit Extreme Camporotondo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/fit_extreme_camporotondo_37.5736_15.0496.json,custom
37.571707,15.046202,ov_crumb_lab_37.5717_15.0462,Crumb Lab,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/crumb_lab_37.5717_15.0462.json,custom
37.570622,15.059621,ov_scuola_di_danza_in_punta_di_piedi_37.5706_15.0596,Scuola di Danza In Punta di Piedi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/scuola_di_danza_in_punta_di_piedi_37.5706_15.0596.json,custom
37.569640,15.055530,ov_sporting_2000_37.5696_15.0555,Sporting 2000,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/sporting_2000_37.5696_15.0555.json,custom
37.568141,15.046217,ov_etnagym_37.5681_15.0462,Etnagym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/etnagym_37.5681_15.0462.json,custom
37.561870,15.047550,ov_asd_moonwalk_37.5619_15.0475,Asd Moonwalk,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/asd_moonwalk_37.5619_15.0475.json,custom
37.573200,15.048200,ov_museo_permanente_della_civilt__contadina_37.5732_15.0482,Museo Permanente della Civiltà Contadina,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/museo_permanente_della_civilt_contadina_37.5732_15.0482.json,custom
37.573443,15.060267,ov_biblioteca_comunale_mascalucia_37.5734_15.0603,Biblioteca Comunale Mascalucia,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/mascalucia/pages/biblioteca_comunale_mascalucia_37.5734_15.0603.json,custom
