# lat,lng,id,name,building_type,type,url,page_type
# cagli -- Tutti
43.547757,12.650745,ov_ospedale_civile_a__celli_43.5478_12.6507,Ospedale Civile A. Celli,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/ospedale_civile_a_celli_43.5478_12.6507.json,custom
43.550000,12.650000,ov_calem_43.5500_12.6500,Calem,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/calem_43.5500_12.6500.json,custom
43.547274,12.648387,ov_stravizio_bistrot_43.5473_12.6484,Stravizio Bistrot,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/stravizio_bistrot_43.5473_12.6484.json,custom
43.548433,12.651850,ov_pizzeria_da_sassi_43.5484_12.6519,Pizzeria Da Sassi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/pizzeria_da_sassi_43.5484_12.6519.json,custom
43.547760,12.648831,ov_le_bont__pasta_fresca_gastronomia_43.5478_12.6488,Le Bontà pasta fresca gastronomia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/le_bont_pasta_fresca_gastronomia_43.5478_12.6488.json,custom
43.546322,12.657139,ov_pizzeria_da_palin_43.5463_12.6571,Pizzeria da Palin,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/pizzeria_da_palin_43.5463_12.6571.json,custom
43.540684,12.671082,ov_ristorante_il_poggio_43.5407_12.6711,Ristorante Il Poggio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/ristorante_il_poggio_43.5407_12.6711.json,custom
43.543181,12.648579,ov_l_autostazione_da_rocco_bar_pizzeria_ris_43.5432_12.6486,L'Autostazione da Rocco Bar Pizzeria Ristorantino di Pesce,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/lautostazione_da_rocco_bar_pizzeria_rist_43.5432_12.6486.json,custom
43.541722,12.637648,ov_al_passante_43.5417_12.6376,Al Passante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/al_passante_43.5417_12.6376.json,custom
43.544938,12.647327,ov_l_osteria_degli_ostinati_43.5449_12.6473,L'Osteria degli OstiNati,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/losteria_degli_ostinati_43.5449_12.6473.json,custom
43.546147,12.647414,ov_ristorante_la_gioconda_43.5461_12.6474,Ristorante La Gioconda,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/ristorante_la_gioconda_43.5461_12.6474.json,custom
43.545697,12.650169,ov_agriturismo_la_cerca_43.5457_12.6502,Agriturismo La Cerca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/agriturismo_la_cerca_43.5457_12.6502.json,custom
43.546527,12.648385,ov_la_focaccia_43.5465_12.6484,La Focaccia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/la_focaccia_43.5465_12.6484.json,custom
43.546340,12.647733,ov_osteria_cucinoteca_43.5463_12.6477,Osteria Cucinoteca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/osteria_cucinoteca_43.5463_12.6477.json,custom
43.546292,12.648322,ov_fontes_sant_angelo_gastrosteria_43.5463_12.6483,Fontes Sant'Angelo Gastrosteria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/fontes_santangelo_gastrosteria_43.5463_12.6483.json,custom
43.546243,12.648383,ov_osteria_fontes_sant_angelo_43.5462_12.6484,Osteria Fontes Sant'Angelo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/osteria_fontes_santangelo_43.5462_12.6484.json,custom
43.545579,12.605002,ov_home_restaurant_ca_magnolia_43.5456_12.6050,Home restaurant Ca Magnolia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/home_restaurant_ca_magnolia_43.5456_12.6050.json,custom
43.549549,12.624015,ov_fleuve_bistrot_43.5495_12.6240,Fleuve Bistrot,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/fleuve_bistrot_43.5495_12.6240.json,custom
43.537088,12.647342,ov_san_geronzio_43.5371_12.6473,San Geronzio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/san_geronzio_43.5371_12.6473.json,custom
43.537060,12.647383,ov_pizzeria_ristorante_braceria_il_girasole_43.5371_12.6474,Pizzeria Ristorante Braceria Il Girasole,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/pizzeria_ristorante_braceria_il_girasole_43.5371_12.6474.json,custom
43.539190,12.691657,ov_ristorante_pizzeria_le_fontane_43.5392_12.6917,Ristorante Pizzeria Le Fontane,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/ristorante_pizzeria_le_fontane_43.5392_12.6917.json,custom
43.518449,12.618048,ov_il_grillo_parlante_43.5184_12.6180,Il Grillo Parlante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/il_grillo_parlante_43.5184_12.6180.json,custom
43.513254,12.564264,ov_ristorante_pizzeria_el_paso_43.5133_12.5643,Ristorante Pizzeria El Paso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/ristorante_pizzeria_el_paso_43.5133_12.5643.json,custom
43.500900,12.528760,ov_la_ferraia_ristorante_43.5009_12.5288,La Ferraia Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/la_ferraia_ristorante_43.5009_12.5288.json,custom
43.505125,12.536908,ov_agriturismo_la_ferraia_43.5051_12.5369,Agriturismo La Ferraia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/agriturismo_la_ferraia_43.5051_12.5369.json,custom
43.602708,12.591302,osm_hosteria_dal_vigno_43.6027_12.5913,Hosteria Dal Vigno,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/hosteria_dal_vigno_43.6027_12.5913.json,custom
43.548361,12.651773,osm_osteria_da_sassi_43.5484_12.6518,Osteria da Sassi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/osteria_da_sassi_43.5484_12.6518.json,custom
43.548273,12.650043,osm_pizzeria_la_focaccia_chiesa_di_san_domen_43.5483_12.6500,Pizzeria La Focaccia;Chiesa di San Domenico;Museo Archeologi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/pizzeria_la_focacciachiesa_di_san_domeni_43.5483_12.6500.json,custom
43.539007,12.691591,osm_le_fontane_43.5390_12.6916,Le Fontane,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/le_fontane_43.5390_12.6916.json,custom
43.543151,12.648589,osm_l_autostazione____bar_ristorante_pizzeri_43.5432_12.6486,L'Autostazione || Bar Ristorante Pizzeria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/lautostazione_bar_ristorante_pizzeria_43.5432_12.6486.json,custom
43.544178,12.646865,osm_pineta_43.5442_12.6469,Pineta,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/pineta_43.5442_12.6469.json,custom
43.541105,12.637448,osm_al_passante_43.5411_12.6374,Al Passante,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/al_passante_43.5411_12.6374.json,custom
43.513227,12.564105,osm_el_paso_43.5132_12.5641,El Paso,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/el_paso_43.5132_12.5641.json,custom
43.546151,12.647363,osm_la_gioconda_43.5462_12.6474,La Gioconda,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/la_gioconda_43.5462_12.6474.json,custom
43.523399,12.527366,osm_la_cerca_azienda_agricola_43.5234_12.5274,La Cerca Azienda Agricola,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/la_cerca_azienda_agricola_43.5234_12.5274.json,custom
43.560249,12.650680,osm_il_poeta_43.5602_12.6507,Il Poeta,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/il_poeta_43.5602_12.6507.json,custom
43.615320,12.672650,ov_stazione_di_servizio_esso___smirra_43.6153_12.6727,Stazione Di Servizio ESSO - Smirra,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/stazione_di_servizio_esso_-_smirra_43.6153_12.6727.json,custom
43.584593,12.672695,ov_osteria_lilli_43.5846_12.6727,Osteria Lilli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/osteria_lilli_43.5846_12.6727.json,custom
43.578857,12.669580,ov_bar_fontalba_43.5789_12.6696,Bar Fontalba,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/bar_fontalba_43.5789_12.6696.json,custom
43.553176,12.652746,ov_bar_pasticceria_dolce_gusto_43.5532_12.6527,Bar Pasticceria Dolce Gusto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/bar_pasticceria_dolce_gusto_43.5532_12.6527.json,custom
43.552569,12.652150,ov_foxy_bar_43.5526_12.6522,Foxy Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/foxy_bar_43.5526_12.6522.json,custom
43.548670,12.649782,ov_la_sartoria_43.5487_12.6498,La Sartoria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/la_sartoria_43.5487_12.6498.json,custom
43.546638,12.658840,ov_bar_mameli_43.5466_12.6588,Bar Mameli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/bar_mameli_43.5466_12.6588.json,custom
43.545126,12.652503,ov_bar_dello_sport_43.5451_12.6525,Bar Dello Sport,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/bar_dello_sport_43.5451_12.6525.json,custom
43.545853,12.647285,ov_caffe_del_teatro_43.5459_12.6473,Caffe del Teatro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/caffe_del_teatro_43.5459_12.6473.json,custom
43.546619,12.649233,ov_la_bottega_del_caff__43.5466_12.6492,La Bottega del Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/la_bottega_del_caff_43.5466_12.6492.json,custom
43.546351,12.650444,ov_bar_flaminia_43.5464_12.6504,Bar Flaminia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/bar_flaminia_43.5464_12.6504.json,custom
43.547071,12.648234,ov_squaqua__2_0_43.5471_12.6482,Squaqua' 2.0,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/squaqua_20_43.5471_12.6482.json,custom
43.546917,12.648438,ov_caffe_del_commercio_43.5469_12.6484,Caffe del Commercio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/caffe_del_commercio_43.5469_12.6484.json,custom
43.546871,12.648098,ov_caffe_d_italia_43.5469_12.6481,Caffe d'Italia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/caffe_ditalia_43.5469_12.6481.json,custom
43.546209,12.647630,ov_dolci_follie_43.5462_12.6476,Dolci Follie,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/dolci_follie_43.5462_12.6476.json,custom
43.527850,12.684381,ov_dal_pinno_43.5279_12.6844,Dal Pinno,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/dal_pinno_43.5279_12.6844.json,custom
43.531679,12.688065,ov_non_la_solita_sosta_43.5317_12.6881,Non la solita sosta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/non_la_solita_sosta_43.5317_12.6881.json,custom
43.513058,12.553207,ov_bar_vecchio_cinema_43.5131_12.5532,Bar Vecchio Cinema,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/bar_vecchio_cinema_43.5131_12.5532.json,custom
43.514874,12.554932,ov_papi_s_bar_43.5149_12.5549,Papi's Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/papis_bar_43.5149_12.5549.json,custom
43.514486,12.554693,ov_bar_chicca_43.5145_12.5547,Bar Chicca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/bar_chicca_43.5145_12.5547.json,custom
43.514779,12.554612,ov_bar_gelateria_marco_di_magnoni_43.5148_12.5546,Bar Gelateria Marco Di Magnoni,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/bar_gelateria_marco_di_magnoni_43.5148_12.5546.json,custom
43.504230,12.534870,ov_mai_di_luned____secchiano_di_cagli_43.5042_12.5349,Mai di Lunedì - Secchiano di Cagli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/mai_di_luned_-_secchiano_di_cagli_43.5042_12.5349.json,custom
43.546934,12.648561,osm_caff__del_commercio_43.5469_12.6486,Caffè del Commercio,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/caff_del_commercio_43.5469_12.6486.json,custom
43.546843,12.648063,osm_caff__d_italia_43.5468_12.6481,Caffè d'Italia,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/caff_ditalia_43.5468_12.6481.json,custom
43.543887,12.647423,osm_il_chiosco_43.5439_12.6474,Il Chiosco,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/il_chiosco_43.5439_12.6474.json,custom
43.552817,12.651837,osm_foxi_bar_di_ferri_lorenzo_43.5528_12.6518,Foxi Bar di Ferri Lorenzo,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/foxi_bar_di_ferri_lorenzo_43.5528_12.6518.json,custom
43.584984,12.676605,ov_a_s_d__scuderia_ca__le_ghiande_43.5850_12.6766,a.s.d. Scuderia Ca’ le Ghiande,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/asd_scuderia_ca_le_ghiande_43.5850_12.6766.json,custom
43.568870,12.664338,ov_dynamic_srls_palestra_43.5689_12.6643,Dynamic srls Palestra,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/dynamic_srls_palestra_43.5689_12.6643.json,custom
43.548567,12.649212,ov_movimento_e_fantasia_43.5486_12.6492,Movimento E Fantasia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/movimento_e_fantasia_43.5486_12.6492.json,custom
43.545286,12.660193,ov_alpha_box_43.5453_12.6602,Alpha Box,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/alpha_box_43.5453_12.6602.json,custom
43.599182,12.593652,ov_abbadia_di_naro_43.5992_12.5937,Abbadia di naro,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/abbadia_di_naro_43.5992_12.5937.json,custom
43.545000,12.646800,ov_rocca_torrione_43.5450_12.6468,Rocca Torrione,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/rocca_torrione_43.5450_12.6468.json,custom
43.546337,12.647792,ov_museo_archeologico_e_della_via_flaminia_43.5463_12.6478,Museo Archeologico e della Via Flaminia,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/museo_archeologico_e_della_via_flaminia_43.5463_12.6478.json,custom
43.545648,12.647229,osm_cagli_43.5456_12.6472,Cagli,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/cagli_43.5456_12.6472.json,custom
43.546102,12.656970,osm_cagli_1_43.5461_12.6570,Cagli 1,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/cagli_1_43.5461_12.6570.json,custom
43.545764,12.648375,ov_sistema_bibliotecario_catria_e_nerone_43.5458_12.6484,Sistema Bibliotecario Catria e Nerone,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/cagli/pages/sistema_bibliotecario_catria_e_nerone_43.5458_12.6484.json,custom
