# lat,lng,id,name,building_type,type,url,page_type
# Falconara Marittima -- Tutti
43.629220,13.395550,ov_asur_marche_43.6292_13.3956,Asur Marche,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/asur_marche_43.6292_13.3956.json,custom
43.621140,13.418040,ov_beach_bar_43.6211_13.4180,BEACH BAR,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/beach_bar_43.6211_13.4180.json,custom
43.621747,13.417777,ov_nuovo_windsurf___ristorante___bar_43.6217_13.4178,Nuovo Windsurf / Ristorante & Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/nuovo_windsurf_ristorante_bar_43.6217_13.4178.json,custom
43.622064,13.415862,ov_marchebar_tabaccheria_edicola_43.6221_13.4159,MarcheBar Tabaccheria Edicola,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/marchebar_tabaccheria_edicola_43.6221_13.4159.json,custom
43.621870,13.416218,ov_bar_la_vela_43.6219_13.4162,Bar La Vela,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/bar_la_vela_43.6219_13.4162.json,custom
43.623335,13.410479,ov_sforno_43.6233_13.4105,Sforno,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/sforno_43.6233_13.4105.json,custom
43.625713,13.407894,ov_stabilimento_bar_le_palme_43.6257_13.4079,Stabilimento Bar Le Palme,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/stabilimento_bar_le_palme_43.6257_13.4079.json,custom
43.625882,13.407998,ov_giemme_bagni_18_43.6259_13.4080,GIEMME Bagni 18,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/giemme_bagni_18_43.6259_13.4080.json,custom
43.624680,13.410266,ov_caracas_cafe_birreria_balneare_43.6247_13.4103,Caracas Cafe Birreria Balneare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/caracas_cafe_birreria_balneare_43.6247_13.4103.json,custom
43.614729,13.394675,osm_bigbon_bar_43.6147_13.3947,BigBon Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/bigbon_bar_43.6147_13.3947.json,custom
43.615820,13.394810,osm_caffetteria_43.6158_13.3948,Caffetteria,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/caffetteria_43.6158_13.3948.json,custom
43.628882,13.398448,osm_caff__della_piazza_43.6289_13.3984,Caffè della Piazza,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/caff_della_piazza_43.6289_13.3984.json,custom
43.624729,13.410336,osm_caracas_caf__43.6247_13.4103,Caracas Café,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/caracas_caf_43.6247_13.4103.json,custom
43.630631,13.394836,osm_la_valevineria_43.6306_13.3948,La Valevineria,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/la_valevineria_43.6306_13.3948.json,custom
43.628952,13.398258,osm_caff__saccaria_43.6290_13.3983,Caffè Saccaria,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/caff_saccaria_43.6290_13.3983.json,custom
43.622031,13.415954,osm_taccalite_43.6220_13.4160,Taccalite,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/taccalite_43.6220_13.4160.json,custom
43.629727,13.395435,osm_matin___bistrot_43.6297_13.3954,Matinéé Bistrot,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/matin_bistrot_43.6297_13.3954.json,custom
43.621154,13.412085,osm_bar_pasticceria_le_ville_43.6212_13.4121,Bar Pasticceria le Ville,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/bar_pasticceria_le_ville_43.6212_13.4121.json,custom
43.612681,13.376322,osm_tesoro_pasticceria_caffetteria_43.6127_13.3763,Tesoro Pasticceria Caffetteria,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/tesoro_pasticceria_caffetteria_43.6127_13.3763.json,custom
43.637107,13.376095,osm_derby_bar_43.6371_13.3761,Derby bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/derby_bar_43.6371_13.3761.json,custom
43.633767,13.386864,osm_regina_snack_bar_43.6338_13.3869,Regina Snack Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/regina_snack_bar_43.6338_13.3869.json,custom
43.647793,13.350111,osm_bar_adriatico_43.6478_13.3501,Bar Adriatico,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/bar_adriatico_43.6478_13.3501.json,custom
43.625475,13.383895,osm_omar_caf__43.6255_13.3839,Omar Café,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/omar_caf_43.6255_13.3839.json,custom
43.643600,13.363328,osm_bar_eni_43.6436_13.3633,Bar Eni,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/bar_eni_43.6436_13.3633.json,custom
43.629040,13.398264,osm_tazze_pazze_43.6290_13.3983,Tazze Pazze,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/tazze_pazze_43.6290_13.3983.json,custom
43.621038,13.383578,osm_twins_43.6210_13.3836,Twins,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/twins_43.6210_13.3836.json,custom
43.622510,13.414124,osm_bar_enjoy_2_0_43.6225_13.4141,Bar Enjoy 2.0,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/bar_enjoy_20_43.6225_13.4141.json,custom
43.639979,13.368203,osm_il_baretto_della_rocca_43.6400_13.3682,Il baretto della rocca,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/il_baretto_della_rocca_43.6400_13.3682.json,custom
43.510521,13.231080,ov_isla_latina_43.5105_13.2311,Isla Latina,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/isla_latina_43.5105_13.2311.json,custom
43.610814,13.365254,ov_gymtribe_43.6108_13.3653,GymTribe,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/gymtribe_43.6108_13.3653.json,custom
43.609859,13.369749,ov_palextra_43.6099_13.3697,Palextra,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/palextra_43.6099_13.3697.json,custom
43.609549,13.370733,ov_asd_pallavolo_castelferretti_43.6095_13.3707,ASD Pallavolo Castelferretti,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/asd_pallavolo_castelferretti_43.6095_13.3707.json,custom
43.623798,13.379182,ov_pala_badiali___falconara_marittima_43.6238_13.3792,Pala Badiali - Falconara Marittima,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/pala_badiali_-_falconara_marittima_43.6238_13.3792.json,custom
43.618108,13.372585,ov_supreme_sport___salute_43.6181_13.3726,Supreme Sport & Salute,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/supreme_sport_salute_43.6181_13.3726.json,custom
43.613983,13.367774,ov_palestra_sport_e_salute_43.6140_13.3678,Palestra Sport e Salute,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/palestra_sport_e_salute_43.6140_13.3678.json,custom
43.645850,13.357440,ov_stronghold286_43.6459_13.3574,Stronghold286,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/stronghold286_43.6459_13.3574.json,custom
43.642706,13.363640,ov_we_are_stronghold_43.6427_13.3636,We are Stronghold,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/we_are_stronghold_43.6427_13.3636.json,custom
43.638330,13.372500,ov_lapprodosicuro_43.6383_13.3725,lapprodosicuro,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/lapprodosicuro_43.6383_13.3725.json,custom
43.638110,13.372540,ov_circolo_fiumesino_43.6381_13.3725,Circolo Fiumesino,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/circolo_fiumesino_43.6381_13.3725.json,custom
43.627320,13.404739,ov_blu___bagni_12_43.6273_13.4047,Blu - Bagni 12,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/blu_-_bagni_12_43.6273_13.4047.json,custom
43.623607,13.395101,ov_palestra_falconara_alta_43.6236_13.3951,Palestra Falconara alta,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/palestra_falconara_alta_43.6236_13.3951.json,custom
43.623285,13.393278,ov_municipio_di_falconara_marittima_43.6233_13.3933,Municipio di falconara marittima,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/municipio_di_falconara_marittima_43.6233_13.3933.json,custom
43.620163,13.382570,ov_polisportiva_athlon_ssdarl__palestra__43.6202_13.3826,Polisportiva Athlon SSDaRL (Palestra),GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/polisportiva_athlon_ssdarl_palestra_43.6202_13.3826.json,custom
43.608180,13.398904,ov_il_mosquero_43.6082_13.3989,Il Mosquero,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/il_mosquero_43.6082_13.3989.json,custom
43.619892,13.421264,ov_palestra_karma_fit_43.6199_13.4213,Palestra Karma Fit,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/palestra_karma_fit_43.6199_13.4213.json,custom
43.621235,13.412072,ov_palestra_le_ville_sport_club_43.6212_13.4121,Palestra Le Ville Sport Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/palestra_le_ville_sport_club_43.6212_13.4121.json,custom
43.623692,13.409450,ov_gruppo_sportivo_il_faro_falconara_43.6237_13.4094,Gruppo Sportivo Il Faro Falconara,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/gruppo_sportivo_il_faro_falconara_43.6237_13.4094.json,custom
43.620064,13.382865,osm_palestra_athlon_43.6201_13.3829,Palestra Athlon,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/palestra_athlon_43.6201_13.3829.json,custom
43.641175,13.366384,ov_castello_di_rocca_priora_43.6412_13.3664,Castello di Rocca Priora,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/castello_di_rocca_priora_43.6412_13.3664.json,custom
43.626805,13.394844,ov_museo_della_resistenza_43.6268_13.3948,Museo della Resistenza,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/museo_della_resistenza_43.6268_13.3948.json,custom
43.621651,13.411595,osm_poste_italiane_falconara_marittima_2_43.6217_13.4116,Poste Italiane Falconara Marittima 2,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/poste_italiane_falconara_marittima_2_43.6217_13.4116.json,custom
43.629696,13.391848,ov_biblioteca_francescana_43.6297_13.3918,Biblioteca Francescana,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/biblioteca_francescana_43.6297_13.3918.json,custom
43.629218,13.396903,ov_biblioteca_comunale_di_falconara_maritti_43.6292_13.3969,Biblioteca Comunale di Falconara Marittima,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/biblioteca_comunale_di_falconara_maritti_43.6292_13.3969.json,custom
43.627170,13.400850,ov_biblioteca_il_martin_lettore___premio_li_43.6272_13.4009,Biblioteca Il Martin Lettore - Premio libro per l'ambiente,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/falconara_marittima/pages/biblioteca_il_martin_lettore_-_premio_li_43.6272_13.4009.json,custom
