# lat,lng,id,name,building_type,type,url,page_type
# Procida -- Tutti
40.749592,14.013122,ov_ospedale_l_isola_procida_40.7496_14.0131,Ospedale L Isola Procida,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/ospedale_l_isola_procida_40.7496_14.0131.json,custom
40.765094,14.029728,ov_hook___no_flag_food_40.7651_14.0297,Hook - No Flag Food,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/hook_-_no_flag_food_40.7651_14.0297.json,custom
40.765150,14.030307,ov_fammivento_40.7652_14.0303,Fammivento,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/fammivento_40.7652_14.0303.json,custom
40.765300,14.032324,ov_ristorante_la_controra_40.7653_14.0323,Ristorante La Controra,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/ristorante_la_controra_40.7653_14.0323.json,custom
40.765312,14.030930,ov_pier_21_procida_40.7653_14.0309,Pier 21 Procida,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/pier_21_procida_40.7653_14.0309.json,custom
40.765490,14.029114,ov_il_cantinone_40.7655_14.0291,Il Cantinone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/il_cantinone_40.7655_14.0291.json,custom
40.765497,14.028680,ov_pescheria_f_lli_parascandolo_40.7655_14.0287,Pescheria F.lli Parascandolo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/pescheria_flli_parascandolo_40.7655_14.0287.json,custom
40.765574,14.029341,ov_albatros_40.7656_14.0293,Albatros,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/albatros_40.7656_14.0293.json,custom
40.765806,14.024480,ov_la_grotta_dei_saraceni_40.7658_14.0245,La Grotta dei Saraceni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/la_grotta_dei_saraceni_40.7658_14.0245.json,custom
40.765658,14.026678,ov_blanco_2_0_burger___drink___beef_40.7657_14.0267,Blanco 2.0 Burger - Drink - Beef,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/blanco_20_burger_-_drink_-_beef_40.7657_14.0267.json,custom
40.765584,14.026184,ov_cico_40.7656_14.0262,Cico,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/cico_40.7656_14.0262.json,custom
40.765576,14.026936,ov_la_medusa_ristorante_40.7656_14.0269,La Medusa Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/la_medusa_ristorante_40.7656_14.0269.json,custom
40.765582,14.027972,ov_cn_45_ristorante_40.7656_14.0280,Cn 45 ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/cn_45_ristorante_40.7656_14.0280.json,custom
40.765545,14.028203,ov_a_un_passo_dal_mare_40.7655_14.0282,A Un Passo dal Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/a_un_passo_dal_mare_40.7655_14.0282.json,custom
40.765541,14.028526,ov_ristorante_l_approdo_40.7655_14.0285,Ristorante L'Approdo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/ristorante_lapprodo_40.7655_14.0285.json,custom
40.765390,14.024730,ov_re_ferdinando_ristorante_40.7654_14.0247,Re Ferdinando Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/re_ferdinando_ristorante_40.7654_14.0247.json,custom
40.763964,14.018330,ov_pizzeria_da_asporto_guida_40.7640_14.0183,Pizzeria da asporto Guida,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/pizzeria_da_asporto_guida_40.7640_14.0183.json,custom
40.762963,14.025846,ov_il_vefio_40.7630_14.0258,Il Vefio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/il_vefio_40.7630_14.0258.json,custom
40.762707,14.030446,ov_seja_restaurant_40.7627_14.0304,Seja Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/seja_restaurant_40.7627_14.0304.json,custom
40.761381,14.031704,ov_la_lampara_40.7614_14.0317,La Lampara,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/la_lampara_40.7614_14.0317.json,custom
40.761418,14.029937,ov_bufalino_steakhouse_40.7614_14.0299,bufalino_steakhouse,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/bufalinosteakhouse_40.7614_14.0299.json,custom
40.761607,14.029124,ov_la_locanda_del_postino_40.7616_14.0291,La Locanda del Postino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/la_locanda_del_postino_40.7616_14.0291.json,custom
40.761747,14.030400,ov_caracal__40.7617_14.0304,Caracalè,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/caracal_40.7617_14.0304.json,custom
40.761720,14.030026,ov_ristorante_gorgonia_40.7617_14.0300,Ristorante Gorgonia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/ristorante_gorgonia_40.7617_14.0300.json,custom
40.761705,14.030524,ov_il_pescatore_40.7617_14.0305,Il Pescatore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/il_pescatore_40.7617_14.0305.json,custom
40.761616,14.028874,ov_ristorante_pizzeria_fuego_40.7616_14.0289,Ristorante Pizzeria Fuego,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/ristorante_pizzeria_fuego_40.7616_14.0289.json,custom
40.761686,14.029659,ov_bar_ristorante_graziella_40.7617_14.0297,Bar Ristorante Graziella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/bar_ristorante_graziella_40.7617_14.0297.json,custom
40.761759,14.029382,ov_il_maestrale_40.7618_14.0294,Il Maestrale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/il_maestrale_40.7618_14.0294.json,custom
40.761771,14.029758,ov_ristorante_da_maria_alla_corricella_40.7618_14.0298,Ristorante da Maria alla Corricella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/ristorante_da_maria_alla_corricella_40.7618_14.0298.json,custom
40.762262,14.031017,ov_assafa_40.7623_14.0310,Assafa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/assafa_40.7623_14.0310.json,custom
40.762204,14.030207,ov_glencora___charter_a_vela_40.7622_14.0302,Glencora - Charter a Vela,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/glencora_-_charter_a_vela_40.7622_14.0302.json,custom
40.762231,14.030740,ov_la_piazzetta_procida_40.7622_14.0307,La Piazzetta Procida,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/la_piazzetta_procida_40.7622_14.0307.json,custom
40.760410,14.022280,ov_silverio_ortofrutta_40.7604_14.0223,Silverio Ortofrutta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/silverio_ortofrutta_40.7604_14.0223.json,custom
40.759893,14.010271,ov_acqua_pazza_40.7599_14.0103,Acqua Pazza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/acqua_pazza_40.7599_14.0103.json,custom
40.758028,14.012803,ov_ristorante_la_pergola_40.7580_14.0128,Ristorante La Pergola,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/ristorante_la_pergola_40.7580_14.0128.json,custom
40.756096,14.019865,ov_laconchigliadatonino_40.7561_14.0199,laconchigliadatonino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/laconchigliadatonino_40.7561_14.0199.json,custom
40.679482,14.756248,ov_bell_e_buon_40.6795_14.7562,Bell e Buon,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/bell_e_buon_40.6795_14.7562.json,custom
40.750009,14.004579,ov_cynara_solarium___cocktail_bar___restaur_40.7500_14.0046,CYNARA Solarium | Cocktail Bar | Restaurant,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/cynara_solarium_cocktail_bar_restaurant_40.7500_14.0046.json,custom
40.749163,14.005042,ov_paradise_cafe_40.7492_14.0050,Paradise Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/paradise_cafe_40.7492_14.0050.json,custom
40.751783,14.012955,ov_tenuta_angelina_40.7518_14.0130,Tenuta Angelina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/tenuta_angelina_40.7518_14.0130.json,custom
40.765047,14.029711,ov_enoteca_del_borgo_antico_40.7650_14.0297,Enoteca del Borgo Antico,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/enoteca_del_borgo_antico_40.7650_14.0297.json,custom
40.765161,14.030143,ov_dal_cavaliere_40.7652_14.0301,Dal Cavaliere,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/dal_cavaliere_40.7652_14.0301.json,custom
40.765356,14.029784,ov_pasticceriabarroma_procida_40.7654_14.0298,Pasticceriabarroma Procida,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/pasticceriabarroma_procida_40.7654_14.0298.json,custom
40.765373,14.029775,ov_bar_roma___isola_di_procida_40.7654_14.0298,Bar ROMA.. Isola di PROCIDA,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/bar_roma_isola_di_procida_40.7654_14.0298.json,custom
40.765632,14.026793,ov_bar_ristorante_blanco_40.7656_14.0268,Bar Ristorante Blanco,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/bar_ristorante_blanco_40.7656_14.0268.json,custom
40.765634,14.026605,ov_gm_bar_legacy_40.7656_14.0266,GM Bar Legacy,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/gm_bar_legacy_40.7656_14.0266.json,custom
40.765581,14.027472,ov_capriccio_bar_40.7656_14.0275,Capriccio Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/capriccio_bar_40.7656_14.0275.json,custom
40.762147,14.031151,ov_bellavista_cocktail_bar_40.7621_14.0312,Bellavista Cocktail Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/bellavista_cocktail_bar_40.7621_14.0312.json,custom
40.762071,14.029968,ov_l_unico_biobarbazar_40.7621_14.0300,L'Unico Biobarbazar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/lunico_biobarbazar_40.7621_14.0300.json,custom
40.761574,14.028517,ov_seabar_40.7616_14.0285,SeaBar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/seabar_40.7616_14.0285.json,custom
40.761518,14.028310,ov_felice_mare_40.7615_14.0283,Felice Mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/felice_mare_40.7615_14.0283.json,custom
40.761515,14.028242,ov_chiaro_di_luna_40.7615_14.0282,Chiaro di Luna,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/chiaro_di_luna_40.7615_14.0282.json,custom
40.761295,14.027906,ov_blu_40.7613_14.0279,blu,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/blu_40.7613_14.0279.json,custom
40.756931,14.018520,ov_enoteca_la_cantinella_40.7569_14.0185,Enoteca La Cantinella,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/enoteca_la_cantinella_40.7569_14.0185.json,custom
40.848393,14.375631,ov_la_lingua_40.8484_14.3756,La Lingua,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/la_lingua_40.8484_14.3756.json,custom
40.765373,14.029775,osm_pasticceria_bar_roma_40.7654_14.0298,Pasticceria Bar Roma,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/pasticceria_bar_roma_40.7654_14.0298.json,custom
40.765239,14.032087,ov_procida_cinema_hall_40.7652_14.0321,Procida Cinema Hall,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/procida_cinema_hall_40.7652_14.0321.json,custom
40.766937,14.015138,ov_procida_diving_center_40.7669_14.0151,Procida Diving Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/procida_diving_center_40.7669_14.0151.json,custom
40.765524,14.025223,ov_energy_club_40.7655_14.0252,Energy Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/energy_club_40.7655_14.0252.json,custom
40.765560,14.027210,ov_power_gym_40.7656_14.0272,Power Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/power_gym_40.7656_14.0272.json,custom
40.756847,14.009470,ov_fitness_procida_40.7568_14.0095,Fitness Procida,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/fitness_procida_40.7568_14.0095.json,custom
40.753905,14.009769,ov_campo_sportivo_di_procida_40.7539_14.0098,Campo Sportivo di Procida,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/campo_sportivo_di_procida_40.7539_14.0098.json,custom
40.766700,14.033300,ov_ex_carcere_di_procida_40.7667_14.0333,Ex Carcere Di Procida,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/ex_carcere_di_procida_40.7667_14.0333.json,custom
40.764554,14.031792,ov_museo_del_mare_40.7646_14.0318,Museo del Mare,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/museo_del_mare_40.7646_14.0318.json,custom
40.761323,14.034837,ov_museo_civico_di_procida_40.7613_14.0348,Museo Civico di Procida,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/museo_civico_di_procida_40.7613_14.0348.json,custom
40.761668,14.028696,ov_piazzetta_massimo_troisi_40.7617_14.0287,Piazzetta Massimo Troisi,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/piazzetta_massimo_troisi_40.7617_14.0287.json,custom
40.761510,14.034940,ov_area_espositiva_terra_40.7615_14.0349,Area espositiva Terra,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/area_espositiva_terra_40.7615_14.0349.json,custom
40.761495,14.034906,ov_la_casa_di_graziella_40.7615_14.0349,La Casa di Graziella,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/la_casa_di_graziella_40.7615_14.0349.json,custom
40.762141,14.035492,ov_palazzo_d_avalos_40.7621_14.0355,Palazzo d'Avalos,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/procida/pages/palazzo_davalos_40.7621_14.0355.json,custom
