# lat,lng,id,name,building_type,type,url,page_type
# Comiso -- Tutti
36.949982,14.609443,ov_centro_medico_athena_36.9500_14.6094,Centro Medico Athena,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/centro_medico_athena_36.9500_14.6094.json,custom
36.951524,14.603077,ov_capricci_del_fornaio_36.9515_14.6031,Capricci del Fornaio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/capricci_del_fornaio_36.9515_14.6031.json,custom
36.952131,14.606954,ov_degno_shop_36.9521_14.6070,Degno shop,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/degno_shop_36.9521_14.6070.json,custom
36.950542,14.607199,ov_la_chance_pizzeria_kebab_36.9505_14.6072,La Chance Pizzeria Kebab,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/la_chance_pizzeria_kebab_36.9505_14.6072.json,custom
36.950707,14.606608,ov_charleston_36.9507_14.6066,Charleston,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/charleston_36.9507_14.6066.json,custom
36.949688,14.608273,ov_pizzeria_charme_36.9497_14.6083,Pizzeria Charme,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/pizzeria_charme_36.9497_14.6083.json,custom
36.950853,14.612075,ov_ristorando_scarl_36.9509_14.6121,Ristorando SCARL,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/ristorando_scarl_36.9509_14.6121.json,custom
36.949499,14.610728,ov_gnam_36.9495_14.6107,Gnam,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/gnam_36.9495_14.6107.json,custom
36.949509,14.610685,ov_strapizzami_36.9495_14.6107,Strapizzami,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/strapizzami_36.9495_14.6107.json,custom
36.964000,14.635800,ov_agriturismo_torre_di_canicarao_36.9640_14.6358,Agriturismo torre di canicarao,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/agriturismo_torre_di_canicarao_36.9640_14.6358.json,custom
36.966010,14.611640,ov_donnalina_non_solo_trattoria_di_pesce_36.9660_14.6116,Donnalina non solo trattoria di pesce,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/donnalina_non_solo_trattoria_di_pesce_36.9660_14.6116.json,custom
36.958442,14.606098,ov_pizzeria_trattoria_il_gatto_con_gli_stiv_36.9584_14.6061,Pizzeria Trattoria Il Gatto Con Gli Stivali,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/pizzeria_trattoria_il_gatto_con_gli_stiv_36.9584_14.6061.json,custom
36.970772,14.599380,ov_habanero_ristorante_36.9708_14.5994,Habanero Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/habanero_ristorante_36.9708_14.5994.json,custom
36.977822,14.597183,ov_tanguera_comiso_36.9778_14.5972,Tanguera comiso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/tanguera_comiso_36.9778_14.5972.json,custom
36.991934,14.597173,ov_o_campu_ristorante_pizzeria__36.9919_14.5972,O'campu Ristorante Pizzeria.,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/ocampu_ristorante_pizzeria_36.9919_14.5972.json,custom
37.023322,14.584629,ov_why_not__pedalino_37.0233_14.5846,Why-not. Pedalino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/why-not_pedalino_37.0233_14.5846.json,custom
37.022923,14.583144,ov_la_piazzetta_e_il_giardino_37.0229_14.5831,La Piazzetta e il giardino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/la_piazzetta_e_il_giardino_37.0229_14.5831.json,custom
38.123008,14.788932,ov_osteria_delle_palme_38.1230_14.7889,Osteria Delle Palme,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/osteria_delle_palme_38.1230_14.7889.json,custom
36.940294,14.594492,ov_la_1___incardona_bar_tabacchi_36.9403_14.5945,La 1 - Incardona Bar Tabacchi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/la_1_-_incardona_bar_tabacchi_36.9403_14.5945.json,custom
36.940670,14.595110,ov_vanity_deluxe_cafe_36.9407_14.5951,Vanity Deluxe CAFE,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/vanity_deluxe_cafe_36.9407_14.5951.json,custom
36.942555,14.600314,ov_new_caffetteria_del_corso_36.9426_14.6003,New Caffetteria del Corso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/new_caffetteria_del_corso_36.9426_14.6003.json,custom
36.945724,14.603438,ov_bar_sport_36.9457_14.6034,Bar Sport,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/bar_sport_36.9457_14.6034.json,custom
36.946573,14.603315,ov_caffe_maestro_36.9466_14.6033,Caffe Maestro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/caffe_maestro_36.9466_14.6033.json,custom
36.946174,14.604483,ov_intorno_al_giardino_36.9462_14.6045,Intorno Al Giardino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/intorno_al_giardino_36.9462_14.6045.json,custom
36.946020,14.604209,ov_mug_36.9460_14.6042,MUG,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/mug_36.9460_14.6042.json,custom
36.945603,14.606833,ov_elcaf__36.9456_14.6068,elCafé,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/elcaf_36.9456_14.6068.json,custom
36.944877,14.605552,ov_caffe_annunziata_36.9449_14.6056,Caffe Annunziata,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/caffe_annunziata_36.9449_14.6056.json,custom
36.947534,14.603896,ov_meet_caff__36.9475_14.6039,Meet Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/meet_caff_36.9475_14.6039.json,custom
36.948241,14.604920,ov_bar_borabora_comiso_36.9482_14.6049,Bar borabora comiso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/bar_borabora_comiso_36.9482_14.6049.json,custom
36.950539,14.601862,ov_quipay_phone_center_e_t__36.9505_14.6019,QuiPay Phone Center E.T.,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/quipay_phone_center_et_36.9505_14.6019.json,custom
36.951787,14.601936,ov_caffe_borghese_36.9518_14.6019,Caffe Borghese,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/caffe_borghese_36.9518_14.6019.json,custom
36.957041,14.599341,ov_naif_art_cafe_36.9570_14.5993,Naif Art Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/naif_art_cafe_36.9570_14.5993.json,custom
36.957385,14.602811,ov_white_bar_36.9574_14.6028,White Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/white_bar_36.9574_14.6028.json,custom
36.955907,14.608360,ov_gran_caffe_36.9559_14.6084,Gran Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/gran_caffe_36.9559_14.6084.json,custom
36.957182,14.608151,ov_chicco_nero_36.9572_14.6082,Chicco Nero,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/chicco_nero_36.9572_14.6082.json,custom
36.957897,14.607769,ov_sertiz_caf__casmeneo_36.9579_14.6078,Sertiz Cafè Casmeneo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/sertiz_caf_casmeneo_36.9579_14.6078.json,custom
36.953306,14.605954,ov_mug_coffe_shop_36.9533_14.6060,Mug Coffe Shop,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/mug_coffe_shop_36.9533_14.6060.json,custom
36.952476,14.605720,ov_caffe_manhattan_36.9525_14.6057,Caffe Manhattan,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/caffe_manhattan_36.9525_14.6057.json,custom
36.951093,14.607407,ov_pasticceria_caffetteria_barone_36.9511_14.6074,Pasticceria Caffetteria Barone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/pasticceria_caffetteria_barone_36.9511_14.6074.json,custom
36.950605,14.607189,ov_big_bar_brazil_cafe_36.9506_14.6072,Big Bar Brazil Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/big_bar_brazil_cafe_36.9506_14.6072.json,custom
36.951111,14.605771,ov_ffre_fire_mf_36.9511_14.6058,Ffre Fire Mf,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/ffre_fire_mf_36.9511_14.6058.json,custom
36.951411,14.603099,ov_the_coffee_people_36.9514_14.6031,The Coffee People,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/the_coffee_people_36.9514_14.6031.json,custom
36.949973,14.605045,ov_al_solito_posto_36.9500_14.6050,Al Solito Posto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/al_solito_posto_36.9500_14.6050.json,custom
36.949499,14.608077,ov_8_e_mezzo_cafe_36.9495_14.6081,8 E Mezzo Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/8_e_mezzo_cafe_36.9495_14.6081.json,custom
36.952411,14.613642,ov_cafe_prestige_36.9524_14.6136,Cafe Prestige,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/cafe_prestige_36.9524_14.6136.json,custom
36.951457,14.613738,ov_cantiere_produttivo_miro_36.9515_14.6137,Cantiere Produttivo Miro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/cantiere_produttivo_miro_36.9515_14.6137.json,custom
36.968973,14.613925,ov_nabi_cafe_36.9690_14.6139,Nabi Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/nabi_cafe_36.9690_14.6139.json,custom
36.958504,14.606017,ov_les_fleurs_du_mal_36.9585_14.6060,Les Fleurs du Mal,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/les_fleurs_du_mal_36.9585_14.6060.json,custom
37.023356,14.584095,ov_internetcaf__37.0234_14.5841,InternetCafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/internetcaf_37.0234_14.5841.json,custom
37.023658,14.584582,ov_plaza_cafe_37.0237_14.5846,Plaza Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/plaza_cafe_37.0237_14.5846.json,custom
37.023926,14.584734,ov_ristorante_pizzeria_la_borgatella_37.0239_14.5847,Ristorante Pizzeria La Borgatella,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/ristorante_pizzeria_la_borgatella_37.0239_14.5847.json,custom
37.023370,14.583073,ov_teen_agers_pub_37.0234_14.5831,Teen Agers Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/teen_agers_pub_37.0234_14.5831.json,custom
37.022452,14.577520,ov_bar_gea_37.0225_14.5775,Bar Gea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/bar_gea_37.0225_14.5775.json,custom
37.022491,14.577522,ov_in_cucina_con_fausta_37.0225_14.5775,In Cucina con Fausta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/in_cucina_con_fausta_37.0225_14.5775.json,custom
36.938104,14.588464,ov_sniper_club_pedalino_36.9381_14.5885,Sniper Club Pedalino,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/sniper_club_pedalino_36.9381_14.5885.json,custom
36.940336,14.604926,ov_fitnessclub_a_s_d_36.9403_14.6049,FitnessClub A.S.D,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/fitnessclub_asd_36.9403_14.6049.json,custom
36.940900,14.595128,ov_come_dancing_e_fitness_36.9409_14.5951,Come dancing e Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/come_dancing_e_fitness_36.9409_14.5951.json,custom
36.941363,14.604728,ov_palazzetto_spallanzani_36.9414_14.6047,Palazzetto Spallanzani,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/palazzetto_spallanzani_36.9414_14.6047.json,custom
36.946162,14.611854,ov_palestra_gymnasium_karate_36.9462_14.6119,Palestra Gymnasium Karate,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/palestra_gymnasium_karate_36.9462_14.6119.json,custom
36.948476,14.602353,ov_base_club_36.9485_14.6024,Base Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/base_club_36.9485_14.6024.json,custom
36.956367,14.604076,ov_equator_sport_clinic___centro_di_salute__36.9564_14.6041,Equator Sport Clinic - Centro di Salute e Allenamento Person,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/equator_sport_clinic_-_centro_di_salute__36.9564_14.6041.json,custom
36.953328,14.608742,ov_dott__stefano_venezia_chinesiologo_36.9533_14.6087,Dott. Stefano Venezia Chinesiologo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/dott_stefano_venezia_chinesiologo_36.9533_14.6087.json,custom
36.951110,14.605710,ov_new_bobadilla_fitness_club_comiso_36.9511_14.6057,New Bobadilla Fitness Club Comiso,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/new_bobadilla_fitness_club_comiso_36.9511_14.6057.json,custom
36.950764,14.610451,ov_timbay__36.9508_14.6105,Timbayè,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/timbay_36.9508_14.6105.json,custom
36.950199,14.612757,ov_dance_school_academy_comiso_36.9502_14.6128,Dance School Academy Comiso,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/dance_school_academy_comiso_36.9502_14.6128.json,custom
36.960722,14.610962,ov_artedanza_tersicore_di_roberta_piccilli_36.9607_14.6110,Artedanza Tersicore di Roberta Piccilli,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/artedanza_tersicore_di_roberta_piccilli_36.9607_14.6110.json,custom
36.961196,14.610673,ov_gold_gym_comiso_36.9612_14.6107,Gold Gym Comiso,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/gold_gym_comiso_36.9612_14.6107.json,custom
36.977625,14.597078,ov_asd_billona_campo_da_calcio_36.9776_14.5971,ASD Billona campo da calcio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/comiso/pages/asd_billona_campo_da_calcio_36.9776_14.5971.json,custom
