# lat,lng,id,name,building_type,type,url,page_type
# Sant'Agata di Militello -- Tutti
38.066459,14.627541,ov_ospedale_s__agata_militello_38.0665_14.6275,Ospedale S. Agata Militello,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/ospedale_s_agata_militello_38.0665_14.6275.json,custom
38.072056,14.635731,ov_ristorante_asteria_di_pino_38.0721_14.6357,Ristorante Asteria di Pino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/ristorante_asteria_di_pino_38.0721_14.6357.json,custom
38.072512,14.638083,ov_lido_lunarossa_38.0725_14.6381,Lido Lunarossa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/lido_lunarossa_38.0725_14.6381.json,custom
38.068619,14.634768,ov_ramona_ristorante_pizzeria_38.0686_14.6348,Ramona Ristorante Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/ramona_ristorante_pizzeria_38.0686_14.6348.json,custom
38.068693,14.637097,ov_riolo_alessio_38.0687_14.6371,Riolo Alessio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/riolo_alessio_38.0687_14.6371.json,custom
38.068684,14.632725,ov_ambrosia_osteria_contemporanea_38.0687_14.6327,Ambrosia osteria contemporanea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/ambrosia_osteria_contemporanea_38.0687_14.6327.json,custom
38.069067,14.638529,ov_la_bottega_di_rosa_e_nino_38.0691_14.6385,La Bottega di Rosa e Nino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/la_bottega_di_rosa_e_nino_38.0691_14.6385.json,custom
38.069423,14.639241,ov_la_brasserie_38.0694_14.6392,La Brasserie,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/la_brasserie_38.0694_14.6392.json,custom
38.069130,14.635882,ov_pizza_house_38.0691_14.6359,Pizza House,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/pizza_house_38.0691_14.6359.json,custom
38.070492,14.620675,ov_agora_porto_38.0705_14.6207,Agora Porto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/agora_porto_38.0705_14.6207.json,custom
38.070653,14.632995,ov_osteria_a_modo_nostro_38.0707_14.6330,Osteria A Modo Nostro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/osteria_a_modo_nostro_38.0707_14.6330.json,custom
38.070506,14.632488,ov_trattoria_za_pippina_38.0705_14.6325,Trattoria Za Pippina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/trattoria_za_pippina_38.0705_14.6325.json,custom
38.070504,14.635705,ov_i_due_fratelli_38.0705_14.6357,I due fratelli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/i_due_fratelli_38.0705_14.6357.json,custom
38.068428,14.631363,ov_80_fame_rosticceria_38.0684_14.6314,80 Fame Rosticceria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/80_fame_rosticceria_38.0684_14.6314.json,custom
38.068362,14.635814,ov_pizzeria_antonio_38.0684_14.6358,Pizzeria Antonio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/pizzeria_antonio_38.0684_14.6358.json,custom
38.068214,14.630940,ov_amplifon_via_giacomo_medici__sant_agata__38.0682_14.6309,"Amplifon Via Giacomo Medici, Sant'Agata Di Militello",RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/amplifon_via_giacomo_medici_santagata_di_38.0682_14.6309.json,custom
38.068193,14.628851,ov_olio_agathos_38.0682_14.6289,Olio Agathos,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/olio_agathos_38.0682_14.6289.json,custom
38.067635,14.634130,ov_la_salumeria_del_duomo___s_agata_di_m_ll_38.0676_14.6341,La Salumeria del Duomo - S.Agata di M.llo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/la_salumeria_del_duomo_-_sagata_di_mllo_38.0676_14.6341.json,custom
38.067320,14.630289,ov_ristorante_natale_38.0673_14.6303,Ristorante Natale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/ristorante_natale_38.0673_14.6303.json,custom
38.067089,14.634132,ov_l_angolo_della_focaccia_38.0671_14.6341,L'Angolo della Focaccia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/langolo_della_focaccia_38.0671_14.6341.json,custom
38.066937,14.627885,ov_pizza_house_38.0669_14.6279,Pizza House,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/pizza_house_38.0669_14.6279.json,custom
38.066799,14.628003,ov_divina_pizza_38.0668_14.6280,Divina Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/divina_pizza_38.0668_14.6280.json,custom
38.066677,14.628511,ov_viking_sushi_s__agata_di_militello_38.0667_14.6285,Viking Sushi S. Agata di Militello,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/viking_sushi_s_agata_di_militello_38.0667_14.6285.json,custom
38.064809,14.629677,ov_la_vichinga_dei_nebrodi_38.0648_14.6297,La Vichinga dei Nebrodi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/la_vichinga_dei_nebrodi_38.0648_14.6297.json,custom
38.065763,14.625870,ov_l_angolo_del_buongustaio_38.0658_14.6259,L'Angolo Del Buongustaio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/langolo_del_buongustaio_38.0658_14.6259.json,custom
38.066146,14.625737,ov_amplifon_via_giacomo_medici__sant_agata__38.0661_14.6257,"Amplifon Via Giacomo Medici, Sant'Agata Di Militello",RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/amplifon_via_giacomo_medici_santagata_di_38.0661_14.6257.json,custom
38.067543,14.613511,ov_isola_dei_sapori_ristobar_38.0675_14.6135,Isola Dei Sapori RistoBar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/isola_dei_sapori_ristobar_38.0675_14.6135.json,custom
38.075644,14.642086,ov_bar_karibe_new_38.0756_14.6421,Bar Karibe New,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/bar_karibe_new_38.0756_14.6421.json,custom
38.076240,14.642806,ov_barbanera_cocktail_bar_38.0762_14.6428,Barbanera Cocktail Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/barbanera_cocktail_bar_38.0762_14.6428.json,custom
38.074475,14.640176,ov_summer_fruit_38.0745_14.6402,Summer Fruit,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/summer_fruit_38.0745_14.6402.json,custom
38.074139,14.639610,ov_bar_tabacchi_miramare_38.0741_14.6396,Bar Tabacchi MiraMare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/bar_tabacchi_miramare_38.0741_14.6396.json,custom
38.071214,14.634668,ov_caffe_desigual_38.0712_14.6347,caffe desigual,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/caffe_desigual_38.0712_14.6347.json,custom
38.072327,14.637270,ov_caffetteria_tabaccheria_ricca_38.0723_14.6373,Caffetteria Tabaccheria Ricca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/caffetteria_tabaccheria_ricca_38.0723_14.6373.json,custom
38.068626,14.628822,ov_meli_caff__38.0686_14.6288,Meli Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/meli_caff_38.0686_14.6288.json,custom
38.068617,14.635550,ov_bar_pasticceria_gelateria_tea_room_agor__38.0686_14.6356,Bar Pasticceria Gelateria Tea Room Agorà,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/bar_pasticceria_gelateria_tea_room_agor_38.0686_14.6356.json,custom
38.068972,14.635879,ov_13_tredici_38.0690_14.6359,13 Tredici,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/13_tredici_38.0690_14.6359.json,custom
38.068934,14.637099,ov_the_rabbit_hole_38.0689_14.6371,The Rabbit Hole,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/the_rabbit_hole_38.0689_14.6371.json,custom
38.069500,14.641433,ov_l_incontro_bar_38.0695_14.6414,L'Incontro Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/lincontro_bar_38.0695_14.6414.json,custom
38.069506,14.639681,ov_bar_belle_epoque_38.0695_14.6397,Bar Belle Epoque,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/bar_belle_epoque_38.0695_14.6397.json,custom
38.069384,14.633052,ov_bar_centrale_38.0694_14.6331,Bar Centrale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/bar_centrale_38.0694_14.6331.json,custom
38.069442,14.635710,ov_la_genticola_38.0694_14.6357,La Genticola,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/la_genticola_38.0694_14.6357.json,custom
38.069789,14.637322,ov_dolcemente_cafe_38.0698_14.6373,Dolcemente Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/dolcemente_cafe_38.0698_14.6373.json,custom
38.069728,14.629826,ov_tropical_bar_38.0697_14.6298,Tropical Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/tropical_bar_38.0697_14.6298.json,custom
38.069801,14.642394,ov_bar_del_sole_38.0698_14.6424,Bar Del Sole,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/bar_del_sole_38.0698_14.6424.json,custom
38.070526,14.635747,ov_bar_il_corallo_38.0705_14.6357,Bar Il Corallo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/bar_il_corallo_38.0705_14.6357.json,custom
38.068279,14.639141,ov_bar_catania_38.0683_14.6391,Bar Catania,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/bar_catania_38.0683_14.6391.json,custom
38.067969,14.636190,ov_caffetteria_enigma_bar_38.0680_14.6362,Caffetteria Enigma Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/caffetteria_enigma_bar_38.0680_14.6362.json,custom
38.067994,14.633970,ov_bar_la_mimosa_38.0680_14.6340,Bar La Mimosa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/bar_la_mimosa_38.0680_14.6340.json,custom
38.067787,14.633210,ov_dolce_vita_adriano___ermelinda_38.0678_14.6332,Dolce vita Adriano & Ermelinda,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/dolce_vita_adriano_ermelinda_38.0678_14.6332.json,custom
38.067161,14.627332,ov_bar_scacco_matto_38.0672_14.6273,Bar Scacco Matto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/bar_scacco_matto_38.0672_14.6273.json,custom
38.066935,14.625037,ov_enoteca_la_cantinetta_38.0669_14.6250,Enoteca La Cantinetta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/enoteca_la_cantinetta_38.0669_14.6250.json,custom
38.066901,14.627974,ov_pasticceria_caffe_ruvolo_38.0669_14.6280,Pasticceria Caffe Ruvolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/pasticceria_caffe_ruvolo_38.0669_14.6280.json,custom
38.066752,14.634929,ov_caffetteria_bar_san_pio_38.0668_14.6349,Caffetteria Bar San Pio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/caffetteria_bar_san_pio_38.0668_14.6349.json,custom
38.066583,14.633293,ov_caf__noir_by_gianluca_e_m_catena_38.0666_14.6333,Cafè noir by Gianluca e M.Catena,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/caf_noir_by_gianluca_e_mcatena_38.0666_14.6333.json,custom
38.065253,14.627287,ov_re_caff__38.0653_14.6273,Re Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/re_caff_38.0653_14.6273.json,custom
38.065907,14.625765,ov_bar_dell_angolo_38.0659_14.6258,Bar dell'Angolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/bar_dellangolo_38.0659_14.6258.json,custom
38.066420,14.630739,ov_next_bar_38.0664_14.6307,Next Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/next_bar_38.0664_14.6307.json,custom
38.073580,14.639789,ov_lallix_house_38.0736_14.6398,Lallix House,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/lallix_house_38.0736_14.6398.json,custom
38.072321,14.650236,ov_centro_fitness_colletto_38.0723_14.6502,Centro Fitness Colletto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/centro_fitness_colletto_38.0723_14.6502.json,custom
38.069340,14.631149,ov_onda_blu_societ__cooperativa_38.0693_14.6311,Onda Blu Società Cooperativa,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/onda_blu_societ_cooperativa_38.0693_14.6311.json,custom
38.069911,14.630831,ov_domenico_s_gym_38.0699_14.6308,Domenico's Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/domenicos_gym_38.0699_14.6308.json,custom
38.070696,14.638251,ov_zingalesport_38.0707_14.6383,ZingaleSport,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/zingalesport_38.0707_14.6383.json,custom
38.068545,14.630775,ov_asd_masterclub_2_0_38.0685_14.6308,Asd Masterclub 2.0,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/asd_masterclub_20_38.0685_14.6308.json,custom
38.068190,14.636890,ov_la_nueva_onda_38.0682_14.6369,La Nueva Onda,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/la_nueva_onda_38.0682_14.6369.json,custom
38.067873,14.632981,ov_the_forge_of_fitness_38.0679_14.6330,The forge of fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/the_forge_of_fitness_38.0679_14.6330.json,custom
38.067250,14.626460,ov_team_yoseikan_38.0673_14.6265,Team Yoseikan,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/team_yoseikan_38.0673_14.6265.json,custom
38.067005,14.628812,ov_sede_scout_agesci_38.0670_14.6288,Sede Scout Agesci,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/sede_scout_agesci_38.0670_14.6288.json,custom
38.066650,14.630492,ov_inter_club_javier_zanetti_sant_agata_di__38.0667_14.6305,Inter Club Javier Zanetti Sant'Agata di Militello,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/inter_club_javier_zanetti_santagata_di_m_38.0667_14.6305.json,custom
38.066155,14.630203,ov_adagio_asd_38.0662_14.6302,Adagio Asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/adagio_asd_38.0662_14.6302.json,custom
38.072921,14.638023,ov_museo_etno_antropologico_dei_nebrodi_38.0729_14.6380,Museo Etno-Antropologico dei Nebrodi,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/museo_etno-antropologico_dei_nebrodi_38.0729_14.6380.json,custom
38.070290,14.633843,ov_arco_di_via_roma_38.0703_14.6338,Arco di Via Roma,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/arco_di_via_roma_38.0703_14.6338.json,custom
38.067821,14.630287,ov_museo_antichi_mestieri_dei_nebrodi_38.0678_14.6303,Museo Antichi Mestieri dei Nebrodi,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/santagata_di_militello/pages/museo_antichi_mestieri_dei_nebrodi_38.0678_14.6303.json,custom
