# lat,lng,id,name,building_type,type,url,page_type
# Lignano Sabbiadoro -- Tutti
45.681850,13.120324,ov_pronto_soccorso_di_lignano_45.6819_13.1203,Pronto Soccorso di Lignano,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pronto_soccorso_di_lignano_45.6819_13.1203.json,custom
45.673328,13.100885,ov_ristorante_pizzeria_stadio_45.6733_13.1009,Ristorante Pizzeria Stadio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_stadio_45.6733_13.1009.json,custom
45.674160,13.113446,ov_ristorante_spagnolo_la_paella_45.6742_13.1134,Ristorante Spagnolo La Paella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_spagnolo_la_paella_45.6742_13.1134.json,custom
45.674971,13.114466,ov_ristorante_pizzeria_peccati_di_gola_45.6750_13.1145,Ristorante Pizzeria Peccati Di Gola,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_peccati_di_gola_45.6750_13.1145.json,custom
45.671729,13.070900,ov_restaurant_da_gigi_marchetto_45.6717_13.0709,Restaurant Da Gigi Marchetto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/restaurant_da_gigi_marchetto_45.6717_13.0709.json,custom
45.670831,13.115102,ov_rosticceria_spiedo_d_oro_45.6708_13.1151,Rosticceria Spiedo d'Oro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/rosticceria_spiedo_doro_45.6708_13.1151.json,custom
45.670615,13.114862,ov_mezzodi_bistro_45.6706_13.1149,Mezzodi Bistro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/mezzodi_bistro_45.6706_13.1149.json,custom
45.671449,13.108105,ov_carbon_neri_braceria_enoteca_45.6714_13.1081,Carbon Neri Braceria Enoteca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/carbon_neri_braceria_enoteca_45.6714_13.1081.json,custom
45.671483,13.108720,ov_ristorante_la_botte_45.6715_13.1087,Ristorante La Botte,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_la_botte_45.6715_13.1087.json,custom
45.672084,13.118161,ov_ristorante_pizzeria_la_sacca_45.6721_13.1182,Ristorante Pizzeria La Sacca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_la_sacca_45.6721_13.1182.json,custom
45.672157,13.100399,ov_trattoria_ginevra_45.6722_13.1004,Trattoria Ginevra,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/trattoria_ginevra_45.6722_13.1004.json,custom
45.672883,13.098274,ov_oasi_del_pesce_45.6729_13.0983,Oasi del Pesce,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/oasi_del_pesce_45.6729_13.0983.json,custom
45.673019,13.110671,ov_ristorantino_45.6730_13.1107,Ristorantino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorantino_45.6730_13.1107.json,custom
45.672644,13.110074,ov_la_curcuma_beach_lignano_45.6726_13.1101,La Curcuma Beach Lignano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/la_curcuma_beach_lignano_45.6726_13.1101.json,custom
45.669981,13.105884,ov_ricky_hostaria_45.6700_13.1059,Ricky Hostaria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ricky_hostaria_45.6700_13.1059.json,custom
45.669911,13.094331,ov_ai_sette_peccati_45.6699_13.0943,Ai Sette Peccati,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ai_sette_peccati_45.6699_13.0943.json,custom
45.668967,13.115370,ov_liganano_sabbiadoro___italie_45.6690_13.1154,Liganano Sabbiadoro - Italie,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/liganano_sabbiadoro_-_italie_45.6690_13.1154.json,custom
45.668315,13.104641,ov_ristorante_e_pizzeria_capri_45.6683_13.1046,Ristorante e Pizzeria Capri,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_e_pizzeria_capri_45.6683_13.1046.json,custom
45.668209,13.112297,ov_levante___la_terrazza_45.6682_13.1123,Levante - La Terrazza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/levante_-_la_terrazza_45.6682_13.1123.json,custom
45.668321,13.105747,ov_pineta_doner_kebab_45.6683_13.1057,Pineta Doner Kebab,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pineta_doner_kebab_45.6683_13.1057.json,custom
45.668350,13.105660,ov_food_networks_45.6683_13.1057,Food Networks,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/food_networks_45.6683_13.1057.json,custom
45.668351,13.106131,ov_osteria_al_picolit_con_cicchetteria_45.6684_13.1061,Osteria al Picolit con Cicchetteria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/osteria_al_picolit_con_cicchetteria_45.6684_13.1061.json,custom
45.667939,13.107279,ov_sandrocchia_45.6679_13.1073,Sandrocchia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/sandrocchia_45.6679_13.1073.json,custom
45.667583,13.106690,ov_ristorante_pizzeria_poseidon_45.6676_13.1067,Ristorante Pizzeria Poseidon,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_poseidon_45.6676_13.1067.json,custom
45.667760,13.106552,ov_yule_sushi_45.6678_13.1066,Yule Sushi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/yule_sushi_45.6678_13.1066.json,custom
45.665096,13.109794,ov_ristorante_pizzeria_la_granseola_45.6651_13.1098,Ristorante Pizzeria La Granseola,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_la_granseola_45.6651_13.1098.json,custom
45.665162,13.103436,ov_hotel_rosapineta_45.6652_13.1034,Hotel Rosapineta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/hotel_rosapineta_45.6652_13.1034.json,custom
45.665570,13.101147,ov_bar_pizzeria_ristorante_continental_45.6656_13.1011,Bar Pizzeria Ristorante Continental,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/bar_pizzeria_ristorante_continental_45.6656_13.1011.json,custom
45.665468,13.101101,ov_ristorante_pizzeria_amalfi_45.6655_13.1011,Ristorante Pizzeria Amalfi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_amalfi_45.6655_13.1011.json,custom
45.665885,13.101613,ov_anema_e_core_45.6659_13.1016,Anema e Core,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/anema_e_core_45.6659_13.1016.json,custom
45.666340,13.099745,ov_hotel_restaurant_la_pigna_45.6663_13.0997,Hotel Restaurant La Pigna,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/hotel_restaurant_la_pigna_45.6663_13.0997.json,custom
45.666441,13.108704,ov_la_caveja_lignano_45.6664_13.1087,La Caveja Lignano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/la_caveja_lignano_45.6664_13.1087.json,custom
45.666160,13.108747,ov_fefood_45.6662_13.1087,FeFood,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/fefood_45.6662_13.1087.json,custom
45.667303,13.108381,ov_vecchia_napoli_45.6673_13.1084,Vecchia Napoli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/vecchia_napoli_45.6673_13.1084.json,custom
45.667260,13.107867,ov_movil___la_focacceria_45.6673_13.1079,Movil - La Focacceria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/movil_-_la_focacceria_45.6673_13.1079.json,custom
45.667183,13.109786,ov_meating_brasserie_45.6672_13.1098,Meating Brasserie,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/meating_brasserie_45.6672_13.1098.json,custom
45.667189,13.109405,ov_ristorante_pizzeria_nerone_45.6672_13.1094,Ristorante Pizzeria Nerone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_nerone_45.6672_13.1094.json,custom
45.665759,13.078695,ov_ristorante_golfinn_45.6658_13.0787,Ristorante GolfInn,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_golfinn_45.6658_13.0787.json,custom
45.665649,13.068979,ov_ristorante_willy___lignano_sabbiadoro_45.6656_13.0690,Ristorante Willy - Lignano Sabbiadoro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_willy_-_lignano_sabbiadoro_45.6656_13.0690.json,custom
45.665705,13.079349,ov_ristorante_al_golf_45.6657_13.0793,Ristorante al Golf,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_al_golf_45.6657_13.0793.json,custom
45.680875,13.130904,ov_al__cristallo___lignano_sabbiadoro_45.6809_13.1309,Al  Cristallo - Lignano Sabbiadoro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/al_cristallo_-_lignano_sabbiadoro_45.6809_13.1309.json,custom
45.682780,13.109648,ov_old_stable_45.6828_13.1096,Old Stable,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/old_stable_45.6828_13.1096.json,custom
45.682280,13.131118,ov_peperoncino___co_45.6823_13.1311,Peperoncino & Co,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/peperoncino_co_45.6823_13.1311.json,custom
45.682568,13.130389,ov_pizza_sprint_45.6826_13.1304,Pizza Sprint,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pizza_sprint_45.6826_13.1304.json,custom
45.682717,13.130771,ov_poke___co_45.6827_13.1308,Poke & Co,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/poke_co_45.6827_13.1308.json,custom
45.682102,13.127324,ov_pizzeria_bella_napoli_45.6821_13.1273,Pizzeria Bella Napoli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pizzeria_bella_napoli_45.6821_13.1273.json,custom
45.681777,13.126611,ov_griglieria_del_camping_45.6818_13.1266,Griglieria Del Camping,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/griglieria_del_camping_45.6818_13.1266.json,custom
45.681641,13.126471,ov_ristorante_self_service_al_camping_pizze_45.6816_13.1265,Ristorante Self Service al Camping Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_self_service_al_camping_pizze_45.6816_13.1265.json,custom
45.682881,13.135508,ov_il_giardino_mediterraneo_45.6829_13.1355,Il Giardino Mediterraneo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/il_giardino_mediterraneo_45.6829_13.1355.json,custom
45.683127,13.135269,ov_isola_45.6831_13.1353,Isola,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/isola_45.6831_13.1353.json,custom
45.683215,13.129247,ov_ristorante_pizzeria_arco_45.6832_13.1292,Ristorante Pizzeria Arco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_arco_45.6832_13.1292.json,custom
45.683803,13.125242,ov_il_gambero_rosso_45.6838_13.1252,Il Gambero Rosso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/il_gambero_rosso_45.6838_13.1252.json,custom
45.685369,13.134198,ov_ristorante__pizzeria_le_piramidi_lignano_45.6854_13.1342,Ristorante  Pizzeria Le Piramidi Lignano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_le_piramidi_lignano_45.6854_13.1342.json,custom
45.686909,13.138261,ov_stuzzico_45.6869_13.1383,Stuzzico,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/stuzzico_45.6869_13.1383.json,custom
45.686726,13.131595,ov_ristorante_rosa_45.6867_13.1316,Ristorante Rosa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_rosa_45.6867_13.1316.json,custom
45.686772,13.132426,ov_acqua_pazza_45.6868_13.1324,Acqua Pazza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/acqua_pazza_45.6868_13.1324.json,custom
45.686698,13.132195,ov_ristorante_pizzeria_il_dollaro_45.6867_13.1322,Ristorante Pizzeria Il Dollaro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_il_dollaro_45.6867_13.1322.json,custom
45.686717,13.131625,ov___________________45.6867_13.1316,𝕿𝖗𝖆𝖙𝖙𝖔𝖗𝖎𝖆 𝖑𝖆 𝕽𝖔𝖘𝖆,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/__45.6867_13.1316.json,custom
45.686776,13.138145,ov_kebab_petra_45.6868_13.1381,Kebab Petra,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/kebab_petra_45.6868_13.1381.json,custom
45.686408,13.136512,ov_pizzeria_ristorante_da_salvatore_45.6864_13.1365,Pizzeria Ristorante Da Salvatore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pizzeria_ristorante_da_salvatore_45.6864_13.1365.json,custom
45.686374,13.141489,ov_lido_del_sole_45.6864_13.1415,Lido del Sole,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/lido_del_sole_45.6864_13.1415.json,custom
45.685666,13.137970,ov_sapori_del_sud_45.6857_13.1380,Sapori Del Sud,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/sapori_del_sud_45.6857_13.1380.json,custom
45.685725,13.139678,ov_ristorante_voce_del_mare_45.6857_13.1397,Ristorante Voce Del Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_voce_del_mare_45.6857_13.1397.json,custom
45.685687,13.135342,ov_pulcinella_45.6857_13.1353,Pulcinella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/pulcinella_45.6857_13.1353.json,custom
45.685798,13.134769,ov_fast_mood_45.6858_13.1348,Fast Mood,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/fast_mood_45.6858_13.1348.json,custom
45.685978,13.129956,ov_boi_branco_churrascaria_45.6860_13.1300,Boi Branco Churrascaria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/boi_branco_churrascaria_45.6860_13.1300.json,custom
45.685974,13.134230,ov_henry_s_45.6860_13.1342,Henry's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/henrys_45.6860_13.1342.json,custom
45.686067,13.137987,ov_mucho_gusto_45.6861_13.1380,Mucho Gusto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/mucho_gusto_45.6861_13.1380.json,custom
45.686025,13.125599,ov_lupin_45.6860_13.1256,Lupin,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/lupin_45.6860_13.1256.json,custom
45.685736,13.124680,ov_ristorante_pizzeria_la_rustica_45.6857_13.1247,Ristorante Pizzeria La Rustica,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_la_rustica_45.6857_13.1247.json,custom
45.695808,13.151099,ov_o_saraceno_45.6958_13.1511,O'Saraceno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/osaraceno_45.6958_13.1511.json,custom
45.696669,13.142738,ov_ristorante_da_miro_45.6967_13.1427,Ristorante da Miro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_da_miro_45.6967_13.1427.json,custom
45.698003,13.143566,ov_ristorante_marechiaro_45.6980_13.1436,Ristorante Marechiaro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_marechiaro_45.6980_13.1436.json,custom
45.697768,13.152184,ov_thairi_45.6978_13.1522,Thairi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/thairi_45.6978_13.1522.json,custom
45.697669,13.152011,ov_tahiri_beach_restaurant_45.6977_13.1520,Tahiri Beach Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/tahiri_beach_restaurant_45.6977_13.1520.json,custom
45.697349,13.144304,ov_sbarco_dei_pirati_45.6973_13.1443,Sbarco dei Pirati,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/sbarco_dei_pirati_45.6973_13.1443.json,custom
45.697111,13.142421,ov_riva_zanelli_45.6971_13.1424,Riva Zanelli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/riva_zanelli_45.6971_13.1424.json,custom
45.694858,13.144559,ov_la_maranese_45.6949_13.1446,La Maranese,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/la_maranese_45.6949_13.1446.json,custom
45.694897,13.144530,ov_molo_28_45.6949_13.1445,Molo 28,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/molo_28_45.6949_13.1445.json,custom
45.693899,13.151384,ov_al_bagnino_45.6939_13.1514,Al Bagnino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/al_bagnino_45.6939_13.1514.json,custom
45.693831,13.151082,ov_al_faro_45.6938_13.1511,Al Faro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/al_faro_45.6938_13.1511.json,custom
45.693609,13.148601,ov_il_sorriso_45.6936_13.1486,Il Sorriso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/il_sorriso_45.6936_13.1486.json,custom
45.693494,13.148396,ov_osteria__pizzeria_amici_miei_45.6935_13.1484,Osteria  Pizzeria AMICI MIEI,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/osteria_pizzeria_amici_miei_45.6935_13.1484.json,custom
45.693060,13.145163,ov_sacheburache_45.6931_13.1452,Sacheburache,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/sacheburache_45.6931_13.1452.json,custom
45.692971,13.148628,ov_ristorante_pizzeria_bella_italia_45.6930_13.1486,Ristorante pizzeria Bella Italia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/ristorante_pizzeria_bella_italia_45.6930_13.1486.json,custom
45.692998,13.148565,ov_mandi___parentesi_friulana_45.6930_13.1486,Mandi - Parentesi Friulana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/mandi_-_parentesi_friulana_45.6930_13.1486.json,custom
45.693158,13.148402,ov_maqui_fusion_bistro_45.6932_13.1484,Maqui Fusion Bistro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/maqui_fusion_bistro_45.6932_13.1484.json,custom
45.693198,13.150915,ov_playa_beach_restaurant_45.6932_13.1509,Playa Beach Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/lignano_sabbiadoro/pages/playa_beach_restaurant_45.6932_13.1509.json,custom
