# lat,lng,id,name,building_type,type,url,page_type
# Ardea -- Tutti
41.563326,12.539751,ov_radiologia_cla_ro_41.5633_12.5398,Radiologia CLA.RO,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/radiologia_claro_41.5633_12.5398.json,custom
41.563803,12.523874,ov_sunset_beach_ardea_41.5638_12.5239,Sunset Beach Ardea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/sunset_beach_ardea_41.5638_12.5239.json,custom
41.564617,12.526794,ov_l_aragosta_41.5646_12.5268,L'Aragosta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/laragosta_41.5646_12.5268.json,custom
41.563178,12.528096,ov_forno_pizzeria_ambra_41.5632_12.5281,Forno pizzeria Ambra,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/forno_pizzeria_ambra_41.5632_12.5281.json,custom
41.568055,12.534249,ov_il_casaletto_41.5681_12.5342,Il Casaletto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/il_casaletto_41.5681_12.5342.json,custom
41.569097,12.533464,ov_monoprezzo_da_nino_41.5691_12.5335,Monoprezzo da Nino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/monoprezzo_da_nino_41.5691_12.5335.json,custom
41.569749,12.532775,ov_trattoria_morini_41.5697_12.5328,Trattoria Morini,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/trattoria_morini_41.5697_12.5328.json,custom
41.570670,12.532000,ov_sapori_del_mare___tor_san_lorenzo_41.5707_12.5320,Sapori del Mare - Tor San Lorenzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/sapori_del_mare_-_tor_san_lorenzo_41.5707_12.5320.json,custom
41.571079,12.531721,ov_ristorante_fushi_41.5711_12.5317,Ristorante Fushi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ristorante_fushi_41.5711_12.5317.json,custom
41.573574,12.529042,ov_pizzeria_salvo_41.5736_12.5290,Pizzeria Salvo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pizzeria_salvo_41.5736_12.5290.json,custom
41.574278,12.530078,ov_max_weber_bbq_41.5743_12.5301,Max-Weber-Bbq,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/max-weber-bbq_41.5743_12.5301.json,custom
41.573424,12.530320,ov_mcdonald_s_41.5734_12.5303,McDonald's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/mcdonalds_41.5734_12.5303.json,custom
41.572610,12.530660,ov_ristorante_acquolina_41.5726_12.5307,ristorante acquolina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ristorante_acquolina_41.5726_12.5307.json,custom
41.568138,12.534738,ov_dolce_e_salato_41.5681_12.5347,Dolce e Salato,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/dolce_e_salato_41.5681_12.5347.json,custom
41.567596,12.535519,ov_maccheroni_41.5676_12.5355,Maccheroni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/maccheroni_41.5676_12.5355.json,custom
41.567508,12.535494,ov_macckeroni_41.5675_12.5355,Macckeroni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/macckeroni_41.5675_12.5355.json,custom
41.566194,12.538052,ov_te_do_na_pizza_41.5662_12.5381,Te do na pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/te_do_na_pizza_41.5662_12.5381.json,custom
41.565469,12.538433,ov_ristorante_fresco_di_mare_41.5655_12.5384,Ristorante Fresco di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ristorante_fresco_di_mare_41.5655_12.5384.json,custom
41.565171,12.538734,ov_pizzeria_olio_la_tonda_41.5652_12.5387,Pizzeria olio la tonda,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pizzeria_olio_la_tonda_41.5652_12.5387.json,custom
41.565360,12.539020,ov_al_capanno_41.5654_12.5390,Al Capanno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/al_capanno_41.5654_12.5390.json,custom
41.555771,12.539291,ov_ristorante_xin_ya_41.5558_12.5393,Ristorante Xin Ya,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ristorante_xin_ya_41.5558_12.5393.json,custom
41.549069,12.539008,ov_chiringuito_buenaonda_41.5491_12.5390,Chiringuito Buenaonda,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/chiringuito_buenaonda_41.5491_12.5390.json,custom
41.553468,12.534466,ov_la_scarpetta_41.5535_12.5345,La Scarpetta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/la_scarpetta_41.5535_12.5345.json,custom
41.547692,12.540460,ov_peppe_il_pescatore_41.5477_12.5405,Peppe Il Pescatore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/peppe_il_pescatore_41.5477_12.5405.json,custom
41.552778,12.545615,ov_roxy_pizza_41.5528_12.5456,Roxy Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/roxy_pizza_41.5528_12.5456.json,custom
41.551200,12.549120,ov_fraschetta_abruzzese_by_samoa_41.5512_12.5491,Fraschetta Abruzzese by Samoa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/fraschetta_abruzzese_by_samoa_41.5512_12.5491.json,custom
41.540900,12.547140,ov_puerta_del_mar_ristorante_pizzeria_sul_m_41.5409_12.5471,Puerta Del Mar-Ristorante Pizzeria sul Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/puerta_del_mar-ristorante_pizzeria_sul_m_41.5409_12.5471.json,custom
41.539233,12.548497,ov_la_puerta_del_mar_41.5392_12.5485,La Puerta del MaR,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/la_puerta_del_mar_41.5392_12.5485.json,custom
41.538039,12.554158,ov_lido_dei_pini_ardea_41.5380_12.5542,Lido dei Pini Ardea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/lido_dei_pini_ardea_41.5380_12.5542.json,custom
41.537522,12.554189,ov_risto_pub_bisteccheria_41.5375_12.5542,RiSTO-PUB-BiSTECCHERiA,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/risto-pub-bisteccheria_41.5375_12.5542.json,custom
41.543790,12.556331,ov_ristorante_tizio_e_caio_41.5438_12.5563,Ristorante Tizio e Caio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ristorante_tizio_e_caio_41.5438_12.5563.json,custom
41.538281,12.558188,ov_ristornte_da_pietro_41.5383_12.5582,Ristornte Da Pietro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ristornte_da_pietro_41.5383_12.5582.json,custom
41.539672,12.559430,ov_ristorante_hotel_sala_da_ballo_samoa_vil_41.5397_12.5594,Ristorante Hotel Sala da Ballo Samoa Village,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ristorante_hotel_sala_da_ballo_samoa_vil_41.5397_12.5594.json,custom
41.538662,12.559463,ov_il_giglio_pizzeria_braceria_41.5387_12.5595,Il Giglio Pizzeria Braceria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/il_giglio_pizzeria_braceria_41.5387_12.5595.json,custom
41.565680,12.540620,ov_ciavolino_frutta_secca_41.5657_12.5406,Ciavolino Frutta Secca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ciavolino_frutta_secca_41.5657_12.5406.json,custom
41.609610,12.547180,ov_ristoranteciccia_crudi_41.6096_12.5472,RistoranteCiccia&Crudi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ristorantecicciacrudi_41.6096_12.5472.json,custom
41.609840,12.546585,ov_il_monoprezzo_41.6098_12.5466,Il Monoprezzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/il_monoprezzo_41.6098_12.5466.json,custom
41.610329,12.546435,ov_altrocheimpasto_41.6103_12.5464,Altrocheimpasto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/altrocheimpasto_41.6103_12.5464.json,custom
41.609126,12.545428,ov_taverna_dei_rutuli_41.6091_12.5454,Taverna Dei Rutuli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/taverna_dei_rutuli_41.6091_12.5454.json,custom
41.607264,12.543589,ov_daiso_sushi_restaurant_41.6073_12.5436,Daiso-Sushi Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/daiso-sushi_restaurant_41.6073_12.5436.json,custom
41.607379,12.543104,ov_trattoria_gente_di_mare_41.6074_12.5431,Trattoria Gente Di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/trattoria_gente_di_mare_41.6074_12.5431.json,custom
41.607887,12.543073,ov_sgro_cafe_bistrot_41.6079_12.5431,Sgro Cafe Bistrot,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/sgro_cafe_bistrot_41.6079_12.5431.json,custom
41.625523,12.536697,ov_al_falo_41.6255_12.5367,Al Falo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/al_falo_41.6255_12.5367.json,custom
41.615792,12.533354,ov_pesce_fritto_e_baccal__41.6158_12.5334,Pesce Fritto e Baccalà,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pesce_fritto_e_baccal_41.6158_12.5334.json,custom
41.615975,12.535057,ov_sala_da_ballo_laurentina__ristor_pizzeri_41.6160_12.5351,Sala da Ballo Laurentina  ristor.pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/sala_da_ballo_laurentina_ristorpizzeria_41.6160_12.5351.json,custom
41.616085,12.535230,ov_pizzeria_re_41.6161_12.5352,Pizzeria Re,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pizzeria_re_41.6161_12.5352.json,custom
41.617083,12.534869,ov_steak_house_lo_sfizio_41.6171_12.5349,Steak House Lo Sfizio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/steak_house_lo_sfizio_41.6171_12.5349.json,custom
41.617453,12.534754,ov_iacoangeli_forni_e_barbecue_41.6175_12.5348,Iacoangeli Forni e Barbecue,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/iacoangeli_forni_e_barbecue_41.6175_12.5348.json,custom
41.614550,12.537727,ov_the_king_dell_arrosticino_41.6146_12.5377,The King dell'Arrosticino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/the_king_dellarrosticino_41.6146_12.5377.json,custom
41.605189,12.536985,ov_bar_trattoria_pizzeria_fantasia_41.6052_12.5370,Bar Trattoria Pizzeria Fantasia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_trattoria_pizzeria_fantasia_41.6052_12.5370.json,custom
41.600344,12.535249,ov_da_ugo_41.6003_12.5352,Da Ugo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/da_ugo_41.6003_12.5352.json,custom
41.603960,12.529800,ov_italia_space_burger_41.6040_12.5298,Italia Space Burger,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/italia_space_burger_41.6040_12.5298.json,custom
41.612370,12.515910,ov_pizzeria_le_quattro_stagioni_41.6124_12.5159,Pizzeria le Quattro Stagioni,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pizzeria_le_quattro_stagioni_41.6124_12.5159.json,custom
41.611556,12.510643,ov_la_vecchia_locanda_41.6116_12.5106,La Vecchia Locanda,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/la_vecchia_locanda_41.6116_12.5106.json,custom
41.609027,12.505919,ov_da_vincenzo_ar_mare_41.6090_12.5059,Da Vincenzo Ar Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/da_vincenzo_ar_mare_41.6090_12.5059.json,custom
41.609609,12.501121,ov_pizzalandia_41.6096_12.5011,Pizzalandia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pizzalandia_41.6096_12.5011.json,custom
41.615199,12.503860,ov_babbo_fornaio_41.6152_12.5039,Babbo Fornaio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/babbo_fornaio_41.6152_12.5039.json,custom
41.615283,12.503954,ov_pizzeria_regina_41.6153_12.5040,Pizzeria Regina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pizzeria_regina_41.6153_12.5040.json,custom
41.615463,12.503551,ov_pizzeria_italiano_medio_41.6155_12.5036,Pizzeria Italiano Medio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pizzeria_italiano_medio_41.6155_12.5036.json,custom
41.587089,12.498270,ov_la_veranda_41.5871_12.4983,La Veranda,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/la_veranda_41.5871_12.4983.json,custom
41.584141,12.501332,ov_il_campione_ardea_41.5841_12.5013,Il Campione Ardea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/il_campione_ardea_41.5841_12.5013.json,custom
41.605902,12.507791,ov_ke_poke_41.6059_12.5078,Ke Poke,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ke_poke_41.6059_12.5078.json,custom
41.603640,12.507650,ov_pescheria_friggitoria_fratelli_verna_41.6036_12.5076,Pescheria Friggitoria Fratelli Verna,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pescheria_friggitoria_fratelli_verna_41.6036_12.5076.json,custom
41.603759,12.507167,ov_pizzeria_manu_41.6038_12.5072,Pizzeria Manu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pizzeria_manu_41.6038_12.5072.json,custom
41.602488,12.507831,ov_piatto_ricco_41.6025_12.5078,Piatto Ricco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/piatto_ricco_41.6025_12.5078.json,custom
41.573039,12.513419,ov_la_spiaggia_41.5730_12.5134,La Spiaggia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/la_spiaggia_41.5730_12.5134.json,custom
41.575846,12.512116,ov_supermarket_italiano___bulgaro_shumi783_41.5758_12.5121,Supermarket Italiano & Bulgaro Shumi783,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/supermarket_italiano_bulgaro_shumi783_41.5758_12.5121.json,custom
41.581332,12.504643,ov_l_ultima_spiaggia_41.5813_12.5046,L'Ultima Spiaggia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/lultima_spiaggia_41.5813_12.5046.json,custom
41.583309,12.502586,ov_ristorante_sora_teresa_ardea_41.5833_12.5026,Ristorante Sora Teresa Ardea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ristorante_sora_teresa_ardea_41.5833_12.5026.json,custom
41.583673,12.502259,ov_pizzeria_l_airone_41.5837_12.5023,Pizzeria L'airone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pizzeria_lairone_41.5837_12.5023.json,custom
41.598825,12.490110,ov_la_tana_del_polpo_41.5988_12.4901,La Tana del Polpo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/la_tana_del_polpo_41.5988_12.4901.json,custom
41.634543,12.538167,ov_risto_express_41.6345_12.5382,RISTO Express,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/risto_express_41.6345_12.5382.json,custom
41.632796,12.540407,ov_self_service_la_ruota_s_a_s_41.6328_12.5404,Self service La Ruota s.a.s,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/self_service_la_ruota_sas_41.6328_12.5404.json,custom
41.646234,12.543956,ov_geo_trasporti_s_r_l__41.6462_12.5440,Geo Trasporti s.r.l.,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/geo_trasporti_srl_41.6462_12.5440.json,custom
41.657665,12.555009,ov_steak_house_lo_sfizio_41.6577_12.5550,Steak House Lo Sfizio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/steak_house_lo_sfizio_41.6577_12.5550.json,custom
41.670970,12.608652,ov_ristorante_da_pasqualone_41.6710_12.6087,Ristorante da Pasqualone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ristorante_da_pasqualone_41.6710_12.6087.json,custom
41.669175,12.604139,ov_il_giardino_acquatico___ristorante_pizze_41.6692_12.6041,Il Giardino Acquatico - Ristorante Pizzeria - Sala Banchetti,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/il_giardino_acquatico_-_ristorante_pizze_41.6692_12.6041.json,custom
41.680420,12.608073,ov_la_rosa_scarlatta_41.6804_12.6081,La Rosa Scarlatta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/la_rosa_scarlatta_41.6804_12.6081.json,custom
41.708441,12.653380,ov_manufatti_edili_di_iacoangeli_l_e_d__snc_41.7084_12.6534,Manufatti Edili di Iacoangeli L.E D. SNC,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/manufatti_edili_di_iacoangeli_le_d_snc_41.7084_12.6534.json,custom
41.677131,12.618302,ov_arte_e_gusto_41.6771_12.6183,Arte e Gusto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/arte_e_gusto_41.6771_12.6183.json,custom
41.561770,12.568200,ov_yoga_sushi_41.5618_12.5682,Yoga Sushi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/yoga_sushi_41.5618_12.5682.json,custom
41.546405,12.582618,ov_il_rifugio_41.5464_12.5826,Il Rifugio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/il_rifugio_41.5464_12.5826.json,custom
41.542275,12.582963,ov_maneggio_il_maestrale_41.5423_12.5830,Maneggio Il Maestrale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/maneggio_il_maestrale_41.5423_12.5830.json,custom
41.536859,12.551179,osm_mogambo_41.5369_12.5512,Mogambo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/mogambo_41.5369_12.5512.json,custom
41.594263,12.490321,osm_b_palace_41.5943_12.4903,B-palace,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/b-palace_41.5943_12.4903.json,custom
41.609634,12.501160,osm_pizzalandia_di_presti_michele_41.6096_12.5012,Pizzalandia Di Presti Michele,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/pizzalandia_di_presti_michele_41.6096_12.5012.json,custom
41.679987,12.608690,osm_la_rosa_scarlatta_41.6800_12.6087,La Rosa Scarlatta,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/la_rosa_scarlatta_41.6800_12.6087.json,custom
41.596428,12.488365,osm_la_cannuccia_41.5964_12.4884,La cannuccia,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/la_cannuccia_41.5964_12.4884.json,custom
41.536270,12.563165,ov_bar_dei_pini_41.5363_12.5632,Bar Dei Pini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/bar_dei_pini_41.5363_12.5632.json,custom
41.536123,12.562737,ov_cantina_soul_41.5361_12.5627,Cantina Soul,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/cantina_soul_41.5361_12.5627.json,custom
41.569651,12.520871,ov_er_tappo_de_sughero_41.5697_12.5209,Er Tappo De Sughero,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/er_tappo_de_sughero_41.5697_12.5209.json,custom
41.570494,12.519677,ov_me_ce_porti_papa__bombe_cornetti_41.5705_12.5197,Me ce porti papa'?Bombe&cornetti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/me_ce_porti_papabombecornetti_41.5705_12.5197.json,custom
41.568662,12.518165,ov_ciak_mol_41.5687_12.5182,Ciak Mol,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/ciak_mol_41.5687_12.5182.json,custom
41.563549,12.523484,ov_b_beach_bar___restaurant_41.5635_12.5235,B-Beach Bar & Restaurant,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/ardea/pages/b-beach_bar_restaurant_41.5635_12.5235.json,custom
