# lat,lng,id,name,building_type,type,url,page_type
# Saint-Gervais-les-Bains -- Tutti
45.896010,6.706280,ov_centre_thermal_45.8960_6.7063,Centre Thermal,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/centre_thermal_45.8960_6.7063.json,custom
45.875088,6.685006,ov_le_presteau_45.8751_6.6850,Le Presteau,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_presteau_45.8751_6.6850.json,custom
45.857840,6.684797,ov_restaurant_le_tremplin_de_la_croix_45.8578_6.6848,Restaurant le Tremplin De la Croix,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/restaurant_le_tremplin_de_la_croix_45.8578_6.6848.json,custom
45.864397,6.688527,ov_l_alpage___les_communailles___st_gervais_45.8644_6.6885,L'Alpage - Les communailles - St Gervais les Bains,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/lalpage_-_les_communailles_-_st_gervais__45.8644_6.6885.json,custom
45.853963,6.693271,ov_chez_ernestine_45.8540_6.6933,Chez Ernestine,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/chez_ernestine_45.8540_6.6933.json,custom
45.840098,6.691831,ov_chalet_du_mont_joly_45.8401_6.6918,Chalet du Mont Joly,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/chalet_du_mont_joly_45.8401_6.6918.json,custom
45.846955,6.676192,ov_la_folie_douce_45.8470_6.6762,La Folie Douce,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_folie_douce_45.8470_6.6762.json,custom
45.856658,6.662802,ov_l_id_al_1850_45.8567_6.6628,L'Idéal 1850,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/lidal_1850_45.8567_6.6628.json,custom
45.862130,6.663770,ov_la_terrasse_du_freddy_chez_julie_45.8621_6.6638,La terrasse du Freddy chez Julie,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_terrasse_du_freddy_chez_julie_45.8621_6.6638.json,custom
45.862130,6.663770,ov_le_cerf_blanc_45.8621_6.6638,Le Cerf Blanc,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_cerf_blanc_45.8621_6.6638.json,custom
45.855119,6.669040,ov_terrasse_du_freddy_45.8551_6.6690,Terrasse Du Freddy,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/terrasse_du_freddy_45.8551_6.6690.json,custom
45.856724,6.670976,ov_sous_les_freddy_s_45.8567_6.6710,Sous les freddy's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/sous_les_freddys_45.8567_6.6710.json,custom
45.864314,6.675365,ov_la_cabane___l_o_45.8643_6.6754,La Cabane à Léo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_cabane_lo_45.8643_6.6754.json,custom
45.870423,6.674941,ov_ferme_de_l_avenaz_45.8704_6.6749,Ferme de l'Avenaz,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/ferme_de_lavenaz_45.8704_6.6749.json,custom
45.851372,6.701043,ov_le_gouet_45.8514_6.7010,Le Gouet,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_gouet_45.8514_6.7010.json,custom
45.844860,6.699550,ov_le_boitet_45.8449_6.6996,Le Boitet,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_boitet_45.8449_6.6996.json,custom
45.889814,6.699679,ov_la_ferme_de_cupelin_45.8898_6.6997,La Ferme de Cupelin,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_ferme_de_cupelin_45.8898_6.6997.json,custom
45.889116,6.706931,ov_du_c_t__de_chez_xu_n_45.8891_6.7069,Du côté de chez Xuân,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/du_ct_de_chez_xun_45.8891_6.7069.json,custom
45.892060,6.704680,ov_le_rosay_45.8921_6.7047,Le Rosay,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_rosay_45.8921_6.7047.json,custom
45.897770,6.711220,ov_bistrot_de_la_gare_45.8978_6.7112,Bistrot de la gare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/bistrot_de_la_gare_45.8978_6.7112.json,custom
45.892528,6.710637,ov_le_galeta_45.8925_6.7106,Le Galeta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_galeta_45.8925_6.7106.json,custom
45.892378,6.711201,ov_brasserie_du_mont_blanc_45.8924_6.7112,Brasserie du Mont Blanc,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/brasserie_du_mont_blanc_45.8924_6.7112.json,custom
45.892872,6.711284,ov_le_royal_45.8929_6.7113,Le Royal,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_royal_45.8929_6.7113.json,custom
45.893139,6.711132,ov_pur_bar_and_food_45.8931_6.7111,Pur Bar and Food,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/pur_bar_and_food_45.8931_6.7111.json,custom
45.893386,6.711331,ov_l_affiche_45.8934_6.7113,L'Affiche,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/laffiche_45.8934_6.7113.json,custom
45.892617,6.711566,ov_bistrots_rac_45.8926_6.7116,Bistrotsérac,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/bistrotsrac_45.8926_6.7116.json,custom
45.892402,6.711559,ov_pizzeria_delizio_45.8924_6.7116,Pizzeria delizio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/pizzeria_delizio_45.8924_6.7116.json,custom
45.892146,6.711584,ov_restaurant_le_s_rac_45.8921_6.7116,Restaurant Le Sérac,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/restaurant_le_srac_45.8921_6.7116.json,custom
45.892182,6.711759,ov_source_45.8922_6.7118,Source,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/source_45.8922_6.7118.json,custom
45.892106,6.711798,ov_l_edelweiss_45.8921_6.7118,L'Edelweiss,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/ledelweiss_45.8921_6.7118.json,custom
45.888881,6.708728,ov_lupa_45.8889_6.7087,Lupa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/lupa_45.8889_6.7087.json,custom
45.852982,6.714498,ov_le_schuss_45.8530_6.7145,Le Schuss,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_schuss_45.8530_6.7145.json,custom
45.864494,6.717233,ov_pagu_s___monchu_s_45.8645_6.7172,Pagu's & Monchu's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/pagus_monchus_45.8645_6.7172.json,custom
45.876440,6.719140,ov_chez_mere_grand_45.8764_6.7191,Chez Mere Grand,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/chez_mere_grand_45.8764_6.7191.json,custom
45.883292,6.714805,ov_la_maison_des_pratz_45.8833_6.7148,La Maison des Pratz,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_maison_des_pratz_45.8833_6.7148.json,custom
45.891393,6.713190,ov_la_cantine_st_gervais_45.8914_6.7132,La Cantine St Gervais,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_cantine_st_gervais_45.8914_6.7132.json,custom
45.890229,6.712899,ov_tout_le_monde_en_parle_pizza_45.8902_6.7129,Tout le Monde en Parle Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/tout_le_monde_en_parle_pizza_45.8902_6.7129.json,custom
45.892236,6.712627,ov_l__terle_45.8922_6.7126,L'éterle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/lterle_45.8922_6.7126.json,custom
45.892016,6.712939,ov_restaurant_4__pices_45.8920_6.7129,Restaurant 4 Épices,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/restaurant_4_pices_45.8920_6.7129.json,custom
45.901984,6.713138,ov_le_four_45.9020_6.7131,Le Four,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_four_45.9020_6.7131.json,custom
45.882967,6.716065,ov_le_taj_mahal___saint_gervais_45.8830_6.7161,Le Taj Mahal - Saint Gervais,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_taj_mahal_-_saint_gervais_45.8830_6.7161.json,custom
45.841540,6.720390,ov_ste_equilibre_pp_01_45.8415_6.7204,Ste Equilibre Pp 01,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/ste_equilibre_pp_01_45.8415_6.7204.json,custom
45.865352,6.755822,ov_auberge_de_bionnassay_45.8654_6.7558,Auberge de Bionnassay,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/auberge_de_bionnassay_45.8654_6.7558.json,custom
45.876641,6.761522,ov_la_rioule_45.8766_6.7615,La Rioule,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_rioule_45.8766_6.7615.json,custom
45.891932,6.711633,osm_le_s_rac_45.8919_6.7116,Le Sérac,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_srac_45.8919_6.7116.json,custom
45.906991,6.703987,osm_l_anatolie_45.9070_6.7040,L'Anatolie,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/lanatolie_45.9070_6.7040.json,custom
45.892153,6.712749,osm_l_eterle_45.8922_6.7127,L'Eterle,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/leterle_45.8922_6.7127.json,custom
45.852390,6.723556,osm_la_table_d_armante_45.8524_6.7236,La Table d'Armante,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_table_darmante_45.8524_6.7236.json,custom
45.890742,6.712898,osm_la_felice_45.8907_6.7129,La Felice,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_felice_45.8907_6.7129.json,custom
45.892469,6.711474,osm_bistrots_rac_45.8925_6.7115,Bistrotsérac,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/bistrotsrac_45.8925_6.7115.json,custom
45.853856,6.693257,osm_la_ferme_d_ernestine_45.8539_6.6933,La ferme d'Ernestine,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_ferme_dernestine_45.8539_6.6933.json,custom
45.846787,6.676240,osm_la_folie_douce_saint_gervais___meg_ve_45.8468_6.6762,La Folie Douce Saint Gervais - Megève,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_folie_douce_saint_gervais_-_megve_45.8468_6.6762.json,custom
45.867019,6.678633,osm_la_cabane___leo_45.8670_6.6786,La cabane à Leo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_cabane_leo_45.8670_6.6786.json,custom
45.864057,6.687641,osm_o_communailles_45.8641_6.6876,O'Communailles,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/ocommunailles_45.8641_6.6876.json,custom
45.873870,6.688440,osm_l__table_45.8739_6.6884,L'étable,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/ltable_45.8739_6.6884.json,custom
45.905834,6.701379,ov_la_pause_45.9058_6.7014,La Pause,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_pause_45.9058_6.7014.json,custom
45.905610,6.701452,ov_le_cairn_45.9056_6.7015,Le Cairn,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_cairn_45.9056_6.7015.json,custom
45.904832,6.698950,ov_la_croix_du_mont_blanc_45.9048_6.6989,La Croix du Mont Blanc,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_croix_du_mont_blanc_45.9048_6.6989.json,custom
45.889131,6.706946,ov_oboose_caf__45.8891_6.7069,Oboose café,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/oboose_caf_45.8891_6.7069.json,custom
45.892220,6.711825,ov_la_grange___doudoune_45.8922_6.7118,La Grange à Doudoune,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_grange_doudoune_45.8922_6.7118.json,custom
45.888470,6.712860,ov_caf__des_sports_45.8885_6.7129,Café des Sports,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/caf_des_sports_45.8885_6.7129.json,custom
45.892308,6.711904,ov_les_3_mousquetons_45.8923_6.7119,Les 3 Mousquetons,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/les_3_mousquetons_45.8923_6.7119.json,custom
45.892153,6.712917,ov_le_mirliflore_45.8922_6.7129,Le Mirliflore,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_mirliflore_45.8922_6.7129.json,custom
45.892271,6.712876,ov_le_nordique_45.8923_6.7129,Le Nordique,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_nordique_45.8923_6.7129.json,custom
45.863312,6.726937,ov_bj_s_cafe_45.8633_6.7269,BJ's Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/bjs_cafe_45.8633_6.7269.json,custom
45.877024,6.761412,ov_snack_bar_du_col_de_voza_45.8770_6.7614,Snack-Bar du Col de Voza,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/snack-bar_du_col_de_voza_45.8770_6.7614.json,custom
45.892146,6.711576,osm_aux_petits_gourmands_45.8921_6.7116,Aux Petits Gourmands,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/aux_petits_gourmands_45.8921_6.7116.json,custom
45.852414,6.723659,osm_bar___vin_45.8524_6.7237,Bar à Vin,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/bar_vin_45.8524_6.7237.json,custom
45.852049,6.723933,osm_bistrot_le_mont_joly_45.8520_6.7239,Bistrot le Mont Joly,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/bistrot_le_mont_joly_45.8520_6.7239.json,custom
45.889045,6.707848,osm_super_yoyo_45.8890_6.7078,Super Yoyo,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/super_yoyo_45.8890_6.7078.json,custom
45.896548,6.706131,osm_thermes_de_saint_gervais_les_bains_45.8965_6.7061,Thermes de Saint-Gervais-Les-Bains,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/thermes_de_saint-gervais-les-bains_45.8965_6.7061.json,custom
45.905287,6.701569,ov_enjoy_fitness_45.9053_6.7016,Enjoy Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/enjoy_fitness_45.9053_6.7016.json,custom
45.907269,6.695877,ov_les_fiz_45.9073_6.6959,Les Fiz,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/les_fiz_45.9073_6.6959.json,custom
45.907344,6.693437,ov_le_topo_mont_blanc_45.9073_6.6934,Le Topo Mont-Blanc,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/le_topo_mont-blanc_45.9073_6.6934.json,custom
45.874624,6.685740,ov_freedom_snowsports_45.8746_6.6857,Freedom Snowsports,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/freedom_snowsports_45.8746_6.6857.json,custom
45.903420,6.704640,ov_ecole_de_ski_saint_gervais_les_bain_45.9034_6.7046,Ecole de Ski Saint Gervais les Bain,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/ecole_de_ski_saint_gervais_les_bain_45.9034_6.7046.json,custom
45.902763,6.705904,ov_centre_sportif_du_parc_thermal_45.9028_6.7059,Centre Sportif du Parc Thermal,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/centre_sportif_du_parc_thermal_45.9028_6.7059.json,custom
45.899562,6.709513,ov_aume_45.8996_6.7095,AUME,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/aume_45.8996_6.7095.json,custom
45.892870,6.711558,ov_esf_saint_gervais_45.8929_6.7116,ESF Saint Gervais,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/esf_saint_gervais_45.8929_6.7116.json,custom
45.875860,6.717060,ov_trot_top_45.8759_6.7171,Trot'Top,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/trottop_45.8759_6.7171.json,custom
45.882754,6.715231,ov_les_dahus_de_saint_gervais_les_bains_45.8828_6.7152,Les Dahus de Saint-Gervais les Bains,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/les_dahus_de_saint-gervais_les_bains_45.8828_6.7152.json,custom
45.892230,6.711930,ov_ski_club_saint_gervais_45.8922_6.7119,Ski Club Saint-Gervais,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/ski_club_saint-gervais_45.8922_6.7119.json,custom
45.852707,6.723751,ov_esf___saint_nicolas_de_v_roce___saint_ge_45.8527_6.7238,Esf - Saint Nicolas De Véroce - Saint Gervais Les Bains,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/esf_-_saint_nicolas_de_vroce_-_saint_ger_45.8527_6.7238.json,custom
45.851430,6.723190,ov_ski_club_st_nicolas_de_v_roce_45.8514_6.7232,Ski Club St Nicolas de Véroce,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/ski_club_st_nicolas_de_vroce_45.8514_6.7232.json,custom
45.906140,6.701834,ov_tramway_du_mont_blanc_45.9061_6.7018,Tramway du Mont-Blanc,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/tramway_du_mont-blanc_45.9061_6.7018.json,custom
45.891922,6.712832,ov_saint_gervais_culture___patrimoine_45.8919_6.7128,Saint-Gervais Culture & Patrimoine,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/saint-gervais_culture_patrimoine_45.8919_6.7128.json,custom
45.882498,6.716399,ov_chapelle_des_pratz_45.8825_6.7164,Chapelle des Pratz,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/chapelle_des_pratz_45.8825_6.7164.json,custom
45.852850,6.723729,osm_la_poste_45.8529_6.7237,La Poste,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/la_poste_45.8529_6.7237.json,custom
45.889542,6.713076,ov_library_fernand_braudel_45.8895_6.7131,Library Fernand Braudel,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/piemonte/saint-gervais-les-bains/pages/library_fernand_braudel_45.8895_6.7131.json,custom
