# lat,lng,id,name,building_type,type,url,page_type
# san_prisco -- Tutti
41.081580,14.272220,ov_studio_medico_papale_41.0816_14.2722,Studio Medico Papale,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/studio_medico_papale_41.0816_14.2722.json,custom
41.081648,14.274431,ov_nous_pizza___restaurant_41.0816_14.2744,Nous Pizza & Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/nous_pizza_restaurant_41.0816_14.2744.json,custom
41.081706,14.275133,ov_il_sapore_del_successo_san_prisco_41.0817_14.2751,Il Sapore Del Successo San Prisco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/il_sapore_del_successo_san_prisco_41.0817_14.2751.json,custom
41.084630,14.275089,ov_oasi_park_adventure___ristorante___agrit_41.0846_14.2751,Oasi Park Adventure - Ristorante & Agriturismo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/oasi_park_adventure_-_ristorante_agritur_41.0846_14.2751.json,custom
41.084432,14.275115,ov_il_fungo_41.0844_14.2751,Il Fungo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/il_fungo_41.0844_14.2751.json,custom
41.081403,14.276341,ov_taberna_urbana_41.0814_14.2763,Taberna Urbana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/taberna_urbana_41.0814_14.2763.json,custom
41.081478,14.278038,ov_pizzeria_maida_41.0815_14.2780,Pizzeria Maida,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/pizzeria_maida_41.0815_14.2780.json,custom
41.088028,14.277947,ov_il_canguro_41.0880_14.2779,Il canguro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/il_canguro_41.0880_14.2779.json,custom
41.087853,14.276065,ov_lievitatum_41.0879_14.2761,Lievitatum,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/lievitatum_41.0879_14.2761.json,custom
41.087047,14.275864,ov_taverna_elpidio_trepiccione_41.0870_14.2759,Taverna Elpidio Trepiccione,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/taverna_elpidio_trepiccione_41.0870_14.2759.json,custom
41.104800,14.274139,ov_oasi_park_ristorante_41.1048_14.2741,Oasi Park Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/oasi_park_ristorante_41.1048_14.2741.json,custom
41.090000,14.283972,ov_jamme_ja_41.0900_14.2840,Jamme ja,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/jamme_ja_41.0900_14.2840.json,custom
41.082411,14.282285,ov_sandro_emozioni_a_spicchi_41.0824_14.2823,Sandro emozioni a spicchi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/sandro_emozioni_a_spicchi_41.0824_14.2823.json,custom
41.081655,14.282157,ov_girarrosto_brace_spiedo_e_fantasia_41.0817_14.2822,Girarrosto Brace Spiedo e Fantasia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/girarrosto_brace_spiedo_e_fantasia_41.0817_14.2822.json,custom
41.081692,14.281129,ov_anto_41.0817_14.2811,Anto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/anto_41.0817_14.2811.json,custom
41.086793,14.289966,ov_sici_grill_e_barbecue_41.0868_14.2900,Sici Grill e Barbecue,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/sici_grill_e_barbecue_41.0868_14.2900.json,custom
41.084789,14.301311,ov_tenuta_le_cicale_41.0848_14.3013,Tenuta Le Cicale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/tenuta_le_cicale_41.0848_14.3013.json,custom
41.081724,14.275015,osm_perbacco_41.0817_14.2750,PerBacco,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/perbacco_41.0817_14.2750.json,custom
41.081894,14.275107,osm_il_sapore_del_successo__41.0819_14.2751,Il Sapore del Successo!,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/il_sapore_del_successo_41.0819_14.2751.json,custom
41.080332,14.273865,osm_grease_american_diner_41.0803_14.2739,Grease American Diner,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/grease_american_diner_41.0803_14.2739.json,custom
41.104966,14.274774,osm_oasi_park_41.1050_14.2748,Oasi Park,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/oasi_park_41.1050_14.2748.json,custom
40.905210,14.293340,ov_destino_bistrot_caff__40.9052_14.2933,Destino Bistrot Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/destino_bistrot_caff_40.9052_14.2933.json,custom
41.091130,14.266617,ov_barpegaso_41.0911_14.2666,Barpegaso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/barpegaso_41.0911_14.2666.json,custom
41.089239,14.266222,ov_abbey_road_caserta_41.0892_14.2662,Abbey Road Caserta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/abbey_road_caserta_41.0892_14.2662.json,custom
41.087699,14.265616,ov_new_albatros_41.0877_14.2656,New Albatros,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/new_albatros_41.0877_14.2656.json,custom
41.082673,14.269924,ov_cornetteria_peccato_di_gola_41.0827_14.2699,Cornetteria Peccato Di Gola,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/cornetteria_peccato_di_gola_41.0827_14.2699.json,custom
41.082325,14.270168,ov_caffetteria_scialae_41.0823_14.2702,Caffetteria Scialae,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/caffetteria_scialae_41.0823_14.2702.json,custom
41.087793,14.270982,ov_gotha_caf__41.0878_14.2710,Gotha Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/gotha_caf_41.0878_14.2710.json,custom
41.087755,14.271118,ov_bar_gotha_41.0878_14.2711,Bar Gotha,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/bar_gotha_41.0878_14.2711.json,custom
41.090743,14.273718,ov_le_petit_chalet_41.0907_14.2737,Le Petit Chalet,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/le_petit_chalet_41.0907_14.2737.json,custom
41.086800,14.273550,ov_plm_store_41.0868_14.2736,PLM Store,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/plm_store_41.0868_14.2736.json,custom
41.083537,14.273121,ov_bar_dello_sport_41.0835_14.2731,Bar dello Sport,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/bar_dello_sport_41.0835_14.2731.json,custom
41.081027,14.273160,ov_maranita_caffe_41.0810_14.2732,Maranita Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/maranita_caffe_41.0810_14.2732.json,custom
41.083206,14.272519,ov_barlume_41.0832_14.2725,Barlume,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/barlume_41.0832_14.2725.json,custom
41.081678,14.274773,ov_paradise_cafe_41.0817_14.2748,Paradise Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/paradise_cafe_41.0817_14.2748.json,custom
41.084630,14.275090,ov_bont__siciliane_41.0846_14.2751,Bontà siciliane,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/bont_siciliane_41.0846_14.2751.json,custom
41.081361,14.275965,ov_di_noto_sicily_san_prisco_41.0814_14.2760,DI Noto sicily SAN Prisco,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/di_noto_sicily_san_prisco_41.0814_14.2760.json,custom
41.081431,14.276209,ov_di_noto_s_prisco_nuovo_41.0814_14.2762,DI NOTO s.prisco nuovo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/di_noto_sprisco_nuovo_41.0814_14.2762.json,custom
41.081431,14.276208,ov_filrouge_bar_41.0814_14.2762,Filrouge Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/filrouge_bar_41.0814_14.2762.json,custom
41.081481,14.276171,ov_freedom_bar_41.0815_14.2762,Freedom BAR,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/freedom_bar_41.0815_14.2762.json,custom
41.081675,14.279585,ov_filrouge_cafe_41.0817_14.2796,Filrouge Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/filrouge_cafe_41.0817_14.2796.json,custom
41.085653,14.277981,ov_new_bar_centrale_41.0857_14.2780,New Bar Centrale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/new_bar_centrale_41.0857_14.2780.json,custom
41.086058,14.278806,ov_barcollo_41.0861_14.2788,BarCollo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/barcollo_41.0861_14.2788.json,custom
41.087086,14.281329,ov_hashtag_caffe_41.0871_14.2813,Hashtag Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/hashtag_caffe_41.0871_14.2813.json,custom
41.081420,14.281321,ov_new_factory_bar_41.0814_14.2813,New Factory Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/new_factory_bar_41.0814_14.2813.json,custom
41.087922,14.269387,osm_la_boutique_del_pane_41.0879_14.2694,La Boutique del Pane,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/la_boutique_del_pane_41.0879_14.2694.json,custom
41.081723,14.274767,osm_paradise_caf__41.0817_14.2748,Paradise Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/paradise_caf_41.0817_14.2748.json,custom
41.089284,14.265789,osm_la_dolce_sosta_41.0893_14.2658,La Dolce Sosta,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/la_dolce_sosta_41.0893_14.2658.json,custom
41.081077,14.273244,ov_free_time_41.0811_14.2732,Free Time,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/free_time_41.0811_14.2732.json,custom
41.080213,14.273296,ov_athletic_fitness_center_41.0802_14.2733,Athletic Fitness Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/athletic_fitness_center_41.0802_14.2733.json,custom
41.084059,14.271442,ov_universal_fitness_41.0841_14.2714,Universal Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/universal_fitness_41.0841_14.2714.json,custom
41.081589,14.279724,ov_we_can_race_41.0816_14.2797,We Can Race,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/we_can_race_41.0816_14.2797.json,custom
41.081446,14.277501,ov_arms_dance_lab_41.0814_14.2775,ARMS Dance Lab,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/arms_dance_lab_41.0814_14.2775.json,custom
41.087523,14.280909,ov_soccer_village_club_41.0875_14.2809,Soccer Village Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/soccer_village_club_41.0875_14.2809.json,custom
41.087234,14.281761,ov_art_et_ballet_41.0872_14.2818,Art et Ballet,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/art_et_ballet_41.0872_14.2818.json,custom
41.087923,14.281596,ov_tifata_boxe_prisco_perugino_pagina_uffic_41.0879_14.2816,Tifata Boxe Prisco Perugino pagina ufficiale,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/tifata_boxe_prisco_perugino_pagina_uffic_41.0879_14.2816.json,custom
41.079905,14.282370,ov_crunch_time_41.0799_14.2824,Crunch Time,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/crunch_time_41.0799_14.2824.json,custom
41.086784,14.278324,osm_ufficio_postale_san_prisco_41.0868_14.2783,Ufficio Postale San Prisco,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/san_prisco/pages/ufficio_postale_san_prisco_41.0868_14.2783.json,custom
