# lat,lng,id,name,building_type,type,url,page_type
# Priverno -- Tutti
41.472813,13.178199,ov_ex_ospedale_di_priverno_41.4728_13.1782,Ex ospedale di Priverno,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/ex_ospedale_di_priverno_41.4728_13.1782.json,custom
41.474683,13.179287,ov_hostaria_di_pesce_41.4747_13.1793,Hostaria di pesce,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/hostaria_di_pesce_41.4747_13.1793.json,custom
41.474362,13.179299,ov_pizzeria_spacciotto_41.4744_13.1793,Pizzeria Spacciotto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/pizzeria_spacciotto_41.4744_13.1793.json,custom
41.474755,13.177897,ov_peccati_di_gola_41.4748_13.1779,Peccati Di Gola,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/peccati_di_gola_41.4748_13.1779.json,custom
41.473763,13.177870,ov_la_vecchia_tettoia_41.4738_13.1779,La Vecchia Tettoia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/la_vecchia_tettoia_41.4738_13.1779.json,custom
41.473632,13.177761,ov_enoteca_bianconi_41.4736_13.1778,Enoteca Bianconi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/enoteca_bianconi_41.4736_13.1778.json,custom
41.471512,13.178380,ov_pizzeria_della_passeggiata_41.4715_13.1784,Pizzeria della Passeggiata,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/pizzeria_della_passeggiata_41.4715_13.1784.json,custom
41.473508,13.177703,ov_pupillo_pura_pizza_41.4735_13.1777,Pupillo Pura Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/pupillo_pura_pizza_41.4735_13.1777.json,custom
41.474630,13.176540,ov_pizza_love_street_41.4746_13.1765,PiZza LoVe Street,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/pizza_love_street_41.4746_13.1765.json,custom
41.429804,13.177481,ov_agriturismo_aumenta_il_lago_delle_ninfee_41.4298_13.1775,Agriturismo Aumenta il Lago Delle Ninfee,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/agriturismo_aumenta_il_lago_delle_ninfee_41.4298_13.1775.json,custom
41.474325,13.175625,ov_gocciolo_sugo_41.4743_13.1756,Gocciolo sugo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/gocciolo_sugo_41.4743_13.1756.json,custom
41.474252,13.174991,ov_osteria_terzo_girone_41.4743_13.1750,Osteria Terzo Girone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/osteria_terzo_girone_41.4743_13.1750.json,custom
41.473305,13.171451,ov_acqua_e_farina_41.4733_13.1715,Acqua e Farina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/acqua_e_farina_41.4733_13.1715.json,custom
41.474048,13.168303,ov_pizzeria_il_caminetto_41.4740_13.1683,Pizzeria Il Caminetto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/pizzeria_il_caminetto_41.4740_13.1683.json,custom
41.460593,13.164241,ov_al_boschetto_41.4606_13.1642,Al Boschetto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/al_boschetto_41.4606_13.1642.json,custom
41.438646,13.195284,ov_il_forno_del_procoio_41.4386_13.1953,Il Forno del Procoio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/il_forno_del_procoio_41.4386_13.1953.json,custom
41.466253,13.189357,ov______________________________41.4663_13.1894,𝗙𝘂𝗼𝗿𝗶 𝗚𝗶𝗼𝗰𝗼 - 𝘍𝘰𝘰𝘥 𝘢𝘯𝘥 𝘋𝘳𝘪𝘯𝘬,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/_-__41.4663_13.1894.json,custom
41.433110,13.189315,ov_il_giardino_ristorante_pizzeria_41.4331_13.1893,Il Giardino Ristorante Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/il_giardino_ristorante_pizzeria_41.4331_13.1893.json,custom
41.425711,13.183865,ov_ada_2000_41.4257_13.1839,Ada 2000,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/ada_2000_41.4257_13.1839.json,custom
41.473058,13.182845,ov_glio_montano_41.4731_13.1828,Glio Montano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/glio_montano_41.4731_13.1828.json,custom
41.471241,13.182641,ov_pizzeria_pasta_all_uovo_41.4712_13.1826,Pizzeria Pasta All'Uovo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/pizzeria_pasta_alluovo_41.4712_13.1826.json,custom
41.470015,13.183189,ov_ristorante_il_ritrovo_41.4700_13.1832,Ristorante Il Ritrovo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/ristorante_il_ritrovo_41.4700_13.1832.json,custom
41.473730,13.181655,ov_la_prosciutteria_priverno_41.4737_13.1817,La Prosciutteria Priverno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/la_prosciutteria_priverno_41.4737_13.1817.json,custom
41.472299,13.181306,ov_tacconibus_bistrot_41.4723_13.1813,Tacconibus Bistrot,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/tacconibus_bistrot_41.4723_13.1813.json,custom
41.474000,13.181210,ov_il_colle_rosso_41.4740_13.1812,Il Colle Rosso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/il_colle_rosso_41.4740_13.1812.json,custom
41.492551,13.200672,ov_ristorante_paolina_41.4926_13.2007,Ristorante Paolina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/ristorante_paolina_41.4926_13.2007.json,custom
41.492584,13.202021,ov_ristorante_la_conca_41.4926_13.2020,Ristorante La CONCA,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/ristorante_la_conca_41.4926_13.2020.json,custom
41.503587,13.226754,ov_le_pastaie_41.5036_13.2268,Le Pastaie,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/le_pastaie_41.5036_13.2268.json,custom
41.471494,13.178558,osm_pizzeria_della_passeggiata_41.4715_13.1786,Pizzeria della passeggiata,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/pizzeria_della_passeggiata_41.4715_13.1786.json,custom
41.530558,12.944784,ov_cafe_del_sol_41.5306_12.9448,Cafe Del Sol,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/cafe_del_sol_41.5306_12.9448.json,custom
41.529010,12.944850,ov_aromi_di_caff__41.5290_12.9449,Aromi di Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/aromi_di_caff_41.5290_12.9449.json,custom
41.479090,13.157270,ov_marlon_bar_tavola_calda_41.4791_13.1573,Marlon Bar tavola calda,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/marlon_bar_tavola_calda_41.4791_13.1573.json,custom
41.487540,13.175240,ov_bar__l_incontro__fossanova_41.4875_13.1752,Bar  L'incontro  Fossanova,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/bar_lincontro_fossanova_41.4875_13.1752.json,custom
41.470912,13.181082,ov_caffe_del_quadrato_41.4709_13.1811,Caffe Del Quadrato,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/caffe_del_quadrato_41.4709_13.1811.json,custom
41.469532,13.178431,ov_bar_palombini_di_carfagna_luca_41.4695_13.1784,Bar Palombini di Carfagna Luca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/bar_palombini_di_carfagna_luca_41.4695_13.1784.json,custom
41.474203,13.178695,ov_antico_caff__tornese_41.4742_13.1787,Antico Caffè Tornese,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/antico_caff_tornese_41.4742_13.1787.json,custom
41.472136,13.177876,ov_bollicine_priverno_41.4721_13.1779,Bollicine Priverno,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/bollicine_priverno_41.4721_13.1779.json,custom
41.472543,13.177212,ov_lo_scacco_matto_sas_41.4725_13.1772,Lo Scacco Matto SAS,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/lo_scacco_matto_sas_41.4725_13.1772.json,custom
41.473640,13.176680,ov_bar_centrale_priverno_41.4736_13.1767,Bar Centrale Priverno,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/bar_centrale_priverno_41.4736_13.1767.json,custom
41.473640,13.176680,ov_priverno_punto_wind_e_tre_41.4736_13.1767,Priverno Punto Wind e Tre,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/priverno_punto_wind_e_tre_41.4736_13.1767.json,custom
41.474290,13.176680,ov_strong_pub_41.4743_13.1767,Strong pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/strong_pub_41.4743_13.1767.json,custom
41.474420,13.176575,ov_terminal___il_1__bar_di_babbo_natale_41.4744_13.1766,Terminal - il 1º Bar di Babbo Natale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/terminal_-_il_1_bar_di_babbo_natale_41.4744_13.1766.json,custom
41.474129,13.176075,ov_bar_fuori_tempo_41.4741_13.1761,Bar Fuori Tempo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/bar_fuori_tempo_41.4741_13.1761.json,custom
41.474101,13.175476,ov_fuori_luogo_41.4741_13.1755,Fuori Luogo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/fuori_luogo_41.4741_13.1755.json,custom
41.473985,13.174812,ov_mag_meld_ristopub_41.4740_13.1748,Mag Meld Ristopub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/mag_meld_ristopub_41.4740_13.1748.json,custom
41.474412,13.173161,ov_b_side_41.4744_13.1732,B-Side,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/b-side_41.4744_13.1732.json,custom
41.433980,13.192078,ov_caffe_fiorito_41.4340_13.1921,Caffe Fiorito,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/caffe_fiorito_41.4340_13.1921.json,custom
41.437900,13.195707,ov_il_caffe_dei_guitti_41.4379_13.1957,Il Caffe Dei Guitti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/il_caffe_dei_guitti_41.4379_13.1957.json,custom
41.458180,13.194338,ov_il_castello_41.4582_13.1943,Il Castello,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/il_castello_41.4582_13.1943.json,custom
41.474469,13.183134,ov_le_mura_di_san_giorgio_41.4745_13.1831,Le Mura di San Giorgio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/le_mura_di_san_giorgio_41.4745_13.1831.json,custom
41.471416,13.183224,ov_black_and_white_41.4714_13.1832,Black and white,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/black_and_white_41.4714_13.1832.json,custom
41.473188,13.181965,ov_club_ventuno_41.4732_13.1820,Club Ventuno,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/club_ventuno_41.4732_13.1820.json,custom
41.473208,13.181952,ov_la_fontana_dei_delfini_41.4732_13.1820,La Fontana dei Delfini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/la_fontana_dei_delfini_41.4732_13.1820.json,custom
41.485813,13.133700,ov_performance1605_training_center_41.4858_13.1337,Performance1605 Training Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/performance1605_training_center_41.4858_13.1337.json,custom
41.488540,13.159210,ov_palestra_blu_gym_41.4885_13.1592,Palestra Blu Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/palestra_blu_gym_41.4885_13.1592.json,custom
41.475542,13.171510,ov_centro_danza_piedi_scalzi_41.4755_13.1715,Centro Danza Piedi Scalzi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/centro_danza_piedi_scalzi_41.4755_13.1715.json,custom
41.478160,13.174944,ov_palestra_boxe_priverno_41.4782_13.1749,Palestra boxe priverno,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/palestra_boxe_priverno_41.4782_13.1749.json,custom
41.470560,13.178930,ov_bunker_748_asd_41.4706_13.1789,Bunker 748 ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/bunker_748_asd_41.4706_13.1789.json,custom
41.470830,13.178381,ov_scuola_di_danza_petit_pas_41.4708_13.1784,Scuola di danza Petit Pas,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/scuola_di_danza_petit_pas_41.4708_13.1784.json,custom
41.473640,13.176670,ov_asd_happy_farm_41.4736_13.1767,Asd Happy Farm,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/asd_happy_farm_41.4736_13.1767.json,custom
41.473607,13.172207,ov_palestra_johnny_41.4736_13.1722,Palestra Johnny,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/palestra_johnny_41.4736_13.1722.json,custom
41.471023,13.185047,ov_centro_di_danza_sportiva_dancesport_star_41.4710_13.1850,Centro di Danza Sportiva Dancesport Stars,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/centro_di_danza_sportiva_dancesport_star_41.4710_13.1850.json,custom
41.473762,13.184203,ov_palestra_fitline_41.4738_13.1842,Palestra FitLine,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/palestra_fitline_41.4738_13.1842.json,custom
41.466700,13.183300,ov_zona_allenamento_cani_gasperino_41.4667_13.1833,Zona allenamento cani Gasperino,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/zona_allenamento_cani_gasperino_41.4667_13.1833.json,custom
41.458009,13.194667,ov_castello_di_san_martino_41.4580_13.1947,Castello di San Martino,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/castello_di_san_martino_41.4580_13.1947.json,custom
41.454308,13.192559,ov_museo_per_la_matematica_41.4543_13.1926,Museo Per La Matematica,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/museo_per_la_matematica_41.4543_13.1926.json,custom
41.473848,13.182533,ov_museo_per_la_matematica_enrico_giusti_41.4738_13.1825,Museo per la Matematica Enrico Giusti,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/museo_per_la_matematica_enrico_giusti_41.4738_13.1825.json,custom
41.470015,13.183189,ov_museo_archeologico_di_priverno_41.4700_13.1832,Museo Archeologico Di Priverno,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/museo_archeologico_di_priverno_41.4700_13.1832.json,custom
41.473583,13.182005,ov_museo_archeologico_carlo_cicala_di_prive_41.4736_13.1820,Museo Archeologico Carlo Cicala di Priverno,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/museo_archeologico_carlo_cicala_di_prive_41.4736_13.1820.json,custom
41.472797,13.180838,ov_biblioteca_comunale_pierina_carfagna_41.4728_13.1808,Biblioteca Comunale Pierina Carfagna,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lazio/priverno/pages/biblioteca_comunale_pierina_carfagna_41.4728_13.1808.json,custom
