# lat,lng,id,name,building_type,type,url,page_type
# Lauria -- Tutti
40.015896,15.897385,ov_geomedical_40.0159_15.8974,Geomedical,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/geomedical_40.0159_15.8974.json,custom
40.081442,15.903863,ov_bar_italia_lauria_40.0814_15.9039,Bar Italia Lauria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/bar_italia_lauria_40.0814_15.9039.json,custom
40.019988,15.886531,ov_ontheroad_terminal_40.0200_15.8865,Ontheroad Terminal,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/ontheroad_terminal_40.0200_15.8865.json,custom
40.019901,15.886431,ov_on_the_road19_40.0199_15.8864,On The Road19,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/on_the_road19_40.0199_15.8864.json,custom
40.021354,15.893044,ov_pub_freedom_40.0214_15.8930,Pub Freedom,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/pub_freedom_40.0214_15.8930.json,custom
40.014829,15.901427,ov_citybar_40.0148_15.9014,Citybar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/citybar_40.0148_15.9014.json,custom
40.053379,15.841774,ov_billy_bar_40.0534_15.8418,Billy Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/billy_bar_40.0534_15.8418.json,custom
40.049787,15.839263,ov_bermuda_2_0_40.0498_15.8393,Bermuda 2.0,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/bermuda_20_40.0498_15.8393.json,custom
40.049576,15.839606,ov_happy_cafe_40.0496_15.8396,Happy Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/happy_cafe_40.0496_15.8396.json,custom
40.049462,15.839103,ov_cinque_stelle_store_lauria_40.0495_15.8391,Cinque stelle store Lauria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/cinque_stelle_store_lauria_40.0495_15.8391.json,custom
40.048917,15.838280,ov_pausa_patisserie__caf____bistrot_40.0489_15.8383,"Pausa Patisserie, Café & Bistrot",RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/pausa_patisserie_caf_bistrot_40.0489_15.8383.json,custom
40.049055,15.838539,ov_baccotabaccoevenere_lauria_40.0491_15.8385,Baccotabaccoevenere Lauria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/baccotabaccoevenere_lauria_40.0491_15.8385.json,custom
40.051431,15.838424,ov_break_bar_40.0514_15.8384,Break Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/break_bar_40.0514_15.8384.json,custom
40.051375,15.838877,ov_bar_bengodi_40.0514_15.8389,Bar Bengodi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/bar_bengodi_40.0514_15.8389.json,custom
40.047164,15.835381,ov_domp____la_cantinetta_40.0472_15.8354,DomPè - La Cantinetta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/domp_-_la_cantinetta_40.0472_15.8354.json,custom
40.044617,15.835399,ov_enoteca_la_compagnia_del_cavatappi_40.0446_15.8354,Enoteca La Compagnia del Cavatappi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/enoteca_la_compagnia_del_cavatappi_40.0446_15.8354.json,custom
40.041112,15.835698,ov_maruca_40.0411_15.8357,Maruca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/maruca_40.0411_15.8357.json,custom
40.064948,15.938307,ov_asso_cafe_40.0649_15.9383,Asso Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/asso_cafe_40.0649_15.9383.json,custom
40.051166,15.838741,osm_bar_bgud_40.0512_15.8387,Bar bgud,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/bar_bgud_40.0512_15.8387.json,custom
40.054274,15.844062,ov_elite_fit_and_training_40.0543_15.8441,Elite Fit and Training,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/elite_fit_and_training_40.0543_15.8441.json,custom
40.031060,15.861370,ov_el_mesteno_ranch_di_nicola_carlomagno_40.0311_15.8614,El Mesteno Ranch di Nicola Carlomagno,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/el_mesteno_ranch_di_nicola_carlomagno_40.0311_15.8614.json,custom
40.038129,15.839539,ov_cas_agnese_scaldaferri_40.0381_15.8395,CAS Agnese Scaldaferri,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/cas_agnese_scaldaferri_40.0381_15.8395.json,custom
40.053971,15.841731,ov_cam_sport_salute_40.0540_15.8417,CAM Sport&salute,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/cam_sportsalute_40.0540_15.8417.json,custom
40.038928,15.829538,ov_asd_gymnasium_40.0389_15.8295,ASD Gymnasium,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/asd_gymnasium_40.0389_15.8295.json,custom
40.038647,15.833657,ov_dance_team_basilicata_lauria_40.0386_15.8337,Dance Team Basilicata Lauria,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/dance_team_basilicata_lauria_40.0386_15.8337.json,custom
40.041619,15.834347,ov_cam_sport_e_salute_40.0416_15.8343,Cam Sport e Salute,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/cam_sport_e_salute_40.0416_15.8343.json,custom
40.047219,15.836165,ov_biblioteca_comunale_r_ferrante_lauria_40.0472_15.8362,Biblioteca Comunale R.Ferrante Lauria,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/lauria/pages/biblioteca_comunale_rferrante_lauria_40.0472_15.8362.json,custom
