# lat,lng,id,name,building_type,type,url,page_type
# Selvazzano Dentro -- Tutti
45.393835,11.780710,ov_centro_acustico_roma_45.3938_11.7807,Centro Acustico Roma,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/centro_acustico_roma_45.3938_11.7807.json,custom
45.386814,11.803828,ov_sushi_fu_45.3868_11.8038,Sushi Fu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/sushi_fu_45.3868_11.8038.json,custom
45.386892,11.803865,ov_tommy_il_cantiere_della_pizza_45.3869_11.8039,Tommy il cantiere della pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/tommy_il_cantiere_della_pizza_45.3869_11.8039.json,custom
45.423243,11.782204,ov_ristorante_la_bulesca_45.4232_11.7822,Ristorante la Bulesca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/ristorante_la_bulesca_45.4232_11.7822.json,custom
45.414426,11.812962,ov_birreria_franziskaner_45.4144_11.8130,Birreria Franziskaner,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/birreria_franziskaner_45.4144_11.8130.json,custom
45.413615,11.814013,ov_pizzeria_morgan_45.4136_11.8140,Pizzeria Morgan,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/pizzeria_morgan_45.4136_11.8140.json,custom
45.414631,11.812528,ov_pasticceria_charlotte_caselle_di_selvazz_45.4146_11.8125,Pasticceria Charlotte Caselle di Selvazzano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/pasticceria_charlotte_caselle_di_selvazz_45.4146_11.8125.json,custom
45.414375,11.825682,ov_pizzeria_da_roberto_45.4144_11.8257,Pizzeria da Roberto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/pizzeria_da_roberto_45.4144_11.8257.json,custom
45.413266,11.825548,ov_senza_spiga_45.4133_11.8255,Senza Spiga,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/senza_spiga_45.4133_11.8255.json,custom
45.412720,11.825474,ov_pin_up_pizzeria_45.4127_11.8255,Pin Up Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/pin_up_pizzeria_45.4127_11.8255.json,custom
45.409103,11.823654,ov_spuma_45.4091_11.8237,SPUMA,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/spuma_45.4091_11.8237.json,custom
45.409168,11.823617,ov_al_gropo_caff__cucina_e_vino_45.4092_11.8236,Al Gropo caffè cucina e vino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/al_gropo_caff_cucina_e_vino_45.4092_11.8236.json,custom
45.410643,11.815165,ov_all_oste_di_vino_45.4106_11.8152,All'Oste Di Vino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/alloste_di_vino_45.4106_11.8152.json,custom
45.408916,11.814771,ov_meat_and_fire_for_you_45.4089_11.8148,Meat And Fire For You,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/meat_and_fire_for_you_45.4089_11.8148.json,custom
45.393173,11.779932,ov_pizzeria_per_asporto_solo_per_te_45.3932_11.7799,Pizzeria per Asporto Solo per Te,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/pizzeria_per_asporto_solo_per_te_45.3932_11.7799.json,custom
45.390437,11.783520,ov_garage_burger_66___selvazzano_45.3904_11.7835,Garage Burger 66 - Selvazzano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/garage_burger_66_-_selvazzano_45.3904_11.7835.json,custom
45.390538,11.783638,ov_roxy_pizza_45.3905_11.7836,Roxy Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/roxy_pizza_45.3905_11.7836.json,custom
45.389771,11.789797,ov_pizzeria_gramigna_45.3898_11.7898,Pizzeria Gramigna,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/pizzeria_gramigna_45.3898_11.7898.json,custom
45.389979,11.801995,ov_bella_ciccio_pizza_kebab_45.3900_11.8020,Bella Ciccio Pizza Kebab,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/bella_ciccio_pizza_kebab_45.3900_11.8020.json,custom
45.390380,11.802158,ov_ristorante_piroga_45.3904_11.8022,Ristorante Piroga,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/ristorante_piroga_45.3904_11.8022.json,custom
45.390662,11.805495,ov_da_arturo_45.3907_11.8055,Da Arturo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/da_arturo_45.3907_11.8055.json,custom
45.391205,11.809006,ov_bar_vecia_tencarola_45.3912_11.8090,Bar Vecia Tencarola,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/bar_vecia_tencarola_45.3912_11.8090.json,custom
45.390825,11.806515,ov_yuan_sushi_revolution_45.3908_11.8065,Yuan Sushi Revolution,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/yuan_sushi_revolution_45.3908_11.8065.json,custom
45.390737,11.806085,ov_osteria_da_i_babbo_45.3907_11.8061,Osteria Da I Babbo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/osteria_da_i_babbo_45.3907_11.8061.json,custom
45.389920,11.802282,ov_cuore_di_pizza_45.3899_11.8023,Cuore di Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/cuore_di_pizza_45.3899_11.8023.json,custom
45.389991,11.807462,ov_baki_the_original_45.3900_11.8075,Baki The Original,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/baki_the_original_45.3900_11.8075.json,custom
45.391212,11.810133,ov_max_pizza_and_food_45.3912_11.8101,Max Pizza and Food,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/max_pizza_and_food_45.3912_11.8101.json,custom
45.391503,11.811663,ov_river_bistr__caffetteria_wine_bar_45.3915_11.8117,River Bistrò Caffetteria Wine Bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/river_bistr_caffetteria_wine_bar_45.3915_11.8117.json,custom
45.392407,11.814348,ov_el_parillero_steakhouse___restaurant_45.3924_11.8143,El Parillero Steakhouse & Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/el_parillero_steakhouse_restaurant_45.3924_11.8143.json,custom
45.392670,11.813940,ov_pizzalab_45.3927_11.8139,PizzaLab,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/pizzalab_45.3927_11.8139.json,custom
45.395327,11.805494,ov_pizzeria_in_piazza_45.3953_11.8055,Pizzeria in Piazza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/pizzeria_in_piazza_45.3953_11.8055.json,custom
45.395335,11.805550,ov_pizzeria_tom___jerry_45.3953_11.8056,Pizzeria Tom & Jerry,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/pizzeria_tom_jerry_45.3953_11.8056.json,custom
45.358603,11.894710,ov_osteria_xv_della_colonna_45.3586_11.8947,Osteria XV della Colonna,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/osteria_xv_della_colonna_45.3586_11.8947.json,custom
45.386443,11.763842,osm_ristorante_la_montecchia_45.3864_11.7638,Ristorante La Montecchia,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/ristorante_la_montecchia_45.3864_11.7638.json,custom
45.412669,11.809332,osm_trattoria_7_teste_pizza_concept_45.4127_11.8093,Trattoria 7 Teste Pizza Concept,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/trattoria_7_teste_pizza_concept_45.4127_11.8093.json,custom
45.391251,11.810684,osm_river_ristorante_pizzeria_45.3913_11.8107,River ristorante pizzeria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/river_ristorante_pizzeria_45.3913_11.8107.json,custom
45.378510,11.804370,ov_has_tag_45.3785_11.8044,Has Tag,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/has_tag_45.3785_11.8044.json,custom
45.385116,11.798451,ov_cuore_di_mamma_45.3851_11.7985,Cuore Di Mamma,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/cuore_di_mamma_45.3851_11.7985.json,custom
45.387765,11.804494,ov_d_g_patisserie_45.3878_11.8045,D&G Patisserie,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/dg_patisserie_45.3878_11.8045.json,custom
45.388366,11.805197,ov_la_bottiglieria_da_tosca_45.3884_11.8052,La Bottiglieria Da Tosca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/la_bottiglieria_da_tosca_45.3884_11.8052.json,custom
45.389210,11.804130,ov_pedron_caff__45.3892_11.8041,Pedron Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/pedron_caff_45.3892_11.8041.json,custom
45.410651,11.786623,ov_rally_bar_45.4107_11.7866,Rally Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/rally_bar_45.4107_11.7866.json,custom
45.411741,11.813640,ov_pegaso_wine___ristocaf__45.4117_11.8136,Pegaso Wine & Ristocafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/pegaso_wine_ristocaf_45.4117_11.8136.json,custom
45.417609,11.800340,ov_bar_al_collaudo_45.4176_11.8003,Bar Al Collaudo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/bar_al_collaudo_45.4176_11.8003.json,custom
45.414627,11.813171,ov_bar_pasticceria_gelateria_charlotte_45.4146_11.8132,Bar Pasticceria Gelateria Charlotte,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/bar_pasticceria_gelateria_charlotte_45.4146_11.8132.json,custom
45.414614,11.813164,ov_montenapoleone_caselle_45.4146_11.8132,Montenapoleone Caselle,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/montenapoleone_caselle_45.4146_11.8132.json,custom
45.409634,11.825309,ov_veni_vidi_vino_enoteca_45.4096_11.8253,Veni Vidi Vino Enoteca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/veni_vidi_vino_enoteca_45.4096_11.8253.json,custom
45.398058,11.807284,ov_caffetteria_belle_epoque_2_0_45.3981_11.8073,Caffetteria Belle Epoque 2.0,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/caffetteria_belle_epoque_20_45.3981_11.8073.json,custom
45.395442,11.781383,ov_bar_centrale_45.3954_11.7814,Bar Centrale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/bar_centrale_45.3954_11.7814.json,custom
45.392451,11.780460,ov_bar_da_agnese_45.3925_11.7805,Bar Da Agnese,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/bar_da_agnese_45.3925_11.7805.json,custom
45.391413,11.810878,ov_cento27_45.3914_11.8109,Cento27,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/cento27_45.3914_11.8109.json,custom
45.391327,11.809715,ov_bar_novecento_45.3913_11.8097,Bar Novecento,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/bar_novecento_45.3913_11.8097.json,custom
45.392209,11.813640,ov_a_tutta_birra_45.3922_11.8136,A tutta birra,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/a_tutta_birra_45.3922_11.8136.json,custom
45.392234,11.813906,ov_bar_centralino_45.3922_11.8139,Bar Centralino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/bar_centralino_45.3922_11.8139.json,custom
45.393270,11.816520,ov_just_bar_sala_vlt_45.3933_11.8165,Just bar sala vlt,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/just_bar_sala_vlt_45.3933_11.8165.json,custom
45.392690,11.813554,ov_evino_l_enoteca_45.3927_11.8136,Evino l'Enoteca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/evino_lenoteca_45.3927_11.8136.json,custom
45.392519,11.807793,ov_venezia_red_bar_45.3925_11.8078,Venezia Red Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/venezia_red_bar_45.3925_11.8078.json,custom
45.393387,11.818568,ov_cairo_caff__45.3934_11.8186,Cairo Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/cairo_caff_45.3934_11.8186.json,custom
45.394008,11.815997,ov_sala_flamingo_45.3940_11.8160,Sala Flamingo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/sala_flamingo_45.3940_11.8160.json,custom
45.395592,11.781271,osm_bar_centrale_45.3956_11.7813,Bar Centrale,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/bar_centrale_45.3956_11.7813.json,custom
45.384531,11.784492,osm_dalle_canaglie_45.3845_11.7845,Dalle Canaglie,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/dalle_canaglie_45.3845_11.7845.json,custom
45.387847,11.763121,ov_montecchia_performance_center_45.3878_11.7631,Montecchia Performance Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/montecchia_performance_center_45.3878_11.7631.json,custom
45.389372,11.794542,ov_vivere_il_balletto_45.3894_11.7945,Vivere il Balletto,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/vivere_il_balletto_45.3894_11.7945.json,custom
45.389371,11.794569,ov_marco_siffi_45.3894_11.7946,Marco Siffi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/marco_siffi_45.3894_11.7946.json,custom
45.387705,11.794332,ov_accadueo___fit_45.3877_11.7943,AccadueO & Fit,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/accadueo_fit_45.3877_11.7943.json,custom
45.385982,11.789381,ov_centro_yoga_e_studio_di_counseling_45.3860_11.7894,Centro Yoga e Studio di Counseling,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/centro_yoga_e_studio_di_counseling_45.3860_11.7894.json,custom
45.385976,11.789400,ov_stella_benessere_di_giada_di_meglio_45.3860_11.7894,Stella Benessere di Giada Di Meglio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/stella_benessere_di_giada_di_meglio_45.3860_11.7894.json,custom
45.384937,11.799292,ov_tape__n__training_45.3849_11.7993,Tape 'n' Training,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/tape_n_training_45.3849_11.7993.json,custom
45.385650,11.799130,ov_gruppo_sportivo_san_domenico_45.3856_11.7991,Gruppo Sportivo San Domenico,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/gruppo_sportivo_san_domenico_45.3856_11.7991.json,custom
45.386436,11.801298,ov_palestra_p__mennea_45.3864_11.8013,Palestra P. Mennea,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/palestra_p_mennea_45.3864_11.8013.json,custom
45.388897,11.798185,ov_janus_nova_2017_45.3889_11.7982,Janus Nova 2017,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/janus_nova_2017_45.3889_11.7982.json,custom
45.389692,11.807465,ov_a_t_studio_45.3897_11.8075,A.T.Studio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/atstudio_45.3897_11.8075.json,custom
45.413771,11.813091,ov_palestra_kolbe_usma_padova_45.4138_11.8131,Palestra Kolbe USMA Padova,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/palestra_kolbe_usma_padova_45.4138_11.8131.json,custom
45.409654,11.825354,ov_giacomo_balbo_personal_trainer_45.4097_11.8254,Giacomo Balbo Personal Trainer,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/giacomo_balbo_personal_trainer_45.4097_11.8254.json,custom
45.409795,11.810566,ov_b_twin_yoga__meditazione_e_naturopatia_45.4098_11.8106,"B-Twin Yoga, Meditazione e Naturopatia",GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/b-twin_yoga_meditazione_e_naturopatia_45.4098_11.8106.json,custom
45.409847,11.810853,ov_body_lab_45.4098_11.8109,Body Lab,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/body_lab_45.4098_11.8109.json,custom
45.408235,11.812341,ov_cornerbox_45.4082_11.8123,CornerBox,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/cornerbox_45.4082_11.8123.json,custom
45.406342,11.820404,ov_1to1_baap_45.4063_11.8204,1to1 Baap,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/1to1_baap_45.4063_11.8204.json,custom
45.403425,11.817400,ov_centro_equestre_della_rosa_45.4034_11.8174,Centro Equestre della Rosa,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/centro_equestre_della_rosa_45.4034_11.8174.json,custom
45.394718,11.782180,ov_maverick_boxing_gym_45.3947_11.7822,Maverick Boxing Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/maverick_boxing_gym_45.3947_11.7822.json,custom
45.390116,11.800812,ov_palazzetto_dello_sport_a__ceron_45.3901_11.8008,Palazzetto dello Sport A. Ceron,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/palazzetto_dello_sport_a_ceron_45.3901_11.8008.json,custom
45.390351,11.799165,ov_selvazzano_rugby_f_c__45.3904_11.7992,Selvazzano Rugby F.C.,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/selvazzano_rugby_fc_45.3904_11.7992.json,custom
45.390023,11.807497,ov_passione_danza_asd_45.3900_11.8075,Passione Danza asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/passione_danza_asd_45.3900_11.8075.json,custom
45.394672,11.819469,ov_gym_padova_athletic_45.3947_11.8195,Gym Padova Athletic,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/gym_padova_athletic_45.3947_11.8195.json,custom
45.414320,11.812521,ov_auser_di_selvazzano_dentro_aps_45.4143_11.8125,Auser di Selvazzano Dentro APS,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/auser_di_selvazzano_dentro_aps_45.4143_11.8125.json,custom
45.407610,11.823201,ov_archivio_emme_italia_45.4076_11.8232,archivio_emme_italia,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/archivioemmeitalia_45.4076_11.8232.json,custom
45.394340,11.783108,ov_municipio_biblioteca_comunale_45.3943_11.7831,Municipio biblioteca comunale,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/selvazzano_dentro/pages/municipio_biblioteca_comunale_45.3943_11.7831.json,custom
