# lat,lng,id,name,building_type,type,url,page_type
# sestu -- Tutti
39.298164,9.093744,ov_centro_medico_peppino_e_misa_mocci_39.2982_9.0937,Centro Medico Peppino e Misa Mocci,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/centro_medico_peppino_e_misa_mocci_39.2982_9.0937.json,custom
39.300541,9.093259,ov_la_piccola_pizzetta_39.3005_9.0933,La Piccola Pizzetta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/la_piccola_pizzetta_39.3005_9.0933.json,custom
39.301293,9.091991,ov_pit_stop_39.3013_9.0920,Pit Stop,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/pit_stop_39.3013_9.0920.json,custom
39.302228,9.092515,ov_pepperson_39.3022_9.0925,Pepperson,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/pepperson_39.3022_9.0925.json,custom
39.302257,9.092009,ov_4g_pizza___drink_sestu_39.3023_9.0920,4G Pizza & Drink Sestu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/4g_pizza_drink_sestu_39.3023_9.0920.json,custom
39.302202,9.091644,ov_pizza_gnam_di_puddu_andrea_39.3022_9.0916,pizza.gnam di Puddu Andrea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/pizzagnam_di_puddu_andrea_39.3022_9.0916.json,custom
39.298825,9.088367,ov_olivarium_39.2988_9.0884,Olivarium,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/olivarium_39.2988_9.0884.json,custom
39.306751,9.090287,ov_salumeria_ristorante_pizzeria_la_pecora__39.3068_9.0903,Salumeria Ristorante Pizzeria La Pecora Nera,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/salumeria_ristorante_pizzeria_la_pecora__39.3068_9.0903.json,custom
39.306400,9.090585,ov_fuorigrotta_pizzeria_39.3064_9.0906,Fuorigrotta Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/fuorigrotta_pizzeria_39.3064_9.0906.json,custom
39.292887,9.088570,ov_antico_borgo_39.2929_9.0886,Antico Borgo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/antico_borgo_39.2929_9.0886.json,custom
39.293471,9.088397,ov_pizzeria_bisteccheria_michelangelo_39.2935_9.0884,Pizzeria Bisteccheria Michelangelo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/pizzeria_bisteccheria_michelangelo_39.2935_9.0884.json,custom
39.294694,9.088575,ov_pizzeria_il_mosaico_39.2947_9.0886,Pizzeria Il Mosaico,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/pizzeria_il_mosaico_39.2947_9.0886.json,custom
39.295505,9.089311,ov_il_draghetto_39.2955_9.0893,Il Draghetto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/il_draghetto_39.2955_9.0893.json,custom
39.295868,9.089524,ov_pizzeria_giaba_39.2959_9.0895,Pizzeria Giaba,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/pizzeria_giaba_39.2959_9.0895.json,custom
39.295249,9.090655,ov_la_pie_pinseria_39.2952_9.0907,La Pie Pinseria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/la_pie_pinseria_39.2952_9.0907.json,custom
39.294871,9.090505,ov_pizzeria_il_dragoncello_39.2949_9.0905,Pizzeria Il Dragoncello,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/pizzeria_il_dragoncello_39.2949_9.0905.json,custom
39.296957,9.092962,ov_su_stampu_pizzeria_39.2970_9.0930,Su Stampu Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/su_stampu_pizzeria_39.2970_9.0930.json,custom
39.296013,9.094777,ov_le_dolcezze_di_natilla_39.2960_9.0948,Le Dolcezze di Natilla,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/le_dolcezze_di_natilla_39.2960_9.0948.json,custom
39.288476,9.069638,ov_kfc_39.2885_9.0696,KFC,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/kfc_39.2885_9.0696.json,custom
39.289587,9.069844,ov_cortexandra_39.2896_9.0698,Cortexandra,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/cortexandra_39.2896_9.0698.json,custom
39.282446,9.072941,ov_il_ghiottone_39.2824_9.0729,Il Ghiottone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/il_ghiottone_39.2824_9.0729.json,custom
39.282140,9.073174,ov_kai_sushi_39.2821_9.0732,Kai Sushi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/kai_sushi_39.2821_9.0732.json,custom
39.279687,9.068518,ov_ristorante_pizzeria_il_ghiottone_39.2797_9.0685,Ristorante Pizzeria Il Ghiottone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/ristorante_pizzeria_il_ghiottone_39.2797_9.0685.json,custom
39.277496,9.077061,ov_140_grammi_39.2775_9.0771,140 Grammi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/140_grammi_39.2775_9.0771.json,custom
39.281749,9.077754,ov_caseificio_le_4_more_39.2817_9.0778,Caseificio Le 4 More,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/caseificio_le_4_more_39.2817_9.0778.json,custom
39.269295,9.078643,ov_sarfood_bar_e_self_service_39.2693_9.0786,SarFood Bar e Self Service,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/sarfood_bar_e_self_service_39.2693_9.0786.json,custom
39.270586,9.083313,ov_burger_king_sestu_39.2706_9.0833,Burger King Sestu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/burger_king_sestu_39.2706_9.0833.json,custom
39.235062,9.096990,ov_mordiefuggi_sestu_39.2351_9.0970,Mordiefuggi Sestu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/mordiefuggi_sestu_39.2351_9.0970.json,custom
39.291615,9.095879,ov_poke_bowl_sestu_39.2916_9.0959,Poke Bowl Sestu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/poke_bowl_sestu_39.2916_9.0959.json,custom
39.291927,9.097217,ov_l_altra_taverna_sestu_39.2919_9.0972,L'altra Taverna Sestu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/laltra_taverna_sestu_39.2919_9.0972.json,custom
39.296398,9.099641,ov_su_stentu_39.2964_9.0996,Su Stentu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/su_stentu_39.2964_9.0996.json,custom
39.294260,9.096337,ov_pizzeria_opera_viii_39.2943_9.0963,Pizzeria Opera VIII,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/pizzeria_opera_viii_39.2943_9.0963.json,custom
39.294184,9.095070,ov_pizzeria_la_suprema_39.2942_9.0951,Pizzeria La Suprema,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/pizzeria_la_suprema_39.2942_9.0951.json,custom
39.300344,9.098747,ov_medioevo_sestu_39.3003_9.0987,Medioevo Sestu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/medioevo_sestu_39.3003_9.0987.json,custom
39.297479,9.097985,ov_pizza___brace_sestu_39.2975_9.0980,Pizza & Brace Sestu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/pizza_brace_sestu_39.2975_9.0980.json,custom
39.300471,9.092483,osm_ristorante_pizzeria_il_centrale_39.3005_9.0925,Ristorante Pizzeria Il Centrale,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/ristorante_pizzeria_il_centrale_39.3005_9.0925.json,custom
39.277843,9.077163,osm_140_grammi_39.2778_9.0772,140 Grammi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/140_grammi_39.2778_9.0772.json,custom
39.338696,9.069172,ov_il_giardino_delle_fiabe_39.3387_9.0692,Il Giardino Delle Fiabe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/il_giardino_delle_fiabe_39.3387_9.0692.json,custom
39.293596,9.068470,ov_cjbarja_39.2936_9.0685,Cjbarja,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/cjbarja_39.2936_9.0685.json,custom
39.307569,9.090521,ov_virgin_bar_39.3076_9.0905,Virgin Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/virgin_bar_39.3076_9.0905.json,custom
39.301566,9.093913,ov_sol_lounge_cafe_39.3016_9.0939,SOL Lounge Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/sol_lounge_cafe_39.3016_9.0939.json,custom
39.301024,9.093319,ov_caffe_gorizia_39.3010_9.0933,Caffe Gorizia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/caffe_gorizia_39.3010_9.0933.json,custom
39.302535,9.091618,ov_ferru_davide_39.3025_9.0916,Ferru Davide,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/ferru_davide_39.3025_9.0916.json,custom
39.304279,9.091269,ov_naza_caffe_39.3043_9.0913,Naza Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/naza_caffe_39.3043_9.0913.json,custom
39.305826,9.090684,ov_incentive_bar_tabacchi_ricevitoria_39.3058_9.0907,Incentive Bar Tabacchi Ricevitoria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/incentive_bar_tabacchi_ricevitoria_39.3058_9.0907.json,custom
39.305932,9.090722,ov_circolo_gli_amici_del_club_39.3059_9.0907,Circolo Gli Amici del Club,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/circolo_gli_amici_del_club_39.3059_9.0907.json,custom
39.293480,9.086910,ov_natilla_39.2935_9.0869,Natilla,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/natilla_39.2935_9.0869.json,custom
39.293677,9.087285,ov_quotidiano_caff__39.2937_9.0873,Quotidiano Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/quotidiano_caff_39.2937_9.0873.json,custom
39.291084,9.088620,ov_bar_diamonds_caffe_39.2911_9.0886,Bar Diamonds Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/bar_diamonds_caffe_39.2911_9.0886.json,custom
39.297102,9.090790,ov_enos_mattana_sestu_39.2971_9.0908,Enos Mattana Sestu,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/enos_mattana_sestu_39.2971_9.0908.json,custom
39.298034,9.093715,ov_mandas_caff__39.2980_9.0937,Mandas Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/mandas_caff_39.2980_9.0937.json,custom
39.297786,9.093749,ov_nenne_s_caffetteria_39.2978_9.0937,Nenne's Caffetteria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/nennes_caffetteria_39.2978_9.0937.json,custom
39.284394,9.069671,ov_mosaico_caf__39.2844_9.0697,Mosaico Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/mosaico_caf_39.2844_9.0697.json,custom
39.277832,9.077677,ov_coccodi_il_dolce_e_il_salato___fraz_mori_39.2778_9.0777,Coccodi Il dolce e il salato - Fraz.Moriscau,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/coccodi_il_dolce_e_il_salato_-_frazmoris_39.2778_9.0777.json,custom
39.280640,9.077282,ov_mozart_cafe_39.2806_9.0773,Mozart Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/mozart_cafe_39.2806_9.0773.json,custom
39.280696,9.077358,ov_mozart_z_bar_39.2807_9.0774,Mozart Z Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/mozart_z_bar_39.2807_9.0774.json,custom
39.274480,9.078250,ov_l_p_friends_caf__39.2745_9.0783,L&P Friends Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/lp_friends_caf_39.2745_9.0783.json,custom
39.296238,9.099689,ov_jungle_tikibar_sestu_39.2962_9.0997,Jungle TikiBar Sestu,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/jungle_tikibar_sestu_39.2962_9.0997.json,custom
39.294904,9.097039,ov_jemmy_s_bar_39.2949_9.0970,Jemmy's Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/jemmys_bar_39.2949_9.0970.json,custom
39.297786,9.097513,ov_caffetteria_da_barbara_39.2978_9.0975,Caffetteria da Barbara,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/caffetteria_da_barbara_39.2978_9.0975.json,custom
39.297402,9.097941,ov_new_maracan__sestu_39.2974_9.0979,New Maracanà Sestu,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/new_maracan_sestu_39.2974_9.0979.json,custom
39.300838,9.093169,osm_bar_caffetteria_gelateria_crema___ciocco_39.3008_9.0932,Bar Caffetteria Gelateria Crema & Cioccolato,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/bar_caffetteria_gelateria_crema_cioccola_39.3008_9.0932.json,custom
39.303120,9.085456,osm_vertical_park_39.3031_9.0855,Vertical Park,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/vertical_park_39.3031_9.0855.json,custom
39.315521,9.039276,ov_miniautodromo_speedmodel_4_mori_39.3155_9.0393,Miniautodromo Speedmodel 4 Mori,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/miniautodromo_speedmodel_4_mori_39.3155_9.0393.json,custom
39.308595,9.069762,ov_scuderie_pegaso_39.3086_9.0698,Scuderie PEGASO,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/scuderie_pegaso_39.3086_9.0698.json,custom
39.300432,9.092611,ov_danza_damaris_39.3004_9.0926,Danza Damaris,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/danza_damaris_39.3004_9.0926.json,custom
39.299184,9.091912,ov_metaescape_room_cagliari_39.2992_9.0919,MetaEscape room Cagliari,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/metaescape_room_cagliari_39.2992_9.0919.json,custom
39.301417,9.093040,ov_asd_ginnastica_sestu_39.3014_9.0930,Asd Ginnastica Sestu,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/asd_ginnastica_sestu_39.3014_9.0930.json,custom
39.305992,9.086829,ov_sardinia_pole_dance_and_sport_39.3060_9.0868,Sardinia Pole Dance and Sport,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/sardinia_pole_dance_and_sport_39.3060_9.0868.json,custom
39.302866,9.085629,ov_dance_company_danilo___valentina_39.3029_9.0856,Dance Company Danilo & Valentina,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/dance_company_danilo_valentina_39.3029_9.0856.json,custom
39.303146,9.085476,ov_verticalpark_sardinia_indoor_39.3031_9.0855,Verticalpark Sardinia Indoor,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/verticalpark_sardinia_indoor_39.3031_9.0855.json,custom
39.305006,9.084794,ov_sport_e_wellness_39.3050_9.0848,Sport e Wellness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/sport_e_wellness_39.3050_9.0848.json,custom
39.306127,9.083887,ov_palestra_energy_club_39.3061_9.0839,Palestra Energy Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/palestra_energy_club_39.3061_9.0839.json,custom
39.297714,9.087411,ov_palamellano_39.2977_9.0874,PalaMellano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/palamellano_39.2977_9.0874.json,custom
39.294544,9.084719,ov_power_gym_asd_39.2945_9.0847,Power Gym Asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/power_gym_asd_39.2945_9.0847.json,custom
39.293110,9.086150,ov_quality_fit_39.2931_9.0861,Quality Fit,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/quality_fit_39.2931_9.0861.json,custom
39.291362,9.088975,ov_cristalballetdanza_39.2914_9.0890,Cristalballetdanza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/cristalballetdanza_39.2914_9.0890.json,custom
39.295546,9.094095,ov_cisalfa_sport_39.2955_9.0941,Cisalfa Sport,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/cisalfa_sport_39.2955_9.0941.json,custom
39.295065,9.093887,ov_colors_house_danza___fitness_39.2951_9.0939,Colors HOUSE Danza & Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/colors_house_danza_fitness_39.2951_9.0939.json,custom
39.294039,9.094241,ov_hammer_fit_39.2940_9.0942,Hammer Fit,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/hammer_fit_39.2940_9.0942.json,custom
39.293979,9.094152,ov_centro_sportivo_sport_education_39.2940_9.0942,Centro Sportivo Sport Education,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/centro_sportivo_sport_education_39.2940_9.0942.json,custom
39.293230,9.091700,ov_centro_giovani_giovanni_spiga_39.2932_9.0917,Centro Giovani Giovanni Spiga,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/centro_giovani_giovanni_spiga_39.2932_9.0917.json,custom
39.285852,9.080372,ov_quinto_moro_training_39.2859_9.0804,Quinto Moro Training,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/quinto_moro_training_39.2859_9.0804.json,custom
39.285355,9.079912,ov_elite_postural_and_personal_training_39.2854_9.0799,Elite Postural and Personal Training,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/sestu/pages/elite_postural_and_personal_training_39.2854_9.0799.json,custom
