# lat,lng,id,name,building_type,type,url,page_type
# verano_brianza -- Tutti
45.676036,9.222232,ov_medicina_estetica__policlinico_di_monza_45.6760_9.2222,"Medicina estetica, Policlinico di Monza",HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/medicina_estetica_policlinico_di_monza_45.6760_9.2222.json,custom
45.688943,9.229125,ov_pizzeria_la_rustica_di_ponti_sabrina_45.6889_9.2291,Pizzeria La Rustica di Ponti Sabrina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/pizzeria_la_rustica_di_ponti_sabrina_45.6889_9.2291.json,custom
45.698080,9.235062,ov_fiocchi_italo___c__snc_45.6981_9.2351,Fiocchi Italo & C. SNC,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/fiocchi_italo_c_snc_45.6981_9.2351.json,custom
45.685444,9.236794,ov_trattoria_da_fabio_45.6854_9.2368,Trattoria da Fabio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/trattoria_da_fabio_45.6854_9.2368.json,custom
45.698901,9.234690,ov_trattoria_bjrot_45.6989_9.2347,Trattoria Bjrot,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/trattoria_bjrot_45.6989_9.2347.json,custom
45.688122,9.230019,osm_pizzeria_del_centro_45.6881_9.2300,Pizzeria del Centro,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/pizzeria_del_centro_45.6881_9.2300.json,custom
45.688984,9.229124,osm_pizzeria_la_rustica_45.6890_9.2291,Pizzeria La Rustica,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/pizzeria_la_rustica_45.6890_9.2291.json,custom
45.677075,9.210383,osm_birra___brace_45.6771_9.2104,Birra & Brace,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/birra_brace_45.6771_9.2104.json,custom
45.684420,9.230656,osm_da_marco_45.6844_9.2307,Da Marco,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/da_marco_45.6844_9.2307.json,custom
45.680254,9.216711,osm_tomi_45.6803_9.2167,Tomi,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/tomi_45.6803_9.2167.json,custom
45.676179,9.210440,osm_mcdonald_s_45.6762_9.2104,McDonald's,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/mcdonalds_45.6762_9.2104.json,custom
45.677880,9.217204,ov_speedy_grill_45.6779_9.2172,Speedy Grill,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/speedy_grill_45.6779_9.2172.json,custom
45.677885,9.209330,ov_bar_atlantic_45.6779_9.2093,Bar Atlantic,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/bar_atlantic_45.6779_9.2093.json,custom
45.677933,9.223562,ov_bar_piazzetta_del_campo_45.6779_9.2236,Bar Piazzetta del campo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/bar_piazzetta_del_campo_45.6779_9.2236.json,custom
45.685779,9.228189,ov_barman_divino_45.6858_9.2282,Barman Divino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/barman_divino_45.6858_9.2282.json,custom
45.688093,9.230350,ov_caffe_pasticceria_rizzi_45.6881_9.2303,Caffe Pasticceria Rizzi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/caffe_pasticceria_rizzi_45.6881_9.2303.json,custom
45.686773,9.223253,ov_bar_ercole_45.6868_9.2233,Bar Ercole,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/bar_ercole_45.6868_9.2233.json,custom
45.687403,9.226524,ov_essential_cafe_45.6874_9.2265,Essential Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/essential_cafe_45.6874_9.2265.json,custom
45.678005,9.223462,osm_bar_piazzetta_del_campo_45.6780_9.2235,Bar Piazzetta del campo,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/bar_piazzetta_del_campo_45.6780_9.2235.json,custom
45.683965,9.230995,osm_cedrus_45.6840_9.2310,Cedrus,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/cedrus_45.6840_9.2310.json,custom
45.677968,9.217334,osm_la_vergine_45.6780_9.2173,La vergine,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/la_vergine_45.6780_9.2173.json,custom
45.677670,9.215964,ov_618_wellness_club_45.6777_9.2160,618 Wellness Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/618_wellness_club_45.6777_9.2160.json,custom
45.676442,9.221906,ov_mb_fitness_45.6764_9.2219,Mb Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/mb_fitness_45.6764_9.2219.json,custom
45.676511,9.221714,ov_sportitalia_fitness_palestra_pilates_fun_45.6765_9.2217,SportItalia Fitness Palestra Pilates Funzionale,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/sportitalia_fitness_palestra_pilates_fun_45.6765_9.2217.json,custom
45.678142,9.223014,ov_centro_sportivo_verano_brianza_45.6781_9.2230,Centro Sportivo Verano Brianza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/centro_sportivo_verano_brianza_45.6781_9.2230.json,custom
45.687698,9.228860,osm_poste_italiane_45.6877_9.2289,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/poste_italiane_45.6877_9.2289.json,custom
45.689165,9.226515,ov_biblioteca_di_verano_brianza_45.6892_9.2265,Biblioteca di Verano Brianza,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/verano_brianza/pages/biblioteca_di_verano_brianza_45.6892_9.2265.json,custom
