# lat,lng,id,name,building_type,type,url,page_type
# Giovinazzo -- Tutti
41.187250,16.673550,ov_radiologia_giba_srl_41.1872_16.6735,Radiologia GIBA SRL,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/radiologia_giba_srl_41.1872_16.6735.json,custom
41.191656,16.648227,ov_la_savorita_41.1917_16.6482,La savorita,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/la_savorita_41.1917_16.6482.json,custom
41.191163,16.649460,ov_bacio_di_puglia_a_mare_41.1912_16.6495,Bacio di Puglia a Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/bacio_di_puglia_a_mare_41.1912_16.6495.json,custom
41.190315,16.645798,ov_stop_over_41.1903_16.6458,Stop Over,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/stop_over_41.1903_16.6458.json,custom
41.189695,16.656013,ov_meraviglioso_41.1897_16.6560,Meraviglioso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/meraviglioso_41.1897_16.6560.json,custom
41.191713,16.656355,ov_santi_e_marinai_41.1917_16.6564,Santi e Marinai,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/santi_e_marinai_41.1917_16.6564.json,custom
41.191809,16.656985,ov_satori_mystical_sensations_land_41.1918_16.6570,Satori Mystical Sensations Land,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/satori_mystical_sensations_land_41.1918_16.6570.json,custom
41.192157,16.657544,ov_nathan___osteria_di_mare_41.1922_16.6575,Nathan - Osteria di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/nathan_-_osteria_di_mare_41.1922_16.6575.json,custom
41.192057,16.657677,ov_apulia_food_restaurant___lido_azzurro_41.1921_16.6577,Apulia Food Restaurant - Lido Azzurro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/apulia_food_restaurant_-_lido_azzurro_41.1921_16.6577.json,custom
41.192079,16.660741,ov_cala_marea_pizzeria_41.1921_16.6607,Cala Marea Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/cala_marea_pizzeria_41.1921_16.6607.json,custom
41.189701,16.667462,ov_casa_diliso_41.1897_16.6675,Casa Diliso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/casa_diliso_41.1897_16.6675.json,custom
41.190159,16.664263,ov_il_pomodoro_beach_41.1902_16.6643,Il Pomodoro Beach,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/il_pomodoro_beach_41.1902_16.6643.json,custom
41.189621,16.667431,ov_mundial_90_41.1896_16.6674,Mundial 90,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/mundial_90_41.1896_16.6674.json,custom
41.187995,16.665637,ov_l_oasi_pizzeria_41.1880_16.6656,L'Oasi Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/loasi_pizzeria_41.1880_16.6656.json,custom
41.185300,16.663252,ov_pitta_la_pizza_col_sorriso_41.1853_16.6633,Pitta La Pizza col Sorriso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/pitta_la_pizza_col_sorriso_41.1853_16.6633.json,custom
41.186346,16.660682,ov_mamma_restaurant_41.1863_16.6607,Mamma Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/mamma_restaurant_41.1863_16.6607.json,custom
41.185230,16.660460,ov_humus___vegan_food_truck_41.1852_16.6605,Humus - Vegan Food Truck,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/humus_-_vegan_food_truck_41.1852_16.6605.json,custom
41.187530,16.660600,ov_bar_carlyto_s_41.1875_16.6606,Bar Carlyto's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/bar_carlytos_41.1875_16.6606.json,custom
41.188488,16.658923,ov_palapansini_giovinazzo_41.1885_16.6589,Palapansini Giovinazzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/palapansini_giovinazzo_41.1885_16.6589.json,custom
41.182631,16.680466,ov_gatto_verde_41.1826_16.6805,Gatto Verde,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/gatto_verde_41.1826_16.6805.json,custom
41.183934,16.669587,ov_cibo_4_0_41.1839_16.6696,Cibo 4.0,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/cibo_40_41.1839_16.6696.json,custom
41.184530,16.670410,ov_bottega_italiana_giovinazzo_41.1845_16.6704,Bottega Italiana Giovinazzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/bottega_italiana_giovinazzo_41.1845_16.6704.json,custom
41.184968,16.670736,ov_la_cucchiara_pizzeria_41.1850_16.6707,La Cucchiara Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/la_cucchiara_pizzeria_41.1850_16.6707.json,custom
41.185458,16.672004,ov_my_way_41.1855_16.6720,My Way,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/my_way_41.1855_16.6720.json,custom
41.185507,16.671628,ov_gastronomia_salotto_marconi_41.1855_16.6716,Gastronomia Salotto Marconi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/gastronomia_salotto_marconi_41.1855_16.6716.json,custom
41.186390,16.673720,ov_radici_pizzeria_41.1864_16.6737,Radici Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/radici_pizzeria_41.1864_16.6737.json,custom
41.186271,16.669862,ov_carpe_diem_41.1863_16.6699,Carpe Diem,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/carpe_diem_41.1863_16.6699.json,custom
41.187418,16.670157,ov_brari_41.1874_16.6702,Brari,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/brari_41.1874_16.6702.json,custom
41.187647,16.670808,ov_fiorentino_michele_41.1876_16.6708,Fiorentino Michele,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/fiorentino_michele_41.1876_16.6708.json,custom
41.187828,16.668983,ov_gali_41.1878_16.6690,Gali,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/gali_41.1878_16.6690.json,custom
41.187771,16.669989,ov_al_cantagallo_41.1878_16.6700,Al Cantagallo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/al_cantagallo_41.1878_16.6700.json,custom
41.188030,16.668878,ov_matthew_s_41.1880_16.6689,Matthew's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/matthews_41.1880_16.6689.json,custom
41.187809,16.671661,ov_pizza_in_piazza_41.1878_16.6717,Pizza in Piazza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/pizza_in_piazza_41.1878_16.6717.json,custom
41.187764,16.672902,ov_la_cucchiara_trattoria_41.1878_16.6729,La Cucchiara Trattoria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/la_cucchiara_trattoria_41.1878_16.6729.json,custom
41.188205,16.671942,ov_pomodoro_e_mozzarella_41.1882_16.6719,Pomodoro e Mozzarella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/pomodoro_e_mozzarella_41.1882_16.6719.json,custom
41.188497,16.672451,ov_romanazzi_s_41.1885_16.6725,Romanazzi's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/romanazzis_41.1885_16.6725.json,custom
41.188561,16.673073,ov_pizzeria_mattarella_41.1886_16.6731,Pizzeria Mattarella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/pizzeria_mattarella_41.1886_16.6731.json,custom
41.188210,16.672867,ov_pane_e_sapori_41.1882_16.6729,Pane e Sapori,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/pane_e_sapori_41.1882_16.6729.json,custom
41.188553,16.673193,ov_siamo_fritti_41.1886_16.6732,Siamo Fritti,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/siamo_fritti_41.1886_16.6732.json,custom
41.188448,16.674084,ov_trappistventotto_41.1884_16.6741,Trappistventotto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/trappistventotto_41.1884_16.6741.json,custom
41.187325,16.674652,ov_soso_vineria_e_cucina_41.1873_16.6747,SoSo Vineria e Cucina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/soso_vineria_e_cucina_41.1873_16.6747.json,custom
41.187705,16.673067,ov_osteria_punto_e_a_capo_41.1877_16.6731,Osteria Punto e A Capo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/osteria_punto_e_a_capo_41.1877_16.6731.json,custom
41.187621,16.673070,ov_le_gramalo_41.1876_16.6731,Le Gramalo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/le_gramalo_41.1876_16.6731.json,custom
41.187034,16.672893,ov_piazza_grande_41.1870_16.6729,Piazza Grande,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/piazza_grande_41.1870_16.6729.json,custom
41.187048,16.671671,ov_i_matti_del_panino_41.1870_16.6717,I Matti del Panino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/i_matti_del_panino_41.1870_16.6717.json,custom
41.186977,16.673040,ov_namaste_pizzeria_41.1870_16.6730,Namaste Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/namaste_pizzeria_41.1870_16.6730.json,custom
41.186970,16.673333,ov_spizzicotto_di_ivan_riki_41.1870_16.6733,Spizzicotto di ivan&riki,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/spizzicotto_di_ivanriki_41.1870_16.6733.json,custom
41.187463,16.675128,ov_ventinove_restaurant_41.1875_16.6751,Ventinove Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/ventinove_restaurant_41.1875_16.6751.json,custom
41.187373,16.674786,ov_osteria_scvnazz_41.1874_16.6748,Osteria Scvnazz,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/osteria_scvnazz_41.1874_16.6748.json,custom
41.187655,16.675396,ov_il_marcopolo_41.1877_16.6754,Il Marcopolo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/il_marcopolo_41.1877_16.6754.json,custom
41.188163,16.675266,ov_ristorante_alla_muraglia_41.1882_16.6753,Ristorante Alla Muraglia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/ristorante_alla_muraglia_41.1882_16.6753.json,custom
41.188090,16.675290,ov_allamuraja_41.1881_16.6753,Allamuraja,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/allamuraja_41.1881_16.6753.json,custom
41.186340,16.676394,ov_desire_41.1863_16.6764,Desire,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/desire_41.1863_16.6764.json,custom
41.186182,16.674690,ov_giovinazzo_citta_del_sole_41.1862_16.6747,Giovinazzo Citta Del Sole,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/giovinazzo_citta_del_sole_41.1862_16.6747.json,custom
41.185859,16.676722,ov_oltremare_pizza_experience_41.1859_16.6767,Oltremare pizza experience,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/oltremare_pizza_experience_41.1859_16.6767.json,custom
41.184888,16.675974,ov_onda_blu_41.1849_16.6760,Onda Blu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/onda_blu_41.1849_16.6760.json,custom
41.185113,16.679320,ov_lungomare_esercito_italiano_41.1851_16.6793,Lungomare Esercito Italiano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/lungomare_esercito_italiano_41.1851_16.6793.json,custom
41.181887,16.682358,ov_bote_de_mar_41.1819_16.6824,Bote de Mar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/bote_de_mar_41.1819_16.6824.json,custom
41.181540,16.681858,ov_toruccio_41.1815_16.6819,Toruccio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/toruccio_41.1815_16.6819.json,custom
41.167912,16.704535,ov_autogrill_41.1679_16.7045,Autogrill,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/autogrill_41.1679_16.7045.json,custom
41.172183,16.715346,ov_ristorante_di_pesce_levante_41.1722_16.7153,Ristorante di pesce Levante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/ristorante_di_pesce_levante_41.1722_16.7153.json,custom
41.188088,16.671854,osm_pugliaccio_41.1881_16.6719,Pugliaccio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/pugliaccio_41.1881_16.6719.json,custom
41.188305,16.669819,osm_rocket_41.1883_16.6698,Rocket,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/rocket_41.1883_16.6698.json,custom
41.189561,16.668062,osm_mundial_90_41.1896_16.6681,Mundial 90,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/mundial_90_41.1896_16.6681.json,custom
41.187367,16.674721,osm_osteria_scvnazz_giovinazzo_41.1874_16.6747,Osteria Scvnazz Giovinazzo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/osteria_scvnazz_giovinazzo_41.1874_16.6747.json,custom
41.189640,16.674947,osm_opa_opa_on_the_beach_41.1896_16.6749,OPA OPA on the Beach,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/opa_opa_on_the_beach_41.1896_16.6749.json,custom
41.187348,16.674590,osm_soso__41.1873_16.6746,SoSo',ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/soso_41.1873_16.6746.json,custom
41.190104,16.666984,osm_spiaggia_attrezzata_zerottanta_41.1901_16.6670,Spiaggia Attrezzata Zerottanta,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/spiaggia_attrezzata_zerottanta_41.1901_16.6670.json,custom
41.189477,16.669185,osm_al_porticciolo_41.1895_16.6692,Al Porticciolo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/al_porticciolo_41.1895_16.6692.json,custom
41.182654,16.680532,osm_gatto_verde_41.1827_16.6805,Gatto Verde,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/gatto_verde_41.1827_16.6805.json,custom
41.161979,16.718768,ov_al_22_caf___q8easy_nord_41.1620_16.7188,Al 22 Cafè -Q8easy Nord,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/al_22_caf_-q8easy_nord_41.1620_16.7188.json,custom
41.189532,16.674949,ov_opa_opa_41.1895_16.6749,Opa Opa,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/opa_opa_41.1895_16.6749.json,custom
41.189224,16.674309,ov_giro_bistrot_41.1892_16.6743,Giro Bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/giro_bistrot_41.1892_16.6743.json,custom
41.188696,16.671903,ov_dallo_zio_41.1887_16.6719,Dallo zio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/dallo_zio_41.1887_16.6719.json,custom
41.189782,16.669729,ov_brisa___mixology_lab_41.1898_16.6697,Brisa - Mixology Lab,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/brisa_-_mixology_lab_41.1898_16.6697.json,custom
41.192704,16.644998,ov_mikkibeach_lido_club_41.1927_16.6450,MikkiBeach lido club,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/mikkibeach_lido_club_41.1927_16.6450.json,custom
41.190686,16.649962,ov_nautilus_club_s_r_l_41.1907_16.6500,Nautilus Club s.r.l,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/nautilus_club_srl_41.1907_16.6500.json,custom
41.192286,16.657023,ov_karma_beach_bar_41.1923_16.6570,Karma Beach Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/karma_beach_bar_41.1923_16.6570.json,custom
41.191971,16.660654,ov_pascia_beach_bar_41.1920_16.6607,Pascia Beach Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/pascia_beach_bar_41.1920_16.6607.json,custom
41.189697,16.668113,ov_daiquiri_summer_fresh_bar_41.1897_16.6681,Daiquiri Summer fresh bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/daiquiri_summer_fresh_bar_41.1897_16.6681.json,custom
41.188982,16.667688,ov_nicola_tony_pizzpub_41.1890_16.6677,Nicola Tony Pizzpub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/nicola_tony_pizzpub_41.1890_16.6677.json,custom
41.186090,16.667596,ov_caffetteria_dolce_caffe_41.1861_16.6676,Caffetteria Dolce Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/caffetteria_dolce_caffe_41.1861_16.6676.json,custom
41.185237,16.660596,ov_gavriel_caffe_41.1852_16.6606,Gavriel Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/gavriel_caffe_41.1852_16.6606.json,custom
41.184197,16.661436,ov_carnage_public_house_41.1842_16.6614,Carnage Public House,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/carnage_public_house_41.1842_16.6614.json,custom
41.182677,16.672495,ov_bar_gioia_41.1827_16.6725,Bar Gioia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/giovinazzo/pages/bar_gioia_41.1827_16.6725.json,custom
