# lat,lng,id,name,building_type,type,url,page_type
# siniscola -- Tutti
40.604907,9.743650,ov_ospedale_san_francesco_nuoro_40.6049_9.7437,Ospedale San Francesco Nuoro,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/ospedale_san_francesco_nuoro_40.6049_9.7437.json,custom
40.533242,9.799290,ov_agriturismo_silitta_40.5332_9.7993,Agriturismo Silitta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/agriturismo_silitta_40.5332_9.7993.json,custom
40.583776,9.758387,osm_karamare_40.5838_9.7584,Karamare,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/karamare_40.5838_9.7584.json,custom
40.495108,9.795232,osm_agriturismo_su_meriacru_40.4951_9.7952,Agriturismo Su Meriacru,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/agriturismo_su_meriacru_40.4951_9.7952.json,custom
40.576037,9.746155,osm_azienda_agrituristica_punta_lizzu_40.5760_9.7462,Azienda Agrituristica Punta Lizzu,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/azienda_agrituristica_punta_lizzu_40.5760_9.7462.json,custom
40.567767,9.684493,ov_phoenix_bar_40.5678_9.6845,Phoenix bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/phoenix_bar_40.5678_9.6845.json,custom
40.572258,9.689734,ov_il_mio_caff__40.5723_9.6897,Il Mio Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/il_mio_caff_40.5723_9.6897.json,custom
40.578085,9.694062,ov_gana_e_gortoe_bar_bistro_40.5781_9.6941,Gana e Gortoe Bar Bistro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/gana_e_gortoe_bar_bistro_40.5781_9.6941.json,custom
40.577029,9.694308,ov_fashion_caffe_40.5770_9.6943,Fashion Caffe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/fashion_caffe_40.5770_9.6943.json,custom
40.574132,9.694655,ov_piccolo_caff__40.5741_9.6947,Piccolo Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/piccolo_caff_40.5741_9.6947.json,custom
40.573941,9.694344,ov_snoopy_lounge_caf__40.5739_9.6943,Snoopy Lounge Café,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/snoopy_lounge_caf_40.5739_9.6943.json,custom
40.575742,9.693640,ov_caffearju_40.5757_9.6936,Caffearju,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/caffearju_40.5757_9.6936.json,custom
40.578201,9.698863,ov_aperybar_40.5782_9.6989,Aperybar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/aperybar_40.5782_9.6989.json,custom
40.571018,9.695154,ov_mucelli_40.5710_9.6952,Mucelli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/mucelli_40.5710_9.6952.json,custom
40.569526,9.703148,ov_bar___gastronomia_comino_rosso_40.5695_9.7031,Bar - Gastronomia Comino Rosso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/bar_-_gastronomia_comino_rosso_40.5695_9.7031.json,custom
40.612440,9.749742,ov_bar_le_vele_40.6124_9.7497,Bar Le Vele,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/bar_le_vele_40.6124_9.7497.json,custom
40.608979,9.750759,ov_karma_club_la_caletta_40.6090_9.7508,Karma Club La Caletta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/karma_club_la_caletta_40.6090_9.7508.json,custom
40.609909,9.751404,ov_bar_del_porto_40.6099_9.7514,Bar Del Porto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/bar_del_porto_40.6099_9.7514.json,custom
40.609632,9.752052,ov_angolo_d_vino_40.6096_9.7521,Angolo d_vino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/angolo_dvino_40.6096_9.7521.json,custom
40.608469,9.750082,ov_mistral_caffetteria_40.6085_9.7501,Mistral Caffetteria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/mistral_caffetteria_40.6085_9.7501.json,custom
40.608450,9.749435,ov_crema_e_cioccolato_by_movida_40.6085_9.7494,Crema e Cioccolato by Movida,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/crema_e_cioccolato_by_movida_40.6085_9.7494.json,custom
40.607557,9.748190,ov_bar_malibu_cafe_40.6076_9.7482,Bar Malibu Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/bar_malibu_cafe_40.6076_9.7482.json,custom
40.608129,9.748962,ov_bar_oceania_40.6081_9.7490,Bar Oceania,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/bar_oceania_40.6081_9.7490.json,custom
40.607467,9.748788,ov_maxim_pub_40.6075_9.7488,Maxim Pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/maxim_pub_40.6075_9.7488.json,custom
40.605556,9.746785,ov_calaflor_la_caletta_40.6056_9.7468,Calaflor La Caletta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/calaflor_la_caletta_40.6056_9.7468.json,custom
40.581554,9.778247,ov_poseidon_cafe_40.5816_9.7782,Poseidon Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/poseidon_cafe_40.5816_9.7782.json,custom
40.581317,9.777440,ov_frieda_art_and_drink_40.5813_9.7774,Frieda Art and Drink,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/frieda_art_and_drink_40.5813_9.7774.json,custom
40.582089,9.774271,ov_la_conchiglia_40.5821_9.7743,La Conchiglia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/la_conchiglia_40.5821_9.7743.json,custom
40.581011,9.777299,ov_bar_agnese_40.5810_9.7773,Bar Agnese,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/bar_agnese_40.5810_9.7773.json,custom
40.541668,9.796857,ov_chiosco_le_saline_di_capocomino_40.5417_9.7969,Chiosco Le Saline di Capocomino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/chiosco_le_saline_di_capocomino_40.5417_9.7969.json,custom
40.547670,9.780943,ov_bar_comino_rosso_40.5477_9.7809,Bar Comino Rosso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/bar_comino_rosso_40.5477_9.7809.json,custom
40.576274,9.693461,osm_bar_cagliari_40.5763_9.6935,Bar Cagliari,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/bar_cagliari_40.5763_9.6935.json,custom
40.581623,9.778659,osm_bar_la_torre_40.5816_9.7787,Bar La Torre,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/bar_la_torre_40.5816_9.7787.json,custom
40.571066,9.690057,ov_sardinia_gymnasium_da_gianni_40.5711_9.6901,Sardinia Gymnasium Da Gianni,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/sardinia_gymnasium_da_gianni_40.5711_9.6901.json,custom
40.571088,9.697523,ov_fitness_center_40.5711_9.6975,Fitness Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/fitness_center_40.5711_9.6975.json,custom
40.570455,9.695981,ov_training_club_asd_40.5705_9.6960,Training Club Asd,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/training_club_asd_40.5705_9.6960.json,custom
40.595544,9.754636,ov_kitesurf_la_caletta_40.5955_9.7546,Kitesurf La Caletta,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/kitesurf_la_caletta_40.5955_9.7546.json,custom
40.598673,9.744809,ov_wellness_pilates_studio_a_s_d__40.5987_9.7448,Wellness Pilates Studio a.s.d.,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/wellness_pilates_studio_asd_40.5987_9.7448.json,custom
40.608966,9.745935,ov_asd_black_gate_officine_gym_40.6090_9.7459,ASD Black Gate Officine Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/asd_black_gate_officine_gym_40.6090_9.7459.json,custom
40.612484,9.750228,ov_gold_hook_40.6125_9.7502,Gold Hook,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/gold_hook_40.6125_9.7502.json,custom
40.611947,9.751018,ov_ondablu_charter_fishing_40.6119_9.7510,Ondablu Charter fishing,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/ondablu_charter_fishing_40.6119_9.7510.json,custom
40.548435,9.792295,ov_avale_watersports_40.5484_9.7923,Avale Watersports,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/avale_watersports_40.5484_9.7923.json,custom
40.578081,9.699257,osm_ufficio_postale_di_siniscola_40.5781_9.6993,Ufficio Postale di Siniscola,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/ufficio_postale_di_siniscola_40.5781_9.6993.json,custom
40.575630,9.694239,ov_biblioteca_di_siniscola_40.5756_9.6942,Biblioteca Di Siniscola,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/biblioteca_di_siniscola_40.5756_9.6942.json,custom
40.607169,9.746271,ov_bibliotca_la_caletta_40.6072_9.7463,Bibliotca La Caletta,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/bibliotca_la_caletta_40.6072_9.7463.json,custom
40.611383,9.746049,ov_biblioteca_di_la_caletta_40.6114_9.7460,Biblioteca di La Caletta,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sardegna/siniscola/pages/biblioteca_di_la_caletta_40.6114_9.7460.json,custom
