# lat,lng,id,name,building_type,type,url,page_type
# cervignano_del_friuli -- Tutti
45.820769,13.341662,ov_distretto_sanitario_cervignano_del_friul_45.8208_13.3417,Distretto Sanitario Cervignano Del Friuli,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/distretto_sanitario_cervignano_del_friul_45.8208_13.3417.json,custom
45.823850,13.333836,ov_coop_45.8238_13.3338,Coop,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/coop_45.8238_13.3338.json,custom
45.823202,13.334262,ov_al_ready_pizza_and_kebab_45.8232_13.3343,Al-Ready Pizza and Kebab,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/al-ready_pizza_and_kebab_45.8232_13.3343.json,custom
45.823154,13.334234,ov_l__arcobaleno_45.8232_13.3342,L' Arcobaleno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/l_arcobaleno_45.8232_13.3342.json,custom
45.823788,13.334614,ov_osteria_all_ausa_45.8238_13.3346,Osteria All'Ausa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/osteria_allausa_45.8238_13.3346.json,custom
45.823292,13.335877,ov_pizza_g_cervignano_del_friuli_45.8233_13.3359,Pizza G Cervignano del Friuli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/pizza_g_cervignano_del_friuli_45.8233_13.3359.json,custom
45.822977,13.335812,ov_dal_lep_quality_pizza_45.8230_13.3358,Dal Lep Quality Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/dal_lep_quality_pizza_45.8230_13.3358.json,custom
45.822670,13.335830,ov_pizzeria_mangia_e_fuggi_ex_jolly_45.8227_13.3358,Pizzeria Mangia E Fuggi ex jolly,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/pizzeria_mangia_e_fuggi_ex_jolly_45.8227_13.3358.json,custom
45.822607,13.335232,ov_istanbul_kebab_e_pizza_45.8226_13.3352,Istanbul Kebab e Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/istanbul_kebab_e_pizza_45.8226_13.3352.json,custom
45.822425,13.332706,ov_antica_osteria_italia_45.8224_13.3327,Antica Osteria Italia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/antica_osteria_italia_45.8224_13.3327.json,custom
45.821012,13.333852,ov_locanda_aquileia_45.8210_13.3339,Locanda Aquileia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/locanda_aquileia_45.8210_13.3339.json,custom
45.821205,13.333131,ov_fuji_sushi_asia_restaurant_45.8212_13.3331,FUJI SUSHI Asia Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/fuji_sushi_asia_restaurant_45.8212_13.3331.json,custom
45.820895,13.342325,ov_pizzeria_trattoria_capello_45.8209_13.3423,Pizzeria Trattoria Capello,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/pizzeria_trattoria_capello_45.8209_13.3423.json,custom
45.810025,13.355064,ov_impronta_doro_45.8100_13.3551,Impronta Doro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/impronta_doro_45.8100_13.3551.json,custom
45.808909,13.359250,ov_trattoria_al_turista_45.8089_13.3593,Trattoria Al Turista,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/trattoria_al_turista_45.8089_13.3593.json,custom
45.806236,13.357586,ov_ristorante_agriturismo_la_natura_45.8062_13.3576,Ristorante Agriturismo La Natura,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/ristorante_agriturismo_la_natura_45.8062_13.3576.json,custom
45.801006,13.350943,ov_agriturismo_la_rosta_45.8010_13.3509,Agriturismo La Rosta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/agriturismo_la_rosta_45.8010_13.3509.json,custom
45.810607,13.313558,ov_agriturismo_borgo_fornasir_45.8106_13.3136,Agriturismo Borgo Fornasir,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/agriturismo_borgo_fornasir_45.8106_13.3136.json,custom
45.822197,13.365422,ov_trattoria_al_campanile_45.8222_13.3654,Trattoria Al Campanile,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/trattoria_al_campanile_45.8222_13.3654.json,custom
45.819071,13.378642,ov_agriturismo_folla_denis_45.8191_13.3786,Agriturismo Folla Denis,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/agriturismo_folla_denis_45.8191_13.3786.json,custom
45.860512,13.322078,ov_rainbow_sapori_alla_piastra_45.8605_13.3221,Rainbow Sapori Alla Piastra,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/rainbow_sapori_alla_piastra_45.8605_13.3221.json,custom
45.823373,13.333391,osm_l_arcobaleno_45.8234_13.3334,L'Arcobaleno,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/larcobaleno_45.8234_13.3334.json,custom
45.823168,13.334216,osm_gi__pronto_45.8232_13.3342,Già Pronto,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/gi_pronto_45.8232_13.3342.json,custom
45.820885,13.342380,osm_capello_45.8209_13.3424,Capello,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/capello_45.8209_13.3424.json,custom
45.830618,13.333521,osm_chichibio_45.8306_13.3335,Chichibio,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/chichibio_45.8306_13.3335.json,custom
45.810809,13.313629,osm_azienda_agricola_fornasir_giuseppe_e_rob_45.8108_13.3136,Azienda Agricola Fornasir Giuseppe e Roberto,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/azienda_agricola_fornasir_giuseppe_e_rob_45.8108_13.3136.json,custom
45.852444,13.320585,osm_trattoria_strassoldo_45.8524_13.3206,Trattoria Strassoldo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/trattoria_strassoldo_45.8524_13.3206.json,custom
45.818034,13.330701,ov_borgo_capoia___sarvignan_45.8180_13.3307,Borgo Capoia - Sarvignan,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/borgo_capoia_-_sarvignan_45.8180_13.3307.json,custom
45.830070,13.332770,ov_bar_garden_45.8301_13.3328,BAR Garden,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_garden_45.8301_13.3328.json,custom
45.829431,13.332522,ov_style_bar_45.8294_13.3325,Style Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/style_bar_45.8294_13.3325.json,custom
45.823599,13.343144,ov_bar_stazione_45.8236_13.3431,Bar Stazione,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_stazione_45.8236_13.3431.json,custom
45.824945,13.334184,ov_hostaria_al_porto_45.8249_13.3342,Hostaria Al Porto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/hostaria_al_porto_45.8249_13.3342.json,custom
45.823228,13.333559,ov_caffe_nazionale_45.8232_13.3336,Caffe Nazionale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/caffe_nazionale_45.8232_13.3336.json,custom
45.823211,13.335694,ov_bar_vecchia_vienna_45.8232_13.3357,Bar Vecchia Vienna,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_vecchia_vienna_45.8232_13.3357.json,custom
45.822972,13.335787,ov_bar_a_modo_mio_45.8230_13.3358,Bar A Modo Mio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_a_modo_mio_45.8230_13.3358.json,custom
45.823052,13.337028,ov_bar_vanita__45.8231_13.3370,Bar Vanita',RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_vanita_45.8231_13.3370.json,custom
45.822849,13.337816,ov_al_baretto_45.8228_13.3378,Al Baretto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/al_baretto_45.8228_13.3378.json,custom
45.822607,13.339464,ov_bar_al_portico_45.8226_13.3395,Bar Al Portico,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_al_portico_45.8226_13.3395.json,custom
45.822510,13.339426,ov_bar_all_alpino_45.8225_13.3394,Bar All'Alpino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_allalpino_45.8225_13.3394.json,custom
45.822426,13.336692,ov_al_duomo_bar_45.8224_13.3367,Al Duomo Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/al_duomo_bar_45.8224_13.3367.json,custom
45.822669,13.336091,ov_torrefazione_caffe_torraca_45.8227_13.3361,Torrefazione Caffe Torraca,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/torrefazione_caffe_torraca_45.8227_13.3361.json,custom
45.822675,13.335713,ov_signum_45.8227_13.3357,Signum,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/signum_45.8227_13.3357.json,custom
45.822607,13.335929,ov_ufficina_45.8226_13.3359,Ufficina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/ufficina_45.8226_13.3359.json,custom
45.822330,13.336500,ov_bar_queen_45.8223_13.3365,Bar Queen,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_queen_45.8223_13.3365.json,custom
45.822527,13.334369,ov_barnovo_45.8225_13.3344,BarNovo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/barnovo_45.8225_13.3344.json,custom
45.822308,13.334357,ov_bar_mela_verde_45.8223_13.3344,Bar Mela Verde,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_mela_verde_45.8223_13.3344.json,custom
45.822052,13.333426,ov_caff__centrale_45.8221_13.3334,Caffè Centrale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/caff_centrale_45.8221_13.3334.json,custom
45.821503,13.333144,ov_non_solo_bar_45.8215_13.3331,Non solo bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/non_solo_bar_45.8215_13.3331.json,custom
45.820411,13.334513,ov_dolce_vita_cafe_45.8204_13.3345,dolce vita cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/dolce_vita_cafe_45.8204_13.3345.json,custom
45.818572,13.338025,ov_bar_messico_45.8186_13.3380,Bar Messico,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_messico_45.8186_13.3380.json,custom
45.818628,13.337864,ov_l_arte_del_caff__by_thaly_45.8186_13.3379,L'ARTE DEL CAFFÈ By Thaly,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/larte_del_caff_by_thaly_45.8186_13.3379.json,custom
45.820221,13.340536,ov_caffetteria_vineria_pub_pizzeria_new_lif_45.8202_13.3405,Caffetteria Vineria Pub Pizzeria New Life,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/caffetteria_vineria_pub_pizzeria_new_lif_45.8202_13.3405.json,custom
45.819977,13.340592,ov_new_life_45.8200_13.3406,New Life,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/new_life_45.8200_13.3406.json,custom
45.812870,13.353030,ov_ror__music_bar_cervignano_45.8129_13.3530,Rorù Music Bar Cervignano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/ror_music_bar_cervignano_45.8129_13.3530.json,custom
45.810599,13.354258,ov_capovolti_45.8106_13.3543,Capovolti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/capovolti_45.8106_13.3543.json,custom
45.817121,13.346305,ov_cin_cin_bar_45.8171_13.3463,Cin Cin Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/cin_cin_bar_45.8171_13.3463.json,custom
45.860393,13.322071,ov_barbagianni_45.8604_13.3221,Barbagianni,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/barbagianni_45.8604_13.3221.json,custom
45.820766,13.334242,osm_pino_bar_45.8208_13.3342,Pino Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/pino_bar_45.8208_13.3342.json,custom
45.860347,13.322062,osm_barbabianni_45.8603_13.3221,Barbabianni,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/barbabianni_45.8603_13.3221.json,custom
45.821811,13.334688,osm_caffe__ai_quadri_45.8218_13.3347,Caffe' Ai Quadri,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/caffe_ai_quadri_45.8218_13.3347.json,custom
45.826987,13.341727,osm_bar_da_piera_45.8270_13.3417,Bar da Piera,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_da_piera_45.8270_13.3417.json,custom
45.860461,13.322142,osm_rainbow_45.8605_13.3221,Rainbow,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/rainbow_45.8605_13.3221.json,custom
45.816276,13.354947,osm_ror__45.8163_13.3549,Rorú,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/ror_45.8163_13.3549.json,custom
45.825148,13.345323,osm_bar_malignani_45.8251_13.3453,Bar Malignani,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/bar_malignani_45.8251_13.3453.json,custom
45.821312,13.334932,osm_manila_45.8213_13.3349,Manila,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/manila_45.8213_13.3349.json,custom
45.820411,13.334529,osm_dolce_vita_caf__45.8204_13.3345,Dolce Vita Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/dolce_vita_caf_45.8204_13.3345.json,custom
45.822253,13.340015,osm_al_golosone_45.8223_13.3400,Al Golosone,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/al_golosone_45.8223_13.3400.json,custom
45.810881,13.341920,osm_sebastian_45.8109_13.3419,Sebastian,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/sebastian_45.8109_13.3419.json,custom
45.604242,13.768614,ov_cai_muggia___sag_trieste_45.6042_13.7686,CAI Muggia - SAG Trieste,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/cai_muggia_-_sag_trieste_45.6042_13.7686.json,custom
45.821867,13.332385,ov_sci_club_cervignano_45.8219_13.3324,Sci Club Cervignano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/sci_club_cervignano_45.8219_13.3324.json,custom
45.829398,13.329707,ov_agor__fitness_club_45.8294_13.3297,Agorà Fitness Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/agor_fitness_club_45.8294_13.3297.json,custom
45.830449,13.328699,ov_fitup_cervignano_del_friuli_45.8304_13.3287,FitUP Cervignano del Friuli,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/fitup_cervignano_del_friuli_45.8304_13.3287.json,custom
45.829176,13.338089,ov_palestra_comunale_perteole_45.8292_13.3381,Palestra Comunale Perteole,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/palestra_comunale_perteole_45.8292_13.3381.json,custom
45.825160,13.334360,ov_avenal_asd_45.8252_13.3344,Avenal ASD,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/avenal_asd_45.8252_13.3344.json,custom
45.824948,13.333900,ov_g_s_dance_academy_45.8249_13.3339,G&S Dance Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/gs_dance_academy_45.8249_13.3339.json,custom
45.810021,13.355062,ov_mikyoga_45.8100_13.3551,Mikyoga,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/mikyoga_45.8100_13.3551.json,custom
45.811792,13.341522,ov_r_evolution_training_45.8118_13.3415,R-Evolution Training,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/r-evolution_training_45.8118_13.3415.json,custom
45.813950,13.316140,ov_gruppo_marciatori_cervignano_45.8139_13.3161,Gruppo Marciatori Cervignano,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/gruppo_marciatori_cervignano_45.8139_13.3161.json,custom
45.805450,13.377240,ov_equiturismo_borgo_sandrigo_a_s_d__45.8055_13.3772,Equiturismo Borgo Sandrigo A.S.D.,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/equiturismo_borgo_sandrigo_asd_45.8055_13.3772.json,custom
45.810040,13.355378,osm_new_dynamic_centre_45.8100_13.3554,New Dynamic Centre,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/new_dynamic_centre_45.8100_13.3554.json,custom
45.821592,13.332435,ov_civico_museo_archeologico_e_storico___ce_45.8216_13.3324,Civico Museo Archeologico e Storico - Cervignano del Friuli,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/civico_museo_archeologico_e_storico_-_ce_45.8216_13.3324.json,custom
45.824840,13.345080,ov_mavi__italia_valley_antarctic_memorial___45.8248_13.3451,"MAVI: Italia Valley Antarctic Memorial, Cepparo-Bove",MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/mavi_italia_valley_antarctic_memorial_ce_45.8248_13.3451.json,custom
45.860858,13.323378,ov_castelli_di_strassoldo_45.8609_13.3234,Castelli di Strassoldo,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/castelli_di_strassoldo_45.8609_13.3234.json,custom
45.821010,13.337040,ov_biblioteca_giuseppe_zigaina_di_cervignan_45.8210_13.3370,Biblioteca Giuseppe Zigaina di Cervignano del Friuli,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/biblioteca_giuseppe_zigaina_di_cervignan_45.8210_13.3370.json,custom
45.821042,13.336844,osm_biblioteca_comunale_45.8210_13.3368,Biblioteca comunale,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/cervignano_del_friuli/pages/biblioteca_comunale_45.8210_13.3368.json,custom
